GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu
AGAP007364	0.0	0.003	0.0	0.031	0.01	0.0	0.818	0.014	0.005	0.574	0.001	0.223	0.0	0.001	0.0	0.004	0.0	0.0
AGAP010071	0.0	0.0	0.16	0.001	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.467	0.0	0.543	0.0	0.441	0.0	0.791
AGAP007774	0.0	0.0	0.361	0.235	0.0	0.714	0.896	0.671	0.518	0.63	0.0	0.293	0.0	0.037	0.0	0.173	0.0	0.0
AGAP006191	0.0	0.001	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.384	0.0	0.316
AGAP005809	0.0	0.0	0.537	0.0	0.0	0.092	0.305	0.537	0.895	0.497	0.732	0.282	0.352	0.035	0.054	0.126	0.356	0.001
AGAP002865	0.0	0.0	0.006	0.0	0.0	0.0	0.17	0.442	0.734	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0
AGAP012091	0.0	0.0	0.626	0.0	0.0	0.0	0.02	0.001	0.001	0.912	0.81	0.242	0.475	0.061	0.127	0.0	0.0	0.0
AGAP028564	0.0	0.003	0.013	0.0	0.0	0.842	0.922	0.526	0.658	0.075	0.001	0.042	0.003	0.229	0.0	0.0	0.145	0.0
AGAP010794	0.0	0.0	0.0	0.014	0.317	0.0	0.0	0.0	0.0	0.109	0.505	0.002	0.741	0.162	0.484	0.349	0.0	0.0
AGAP006089	0.0	0.0	0.082	0.0	0.0	0.825	0.182	0.716	0.861	0.4	0.186	0.368	0.14	0.08	0.018	0.93	0.309	0.0
AGAP007285	0.0	0.006	0.035	0.612	0.05	0.879	0.003	0.0	0.0	0.0	0.078	0.0	0.022	0.0	0.011	0.0	0.961	0.011
AGAP008218	0.0	0.148	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.006	0.0	0.392	0.011	0.57	0.037	0.0	0.0	0.065
AGAP006017	0.0	0.0	0.516	0.0	0.0	0.582	0.453	0.761	0.861	0.0	0.006	0.0	0.006	0.0	0.0	0.073	0.73	0.0
AGAP010975	0.0	0.0	0.0	0.438	0.742	0.0	0.001	0.0	0.0	0.0	0.0	0.008	0.007	0.429	0.465	0.0	0.042	0.0
AGAP000743	0.0	0.0	0.0	0.336	0.913	0.0	0.002	0.0	0.0	0.281	0.021	0.343	0.844			0.0	0.122	0.0
AGAP005783	0.0	0.0	0.112	0.0	0.0	0.553	0.456	0.0	0.0	0.061	0.009	0.001	0.0	0.0	0.0	0.344	0.715	0.0
AGAP008291	0.0	0.326	0.0	0.037	0.001	0.0	0.022	0.0	0.0							0.081	0.0	0.0
AGAP001194	0.0	0.013	0.0	0.184	0.66	0.674	0.795	0.961	0.818	0.134	0.579	0.123	0.473	0.14	0.558	0.086	0.465	0.0
AGAP011475	0.0	0.0	0.001	0.008	0.265	0.0	0.0	0.0	0.008	0.894	0.212	0.418	0.856	0.156	0.006	0.008	0.0	0.0
AGAP008331	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.008	0.314	0.065	0.476	0.123	0.0	0.0	0.0
AGAP000363	0.0	0.0	0.0	0.204	0.007	0.541	0.61	0.206	0.04	0.9	0.585	0.994	0.479	0.902	0.411	0.007	0.697	0.0
AGAP006339	0.0	0.0	0.009	0.202	0.558	0.937	0.704	0.001	0.0	0.254	0.831	0.521	0.633	0.224	0.982	0.083	0.845	0.058
AGAP000037	0.0	0.04	0.0	0.069	0.841	0.157	0.617	0.469	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.762	0.0
AGAP005987	0.0	0.0	0.0	0.262	0.001	0.283	0.01	0.009	0.0	0.575	0.0	0.037	0.0	0.04	0.0	0.0	0.0	0.0
AGAP006935	0.0	0.003	0.0	0.5	0.029	0.323	0.1	0.372	0.085	0.016	0.006	0.005	0.001	0.0	0.0	0.01	0.001	0.0
AGAP010313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.476	0.32	0.489	0.256	0.068	0.026	0.0	0.198	0.0
AGAP006729	0.0	0.001	0.0	0.0	0.025	0.0	0.681	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.833	0.0	0.0
AGAP005978	0.0	0.06	0.0	0.0	0.0	0.125	0.584	0.184	0.038	0.541	0.0	0.906	0.0	0.356	0.0	0.008	0.0	0.0
AGAP010886	0.0	0.085	0.0	0.005	0.398	0.897	0.121	0.488	0.307	0.696	0.842	0.815	0.378	0.357	0.085	0.452	0.025	0.0
AGAP013510	0.0	0.029	0.908	0.0	0.005	0.626	0.024	0.453	0.697	0.017	0.015	0.0	0.0	0.005	0.004	0.103	0.851	0.0
AGAP005898	0.0	0.0	0.322	0.0	0.0	0.89	0.136	0.921	0.196	0.095	0.012	0.002	0.0	0.001	0.0	0.535	0.016	0.001
AGAP008288	0.0	0.743	0.0	0.0	0.0	0.14	0.891	0.459	0.0	0.059	0.0	0.208	0.0	0.002	0.0	0.0	0.0	0.0
AGAP006961	0.0	0.002	0.0	0.086	0.0	0.0	0.002	0.001	0.004	0.245	0.286	0.1	0.086	0.999	0.773	0.0	0.004	0.0
AGAP003373	0.0	0.0	0.236	0.247	0.166	0.0	0.0	0.0	0.0	0.008	0.872	0.03	0.873	0.853	0.133	0.038	0.0	0.0
AGAP001956	0.0	0.509	0.831	0.282	0.0	0.0	0.0	0.0	0.0	0.166	0.063	0.467	0.489	0.134	0.057	0.0	0.0	0.0
AGAP002041	0.0	0.008	0.0	0.168	0.718	0.27	0.354	0.832	0.182	0.003	0.023	0.02	0.065	0.016	0.056	0.011	0.757	0.0
AGAP000792	0.0	0.0	0.0	0.003	0.0	0.094	0.186	0.223	0.211	0.0	0.023	0.11	0.239	0.0	0.001	0.012	0.0	0.008
AGAP003933	0.0	0.029	0.0	0.253	0.219	0.563	0.713	0.644	0.315	0.353	0.177	0.329	0.194	0.483	0.147	0.058	0.835	0.0
AGAP000562	0.0	0.001	0.585	0.219	0.004	0.646	0.043	0.792	0.947	0.001	0.095	0.002	0.07	0.0	0.003	0.108	0.049	0.0
AGAP008083	0.0	0.197	0.0	0.0	0.004	0.293	0.002	0.004	0.068	0.283	0.2	0.035	0.746	0.073	0.134	0.19	0.253	0.0
AGAP011318	0.0	0.0	0.0	0.287	0.066	0.662	0.73	0.345	0.087	0.979	0.036	0.999	0.085	0.307	0.016	0.053	0.769	0.0
AGAP006699	0.0	0.0	0.717	0.0	0.248	0.0	0.562	0.337	0.294	0.098	0.096	0.125	0.029	0.002	0.43	0.0	0.0	0.0
AGAP004870	0.0	0.001	0.007	0.778	0.364	0.001	0.341	0.55	0.233	0.006	0.003	0.002	0.001	0.0	0.0	0.0	0.0	0.0
AGAP006478	0.0	0.0	0.362	0.0	0.0	0.188	0.032	0.103	0.062	0.0	0.001	0.0	0.002	0.0	0.0	0.025	0.0	0.879
AGAP007793	0.0	0.715	0.001	0.0	0.794	0.918	0.412	0.293	0.463	0.237	0.055	0.092	0.024	0.734	0.908	0.0	0.0	0.018
AGAP005910	0.0	0.0	0.661	0.0	0.0	0.002	0.051	0.032	0.0	0.679	0.451	0.892	0.368	0.743	0.23	0.086	0.782	0.177
AGAP008486	0.0	0.0	0.0	0.007	0.0	0.041	0.53	0.722	0.648	0.08	0.422	0.258	0.701	0.861	0.523	0.22	0.107	0.0
AGAP005963	0.0	0.0	0.29	0.0	0.0	0.349	0.828	0.489	0.159	0.046	0.736	0.029	0.872	0.107	0.608	0.284	0.607	0.0
AGAP012982	0.0	0.001	0.0	0.115	0.389	0.378	0.0	0.007	0.001	0.168	0.0	0.033	0.0			0.028	0.0	0.0
AGAP006480	0.0	0.0	0.047	0.429	0.001	0.889	0.0	0.0	0.0	0.173	0.018	0.001	0.997			0.65	0.0	0.0
AGAP028513	0.0	0.0	0.0	0.0	0.451	0.006	0.61	0.346	0.537	0.9	0.096	0.346	0.005	0.837	0.041	0.0	0.0	0.184
AGAP012070	0.0	0.051	0.0	0.995	0.436	0.357	0.365	0.826	0.915	0.0	0.769	0.0	0.967	0.0	0.595	0.076	0.994	0.0
AGAP006433	0.0	0.322	0.85	0.395	0.0	0.014	0.0	0.0	0.0	0.548	0.02	0.456	0.557	0.481	0.001	0.014	0.0	0.691
AGAP002790	0.0	0.036	0.0	0.066	0.993	0.784	0.96	0.634	0.126	0.141	0.883	0.056	0.625	0.78	0.573	0.124	0.587	0.0
AGAP005711	0.0	0.898	0.0	0.0	0.0	0.0	0.195	0.019	0.0	0.002	0.0	0.5	0.309	0.034	0.008	0.033	0.917	0.942
AGAP007752	0.0	0.0	0.0	0.281	0.019	0.0	0.01	0.0	0.0	0.098	0.051	0.818	0.663	0.818	0.652	0.002	0.0	0.0
AGAP000065	0.0	0.031	0.0	0.122	0.004	0.166	0.902	0.078	0.007	0.801	0.844	0.963	0.354	0.983	0.655	0.78	0.159	0.0
AGAP003318	0.0	0.0	0.0	0.231	0.125	0.399	0.125	0.544	0.305	0.195	0.509	0.214	0.31	0.349	0.364	0.075	0.73	0.0
AGAP008282	0.0	0.0	0.019	0.617	0.571	0.0	0.442	0.0	0.0	0.005	0.894	0.0	0.892	0.0	0.957	0.002	0.182	0.0
AGAP013761	0.0	0.001	0.037	0.009	0.0	0.351	0.005	0.101	0.101	0.466	0.021	0.621	0.082	0.144	0.647	0.025	0.0	0.0
AGAP000461	0.0	0.021	0.0	0.001	0.683	0.376	0.545	0.636	0.089	0.001	0.812	0.0	0.767	0.0	0.99	0.229	0.773	0.0
AGAP004209	0.0	0.001	0.0	0.489	0.219	0.689	0.907	0.807	0.366	0.092	0.913	0.474	0.249	0.4	0.596	0.235	0.764	0.0
AGAP004382	0.0	0.0	0.007	0.446	0.001	0.328	0.234	0.726	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.95	0.0	0.266
AGAP005826	0.0	0.0	0.947	0.0	0.0	0.913	0.478	0.688	0.021	0.202	0.0	0.672	0.0	0.025	0.0	0.134	0.326	0.0
AGAP008538	0.0	0.002	0.0	0.0	0.499	0.71	0.252	0.083	0.0	0.173	0.769	0.13	0.865	0.688	0.337	0.341	0.943	0.0
AGAP002818	0.0	0.0	0.0	0.121	0.002	0.867	0.33	0.681	0.055	0.55	0.753	0.536	0.029	0.657	0.097	0.007	0.494	0.0
AGAP008862	0.0	0.0	0.778	0.447	0.0	0.002	0.497	0.003	0.0	0.067	0.001	0.04	0.001	0.006	0.0	0.115	0.428	0.69
AGAP003400	0.0	0.019	0.0	0.002	0.794	0.659	0.981	0.627	0.369	0.737	0.002	0.519	0.162	0.353	0.0	0.103	0.638	0.0
AGAP005866	0.0	0.0	0.0	0.0	0.009	0.583	0.154	0.0	0.0	0.512	0.022	0.772	0.084			0.945	0.194	0.034
AGAP007086	0.0	0.01	0.0	0.039	0.213	0.662	0.677	0.329	0.04	0.013	0.907	0.116	0.184	0.031	0.972	0.081	0.996	0.0
AGAP005913	0.0	0.0	0.162	0.0	0.016	0.895	0.016	0.475	0.723	0.306	0.142	0.243	0.086	0.047	0.027	0.0	0.638	0.087
AGAP000955	0.0	0.185	0.0	0.0	0.0	0.007	0.274	0.673	0.372	0.537	0.074	0.314	0.032	0.159	0.019	0.028	0.0	0.458
AGAP000232	0.0	0.0	0.002	0.217	0.817	0.332	0.245	0.492	0.163	0.56	0.539	0.789	0.332	0.995	0.392	0.085	0.957	0.0
AGAP005241	0.0	0.234	0.673	0.072	0.0	0.851	0.067	0.0	0.001	0.684	0.042	0.986	0.205	0.695	0.36	0.0	0.0	0.001
AGAP008963	0.0	0.011	0.048	0.0	0.473	0.149	0.145	0.0	0.0	0.003	0.0	0.715	0.466	0.015	0.003	0.003	0.0	0.009
AGAP001899	0.0	0.024	0.141	0.319	0.0	0.842	0.0	0.0	0.001	0.339	0.868	0.227	0.929	0.463	0.979	0.903	0.0	0.0
AGAP004033	0.0	0.003	0.0	0.061	0.711	0.845	0.839	0.352	0.085	0.211	0.744	0.494	0.397	0.906	0.125	0.166	0.624	0.0
AGAP000364	0.0	0.479	0.0	0.0	0.0	0.556	0.411	0.294	0.077	0.2	0.962	0.047	0.784	0.087	0.842	0.498	0.767	0.058
AGAP009995	0.0	0.008	0.0	0.035	0.0	0.784	0.249	0.33	0.104	0.718	0.476	0.695	0.378	0.901	0.153	0.972	0.017	0.0
AGAP000449	0.0	0.709	0.0	0.0	0.083	0.144	0.255	0.769	0.199	0.496	0.503	0.458	0.397	0.501	0.511	0.834	0.99	0.0
AGAP005845	0.0	0.0	0.003	0.254	0.724	0.0	0.08	0.0	0.002	0.513	0.017	0.757	0.074	0.489	0.834	0.001	0.168	0.076
AGAP000203	0.0	0.001	0.0	0.591	0.0	0.596	0.857	0.801	0.423	0.656	0.418	0.344	0.643	0.712	0.081	0.879	0.802	0.0
AGAP009598	0.0	0.011	0.0	0.002	0.061	0.297	0.846	0.496	0.083	0.007	0.593	0.004	0.748	0.025	0.686	0.034	0.278	0.0
AGAP006091	0.0	0.0	0.46	0.004	0.01	0.109	0.041	0.0	0.0	0.076	0.375	0.117	0.425	0.001	0.025	0.084	0.217	0.0
AGAP009475	0.0	0.004	0.166	0.644	0.161	0.641	0.071	0.537	0.443	0.537	0.622	0.276	0.354	0.135	0.242	0.0	0.235	0.0
AGAP003638	0.0	0.0	0.065	0.002	0.0	0.014	0.779	0.004	0.017	0.232	0.001	0.157	0.01	0.001	0.202	0.601	0.0	0.001
AGAP011106	0.0	0.044	0.913	0.0	0.001	0.002	0.009	0.008	0.035			0.056	0.013	0.032	0.006	0.0	0.0	0.0
AGAP005254	0.0	0.0	0.0	0.814	0.014	0.912	0.636	0.006	0.0	0.343	0.285	0.193	0.606	0.298	0.422	0.138	0.77	0.0
AGAP006434	0.0	0.377	0.327	0.135	0.0	0.029	0.034	0.0	0.0	0.993	0.005	0.486	0.438	0.693	0.041	0.0	0.0	0.483
AGAP029047	0.0	0.531	0.0	0.158	0.582	0.577	0.708	0.741	0.378	0.118	0.861	0.277	0.93	0.18	0.867	0.823	0.937	0.001
AGAP007127	0.0	0.0	0.0	0.117	0.68	0.958	0.988	0.137	0.004	0.246	0.36	0.351	0.405	0.391	0.74	0.065	0.772	0.0
AGAP001526	0.0	0.0	0.239	0.393	0.593	0.392	0.313	0.017	0.147	0.472	0.048	0.545	0.611	0.491	0.693	0.014	0.0	0.002
AGAP002089	0.0	0.077	0.0	0.0	0.907	0.29	0.0	0.0	0.0	0.374	0.413	0.014	0.049	0.04	0.04	0.869	0.106	0.0
AGAP006756	0.0	0.0	0.0	0.009	0.027	0.0	0.0	0.0	0.0	0.126	0.308	0.004	0.064	0.033	0.214	0.008	0.179	0.0
AGAP001474	0.0	0.13	0.0	0.394	0.002	0.82	0.0	0.272	0.079	0.41	0.144	0.072	0.03	0.03	0.007	0.0	0.045	0.678
AGAP000805	0.0	0.0	0.0	0.192	0.652	0.114	0.095	0.841	0.493	0.447	0.947	0.432	0.943	0.718	0.768	0.002	0.862	0.0
AGAP005563	0.0	0.079	0.133	0.333	0.0	0.016	0.0	0.0	0.001	0.133	0.835	0.288	0.911	0.003	0.166	0.001	0.0	0.171
AGAP001883	0.0	0.89	0.762	0.0	0.0	0.357	0.795	0.547	0.524	0.057	0.0	0.003	0.0	0.003	0.0	0.62	0.086	0.002
AGAP005079	0.0	0.0	0.0	0.1	0.0	0.075	0.004	0.0	0.0	0.027	0.0	0.993	0.003	0.119	0.0	0.154	0.0	0.0
AGAP007065	0.0	0.0	0.567	0.0	0.055	0.485	0.78	0.265	0.126	0.865	0.432	0.976	0.437	0.499	0.822	0.008	0.291	0.0
AGAP000342	0.0	0.017	0.003	0.0	0.0	0.221	0.006	0.059	0.069	0.862	0.35	0.277	0.046	0.678	0.284	0.0	0.009	0.0
AGAP004581	0.0	0.937	0.0	0.0	0.001	0.0	0.0	0.246	0.564							0.0	0.0	0.155
AGAP013149	0.0	0.014	0.0	0.533	0.97	0.002	0.0	0.862	0.648	0.168	0.0	0.033	0.0			0.004	0.0	0.004
AGAP009477	0.0	0.115	0.003	0.104	0.0	0.654	0.056	0.563	0.631	0.657	0.011	0.079	0.0	0.0	0.0	0.0	0.027	0.006
AGAP004883	0.0	0.006	0.12	0.382	0.0	0.122	0.0	0.0	0.0	0.011	0.0	0.479	0.095	0.91	0.441	0.0	0.0	0.011
AGAP012635	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.395	0.117	0.374	0.284	0.66	0.0	0.73	0.001
AGAP013362	0.0	0.36	0.182	0.083	0.273	0.881	0.214	0.075	0.001	0.848	0.0	0.974	0.0	0.766	0.0	0.0	0.029	0.295
AGAP010260	0.0	0.111	0.0	0.0	0.742	0.662	0.014	0.094	0.0	0.827	0.08	0.765	0.06	0.401	0.01	0.559	0.654	0.001
AGAP001200	0.0	0.028	0.37	0.664	0.585	0.373	0.0	0.0	0.0	0.014	0.85	0.001	0.893	0.0	0.556	0.756	0.025	0.029
AGAP004827	0.0	0.001	0.0	0.0	0.0	0.545	0.531	0.006	0.0	0.106	0.18	0.547	0.005	0.452	0.053	0.077	0.031	0.001
AGAP004066	0.0	0.651	0.0	0.0	0.029	0.296	0.833	0.789	0.183	0.036	0.929	0.123	0.476	0.008	0.749	0.783	0.972	0.213
AGAP006260	0.0	0.789	0.0	0.168	0.327	0.541	0.0	0.0	0.0	0.126	0.001	0.429	0.0	0.208	0.0	0.026	0.001	0.0
AGAP006511	0.0	0.0	0.119	0.007	0.995	0.09	0.484	0.089	0.001	0.894	0.007	0.552	0.001	0.025	0.0	0.251	0.066	0.002
AGAP002529	0.0	0.024	0.0	0.078	0.222	0.483	0.918	0.301	0.009	0.246	0.898	0.555	0.287	0.763	0.537	0.109	0.776	0.0
AGAP000965	0.0	0.2	0.0	0.0	0.0	0.631	0.844	0.48	0.154	0.901	0.037	0.871	0.022	0.267	0.0	0.05	0.691	0.0
AGAP001800	0.0	0.001	0.0	0.01	0.03	0.316	0.759	0.66	0.188	0.295	0.018	0.33	0.033	0.062	0.003	0.005	0.433	0.0
AGAP002176	0.0	0.154	0.0	0.0	0.374	0.913	0.001	0.004	0.001	0.762	0.18	0.484	0.076	0.041	0.004	0.105	0.289	0.0
AGAP005507	0.0	0.0	0.0	0.626	0.076	0.82	0.031	0.0	0.0	0.887	0.038	0.916	0.054			0.182	0.561	0.0
AGAP010498	0.0	0.0	0.614	0.642	0.009	0.0	0.015	0.0	0.0	0.023	0.379	0.339	0.01	0.094	0.011	0.971	0.016	0.0
AGAP002150	0.0	0.017	0.0	0.427	0.087	0.567	1.0	0.573	0.114	0.578	0.514	0.693	0.502	0.324	0.985	0.206	0.36	0.0
AGAP000460	0.0	0.002	0.0	0.0	0.128	0.165	0.017	0.987	0.774	0.171	0.653	0.152	0.553	0.173	0.679	0.0	0.758	0.0
AGAP000104	0.0	0.035	0.0	0.775	0.0	0.876	0.034	0.482	0.388	0.511	0.088	0.045	0.0	0.0	0.0	0.849	0.0	0.0
AGAP003204	0.0	0.0	0.0	0.047	0.122	0.59	0.244	0.008	0.001	0.97	0.02	0.978	0.068	0.515	0.031	0.071	0.735	0.0
AGAP008143	0.0	0.164	0.0	0.214	0.128	0.0	0.0	0.0	0.0	0.427	0.0	0.652	0.004	0.0	0.0	0.88	0.0	0.0
AGAP010722	0.0	0.0	0.211	0.639	0.069	0.0	0.0	0.0	0.0	0.861	0.004	0.485	0.0	0.072	0.0	0.504	0.0	0.726
AGAP004243	0.0	0.398	0.001	0.0	0.608	0.001	0.021	0.0	0.0	0.72	0.172	0.217	0.014	0.068	0.005	0.001	0.0	0.598
AGAP008227	0.0	0.033	0.123	0.575	0.001	0.0	0.001	0.0	0.0	0.075	0.836	0.024	0.845	0.085	0.915	0.51	0.0	0.0
AGAP002291	0.0	0.868	0.053	0.017	0.515	0.877	0.521	0.0	0.0	0.16	0.274	0.91	0.912	0.458	0.269	0.08	0.103	0.0
AGAP005892	0.0	0.0	0.858	0.0	0.0	0.975	0.439	0.744	0.984	0.001	0.0	0.004	0.0	0.0	0.0	0.249	0.126	0.333
AGAP004476	0.0	0.0	0.0	0.019	0.274	0.799	0.566	0.002	0.0	0.251	0.0	0.028	0.0	0.081	0.0	0.0	0.044	0.0
AGAP007593	0.0	0.256	0.0	0.0	0.0	0.001	0.295	0.973	0.144	0.861	0.0	0.866	0.0	0.355	0.0	0.445	0.0	0.021
AGAP000329	0.0	0.064	0.0	0.0	0.579	0.476	0.993	0.564	0.13	0.209	0.986	0.557	0.358	0.664	0.594	0.128	0.586	0.0
AGAP010604	0.0	0.008	0.0	0.0	0.12	0.318	0.0	0.011	0.01	0.888	0.203	0.984	0.198	0.069	0.391	0.136	0.005	0.327
AGAP000213	0.0	0.05	0.0	0.0	0.0	0.793	0.411	0.778	0.017	0.978	0.003	0.699	0.006	0.021	0.0	0.23	0.001	0.0
AGAP007992	0.0	0.0	0.0	0.009	0.072	0.943	0.4	0.065	0.0	0.815	0.582	0.959	0.362	0.74	0.272	0.0	0.661	0.0
AGAP007003	0.0	0.096	0.147	0.001	0.482	0.0	0.0	0.002	0.0	0.137	0.0	0.053	0.0	0.273	0.0	0.417	0.45	0.893
AGAP006108	0.0	0.0	0.61	0.0	0.0	0.782	0.0	0.657	0.316	0.303	0.917	0.092	0.759	0.001	0.235	0.079	0.837	0.0
AGAP005916	0.0	0.0	0.969	0.089	0.0	0.072	0.902	0.566	0.264	0.374	0.38	0.024	0.983	0.433	0.372	0.86	0.798	0.191
AGAP010675	0.0	0.007	0.0	0.011	0.253	0.069	0.025	0.003	0.03	0.071	0.107	0.002	0.008	0.014	0.016	0.0	0.021	0.0
AGAP011832	0.0	0.075	0.716	0.105	0.86	0.015	0.155	0.564	0.348	0.058	0.613	0.195	0.466	0.146	0.308	0.311	0.65	0.0
AGAP000835	0.0	0.0	0.029	0.24	0.276	0.017	0.9	0.133	0.004	0.7	0.248	0.672	0.002	0.43	0.002	0.234	0.003	0.0
AGAP010122	0.0	0.0	0.986	0.678	0.0	0.972	0.578	0.052	0.0	0.11	0.199	0.036	0.07	0.001	0.003	0.79	0.0	0.0
AGAP007801	0.0	0.003	0.005	0.0	0.0	0.001	0.491	0.477	0.0	0.026	0.005	0.0	0.042	0.0	0.051	0.06	0.0	0.0
AGAP011238	0.0	0.0	0.0	0.54	0.0	0.136	0.282	0.004	0.0	0.496	0.001	0.21	0.0	0.285	0.0	0.066	0.0	0.843
AGAP006637	0.0	0.0	0.0	0.058	0.187	0.84	0.687	0.331	0.468	0.232	0.766	0.021	0.419	0.105	0.797	0.748	0.041	0.0
AGAP009518	0.0	0.016	0.0	0.095	0.468	0.902	0.917	0.597	0.298	0.451	0.084	0.234	0.213	0.819	0.013	0.0	0.099	0.0
AGAP005884	0.0	0.0	0.002	0.013	0.029	0.121	0.065	0.98	0.035	0.84	0.995	0.781	0.987	0.965	0.687	0.783	0.017	0.546
AGAP009447	0.0	0.0	0.024	0.001	0.018	0.044	0.0	0.0	0.0	0.01	0.956	0.0	0.259	0.0	0.184	0.0	0.059	0.0
AGAP005033	0.0	0.013	0.028	0.129	0.647	0.66	0.837	0.189	0.043	0.222	0.003	0.119	0.001	0.001	0.0	0.767	0.357	0.0
AGAP006460	0.0	0.0	0.936	0.0	0.0	0.044	0.0	0.244	0.384	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.568	0.918
AGAP010817	0.0	0.0	0.0	0.091	0.101	0.689	0.322	0.029	0.0	0.25	0.656	0.44	0.258	0.714	0.247	0.059	0.318	0.0
AGAP002789	0.0	0.0	0.0	0.017	0.252	0.0	0.751	0.713	0.002	0.083	0.161	0.454	0.009	0.126	0.009	0.002	0.451	0.0
AGAP000637	0.0	0.0	0.0	0.006	0.002	0.766	0.016	0.054	0.002	0.202	0.042	0.094	0.011	0.008	0.001	0.132	0.764	0.0
AGAP006165	0.0	0.0	0.168	0.0	0.0	0.762	0.581	0.064	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.746	0.73	0.228
AGAP005674	0.0	0.0	0.0	0.0	0.062	0.961	0.689	0.135	0.055	0.735	0.008	0.993	0.007	0.843	0.017	0.001	0.685	0.0
AGAP006452	0.0	0.0	0.0	0.715	0.925	0.738	0.307	0.33	0.976	0.013	0.0	0.013	0.0	0.203	0.0	0.854	0.0	0.0
AGAP012201	0.0	0.015		0.0	0.0	0.014	0.0	0.007	0.021							0.256	0.0	0.0
AGAP000970	0.0	0.0	0.001	0.015	0.548	0.711	0.402	0.075	0.002	0.726	0.665	0.754	0.62	0.853	0.439	0.097	0.652	0.0
AGAP006404	0.0	0.0	0.004	0.098	0.07	0.968	0.002	0.909	0.201	0.805	0.665	0.297	0.329	0.147	0.257	0.004	0.0	0.684
AGAP009183	0.0	0.001	0.0	0.246	0.127	0.224	0.205	0.257	0.007	0.92	0.203	0.444	0.043	0.111	0.006	0.0	0.371	0.0
AGAP000308	0.0	0.001	0.402	0.056	0.0	0.702	0.356	0.374	0.017	0.314	0.163	0.609	0.0	0.903	0.014	0.007	0.0	0.0
AGAP011653	0.0	0.013	0.15	0.0	0.0	0.972	0.148	0.276	0.052	0.0	0.942	0.0	0.335	0.0	0.725	0.0	0.289	0.244
AGAP010930	0.0	0.033	0.413	0.0	0.014	0.087	0.613	0.308	0.002	0.004	0.005	0.005	0.006	0.024	0.036	0.0	0.944	0.0
AGAP002184	0.0	0.211	0.0	0.0	0.083	0.893	0.012	0.065	0.0	0.881	0.092	0.908	0.015	0.463	0.021	0.218	0.851	0.003
AGAP007043	0.0	0.346	0.04	0.0	0.001	0.003	0.83	0.254	0.023	0.419	0.202	0.429	0.126	0.475	0.234	0.002	0.0	0.0
AGAP007033	0.0	0.861	0.661	0.0	0.003	0.712	0.0	0.0	0.0	0.11	0.421	0.019	0.086	0.218	0.706	0.098	0.015	0.0
AGAP002577	0.0	0.004	0.0	0.0	0.756	0.934	0.666	0.268	0.034	0.282	0.0	0.108	0.0	0.404	0.003	0.264	0.432	0.0
AGAP002366	0.0	0.0	0.0	0.0	0.236	0.8	0.409	0.02	0.001	0.829	0.029	0.927	0.004	0.634	0.024	0.068	0.731	0.0
AGAP011280	0.0	0.0	0.0	0.039	0.029	0.919	0.668	0.906	0.571	0.102	0.067	0.0	0.001	0.001	0.001	0.299	0.873	0.0
AGAP002377	0.0	0.007	0.0	0.903	0.0	0.135	0.0	0.0	0.0	0.243	0.123	0.047	0.019	0.0	0.0	0.015	0.0	0.006
AGAP008993	0.0	0.274	0.0	0.427	0.351	0.552	0.29	0.217	0.017	0.533	0.224	0.493	0.255	0.845	0.068	0.0	0.34	0.0
AGAP010047	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.698	0.44	0.89	0.63	0.952	0.0	0.0	0.0
AGAP003065	0.0	0.621	0.743	0.543	0.724				0.737		0.96		0.89		0.956	0.666	0.091	0.57
AGAP007928	0.0	0.0	0.0	0.046	0.81	0.989	0.824	0.18	0.013	0.242	0.782	0.235	0.541	0.347	0.608	0.016	0.448	0.0
AGAP005292	0.0	0.021	0.0	0.013	0.326	0.242	0.244	0.195	0.0	0.131	0.858	0.14	0.731	0.004	0.605	0.002	0.927	0.0
AGAP008962	0.0	0.125	0.332	0.0	0.157	0.0	0.0	0.0	0.0	0.438	0.767	0.314	0.008	0.26	0.944	0.263	0.0	0.0
