GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu
AGAP004158	0.0	0.0	0.001	0.605	0.847	0.659	0.72	0.63	0.022	0.129	0.326	0.071	0.187	0.029	0.095	0.0	0.0	0.0
AGAP011759	0.0	0.002	0.0	0.192	0.557	0.193	0.211	0.052	0.003	0.991	0.283	0.065	0.005	0.113	0.012	0.005	0.021	0.0
AGAP005784	0.0	0.0	0.0	0.002	0.0	0.645	0.873	0.205	0.015	0.764	0.124	0.696	0.172	0.426	0.008	0.113	0.577	0.0
AGAP006240	0.0	0.0	0.649	0.032	0.345	0.185	0.76	0.126	0.085	0.47	0.006	0.041	0.0	0.035	0.0	0.143	0.019	0.207
AGAP004630	0.0	0.002	0.044	0.083	0.855	0.958	0.658	0.792	0.1	0.554	0.992	0.642	0.947	0.59	0.961	0.73	0.187	0.516
AGAP011823	0.0	0.07	0.116	0.17	0.263	0.303	0.192	0.834	0.696	0.001	0.39	0.001	0.385	0.0	0.127	0.417	0.441	0.087
AGAP008435	0.0	0.003	0.001	0.375	0.823	0.773	0.36	0.001	0.0	0.683	0.648	0.955	0.353	0.666	0.725	0.007	0.106	0.0
AGAP012710	0.0	0.011	0.22	0.0	0.001	0.113	0.006	0.002	0.057							0.092	0.065	0.008
AGAP007948	0.0	0.987	0.0	0.001	0.178	0.206	0.638	0.441	0.659	0.654	0.835	0.195	0.01	0.013	0.0	0.024	0.0	0.0
AGAP008193	0.0	0.039	0.0	0.0	0.799	0.0	0.763	0.001	0.0	0.007	0.002	0.0	0.0	0.03	0.009	0.973	0.935	0.069
AGAP012477	0.0	0.0	0.107	0.0	0.0	0.998	0.653	0.714	0.072	0.556	0.077	0.697	0.261	0.344	0.046	0.0	0.0	0.0
AGAP001669	0.0	0.006	0.115	0.003	0.835	0.0	0.001	0.0	0.0	0.693	0.344	0.777	0.067	0.826	0.137	0.653	0.0	0.004
AGAP011859	0.0	0.836	0.0	0.0	0.224	0.781	0.001	0.389	0.091	0.041	0.841	0.178	0.778	0.6	0.482	0.0	0.0	0.0
AGAP005082	0.0	0.174	0.785	0.546	0.0	0.156	0.674	0.006	0.0	0.696	0.941	0.333	0.536	0.391	0.521	0.876	0.218	0.216
AGAP010264	0.0	0.001	0.0	0.0	0.743	0.737	0.161	0.01	0.0	0.972	0.213	0.433	0.022	0.094	0.003	0.28	0.578	0.0
AGAP007857	0.0	0.015	0.0	0.0	0.0	0.379	0.205	0.002	0.023	0.0	0.0	0.017	0.001	0.06	0.011	0.0	0.001	0.0
AGAP001094	0.0	0.012	0.0	0.0	0.0	0.53	0.045	0.221	0.007	0.582	0.01	0.103	0.0	0.048	0.0	0.053	0.578	0.0
AGAP008225	0.0	0.18	0.001	0.774	0.0	0.0	0.227	0.009	0.167	0.584	0.805	0.511	0.75	0.14	0.203	0.225	0.0	0.004
AGAP001498	0.0	0.0	0.992	0.142	0.058	0.788	0.896	0.409	0.433	0.089	0.913	0.604	0.221	0.259	0.397	0.0	0.0	0.026
AGAP006098	0.0	0.075	0.0	0.007	0.336	0.069	0.678	0.011	0.004	0.095	0.001	0.492	0.0	0.922	0.0	0.484	0.0	0.325
AGAP006441	0.0	0.002	0.0	0.102	0.014	0.007	0.0	0.0	0.0	0.473	0.0	0.555	0.0	0.988	0.0	0.186	0.0	0.785
AGAP002762	0.0	0.0	0.835	0.069	0.0	0.007	0.174	0.186	0.123	0.133	0.122	0.924	0.0	0.816	0.002	0.046	0.0	0.0
AGAP009270	0.0	0.008	0.0	0.0	0.009	0.154	0.008	0.006	0.001	0.979	0.255	0.79	0.111	0.177	0.018	0.0	0.0	0.0
AGAP010826	0.0	0.015	0.004	0.599	0.215	0.036	0.135	0.009	0.001	0.32	0.465	0.0	0.0	0.024	0.032	0.023	0.0	0.478
AGAP028164	0.0	0.513	0.007	0.0	0.0	0.689	0.006	0.0	0.006	0.839	0.692	0.16	0.478	0.481	0.792	0.073	0.0	0.0
AGAP002959	0.0	0.176	0.011	0.103	0.001	0.886	0.437	0.566	0.274	0.472	0.031	0.009	0.0	0.418	0.032	0.0	0.129	0.0
AGAP009073	0.0	0.735	0.153	0.359	0.0	0.012	0.476	0.281	0.548	0.7	0.453	0.871	0.338	0.273	0.009	0.0	0.018	0.871
AGAP003123	0.0	0.096	0.0	0.0	0.973	0.862	0.574	0.402	0.002	0.136	0.48	0.007	0.064	0.007	0.021	0.0	0.88	0.0
AGAP012175	0.0	0.036	0.0	0.22	0.331	0.992	0.942	0.141	0.034	0.812	0.258	0.959	0.416	0.76	0.877	0.41	0.392	0.0
AGAP011426	0.0	0.0	0.0	0.305	0.746	0.684	0.085	0.173	0.528	0.071	0.173	0.041	0.11	0.007	0.017	0.05	0.11	0.0
AGAP002721	0.0	0.563	0.008	0.709	0.0	0.824	0.0	0.059	0.964	0.498	0.989	0.028	0.112	0.965	0.47	0.114	0.0	0.733
AGAP004850	0.0	0.496	0.434	0.242	0.003	0.648	0.904	0.72	0.796	0.03	0.822	0.15	0.613	0.057	0.89	0.265	0.974	0.0
AGAP001198	0.0	0.012	0.001	0.814	0.0	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.112	0.365	0.0	0.0
AGAP000138	0.0	0.074	0.0	0.019	0.074	0.903	0.316	0.019	0.0	0.861	0.154	0.638	0.007	0.562	0.049	0.448	0.73	0.0
AGAP008384	0.0	0.0	0.611	0.107	0.294	0.616	0.837	0.336	0.1	0.636	0.887	0.676	0.984	0.951	0.749	0.228	0.002	0.001
AGAP008028	0.0	0.024	0.0	0.0	0.0	0.209	0.048	0.126	0.518	0.408	0.872	0.333	0.796	0.274	0.62	0.757	0.636	0.0
AGAP000726	0.0	0.844	0.0	0.018	0.0	0.263	0.577	0.926	0.078	0.233	0.057	0.743	0.194	0.903	0.666	0.828	0.74	0.192
AGAP012395	0.0	0.457	0.007	0.0	0.0	0.51	0.665	0.846	0.249	0.0	0.126	0.002	0.379	0.066	0.997	0.0	0.518	0.0
AGAP001895	0.0	0.001	0.005	0.003	0.011	0.769	0.108	0.015	0.0	0.018	0.811	0.01	0.492	0.154	0.816	0.293	0.014	0.052
AGAP002482	0.0	0.0	0.862	0.002	0.108	0.401	0.471	0.971	0.002	0.097	0.155	0.14	0.239	0.056	0.117	0.0	0.266	0.006
AGAP005322	0.0	0.103	0.002	0.499	0.0	0.485	0.01	0.534	0.766	0.003	0.246	0.001	0.123	0.0	0.038	0.905	0.611	0.261
AGAP013226	0.0	0.0	0.001	0.002	0.0	0.669	0.124	0.638	0.055	0.176	0.428	0.037	0.712	0.0	0.486	0.889	0.0	0.0
AGAP003478	0.0	0.022	0.0	0.0	0.807	0.839	0.023	0.331	0.733	0.273	0.104	0.374	0.134	0.239	0.003	0.672	0.283	0.901
AGAP007656	0.0	0.136	0.028	0.0	0.569	0.095	0.169	0.058	0.039	0.129	0.024	0.698	0.352	0.806	0.571	0.216	0.034	0.0
AGAP012628	0.0	0.001	0.557	0.0	0.081	0.022	0.0	0.0	0.0	0.15	0.217	0.087	0.71	0.068	0.799	0.462	0.178	0.0
AGAP009542	0.0	0.242	0.448	0.045	0.625	0.66	0.528	0.072	0.085	0.479	0.045	0.765	0.057	0.737	0.087	0.271	0.97	0.754
AGAP001570	0.0	0.218	0.0	0.0	0.38	0.05	0.652	0.677	0.984	0.275	0.003	0.376	0.001	0.136	0.0	0.337	0.0	0.35
AGAP009377	0.0	0.0	0.31	0.774	0.264	0.093	0.157	0.375	0.367	0.033	0.0	0.013	0.0	0.001	0.0	0.04	0.0	0.0
AGAP004361	0.0	0.262	0.011	0.867	0.469	0.805	0.072	0.117	0.027	0.141	0.013	0.051	0.003	0.003	0.0	0.781	0.007	0.0
AGAP011959	0.0	0.021	0.531	0.001	0.108	0.322	0.433	0.86	0.453	0.747	0.167	0.323	0.632	0.747	0.318	0.171	0.707	0.0
AGAP012619	0.0	0.0	0.889		0.775	0.552	0.072	0.352	0.431	0.827	0.005	0.95	0.0	0.962	0.002	0.0	0.0	0.37
AGAP006205	0.0	0.213	0.0	0.0	0.136	0.086	0.994	0.069	0.015	0.743	0.0	0.461	0.0	0.06	0.0	0.021	0.0	0.256
AGAP001315	0.0	0.001	0.633	0.326	0.758	0.733	0.023	0.531	0.497	0.008	0.828	0.004	0.924	0.0	0.219	0.111	0.955	0.0
AGAP004335	0.0	0.01	0.0	0.016	0.946	0.105	0.026	0.055	0.001	0.981	0.0	0.428	0.0	0.875	0.0	0.936	0.003	0.0
AGAP003844	0.0	0.002	0.01	0.122	0.0	0.77	0.013	0.0	0.0	0.885	0.0	0.452	0.001	0.107	0.0	0.34	0.0	0.0
AGAP000137	0.0	0.271	0.0	0.006	0.001	0.704	0.0	0.0	0.0	0.429	0.0	0.681	0.0	0.806	0.0	0.86	0.004	0.512
AGAP009799	0.0	0.012	0.0	0.321	0.269	0.221	0.003	0.0	0.0	0.362	0.0	0.635	0.0	0.025	0.0	0.105	0.229	0.0
AGAP008875	0.0	0.632	0.905	0.63	0.38	0.0	0.0	0.0	0.0	0.239	0.533	0.637	0.171	0.471	0.403	0.004	0.0	0.707
AGAP010865	0.0	0.01	0.0	0.068	0.0	0.607	0.02	0.053	0.033	0.003	0.457	0.004	0.379	0.007	0.191	0.111	0.0	0.0
AGAP011383	0.0	0.012	0.024	0.028	0.993	0.247	0.165	0.808	0.566	0.117	0.368	0.951	0.004	0.464	0.0	0.437	0.978	0.196
AGAP007061	0.0	0.024	0.0	0.231	0.0	0.005	0.646	0.01	0.0	0.001	0.001	0.001	0.001	0.082	0.073	0.0	0.406	0.0
AGAP008690	0.0	0.693	0.0	0.0	0.003	0.467	0.075	0.019	0.0	0.673	0.593	0.371	0.295	0.016	0.009	0.032	0.735	0.001
AGAP000154	0.0	0.622	0.25	0.0	0.721	0.248	0.0	0.102	0.0	0.005	0.106	0.034	0.092	0.033	0.09	0.166	0.0	0.0
AGAP005130	0.0	0.375	0.002	0.119	0.387	0.54	0.531	0.183	0.751	0.982	0.36	0.53	0.074	0.775	0.168	0.002	0.549	0.955
AGAP013773	0.0	0.004	0.142	0.04	0.915	0.245	0.441	0.666	0.995	0.466	0.558	0.192	0.879	0.29	0.685	0.088	0.012	0.0
AGAP010389	0.0	0.711	0.0	0.612	0.419	0.466	0.382	0.729	0.876	0.532	0.0	0.428	0.014	0.63	0.543	0.0	0.0	0.0
AGAP005901	0.0	0.009	0.011	0.192	0.832	0.031	0.185	0.026	0.06	0.043	0.066	0.47	0.419	0.979	0.881	0.056	0.155	0.282
AGAP008575	0.0	0.764	0.0	0.033	0.0	0.719	0.132	0.444	0.081	0.015	0.182	0.002	0.037	0.014	0.104	0.765	0.34	0.0
AGAP001658	0.0	0.621	0.001	0.0	0.001	0.97	0.062	0.001	0.0	0.999	0.447	0.747	0.557	0.742	0.268	0.168	0.649	0.0
AGAP002101	0.0	0.022	0.145	0.655	0.0	0.0	0.121	0.0	0.003	0.0	0.624	0.0	0.269	0.0	0.278	0.086	0.0	0.005
AGAP009945	0.0	0.002	0.625	0.001	0.792	0.0	0.0	0.0	0.0	0.627	0.001	0.838	0.019	0.414	0.287	0.001	0.0	0.244
AGAP011105	0.0	0.793	0.365	0.288	0.001	0.742	0.054	0.0	0.0	0.712	0.459	0.774	0.265	0.541	0.08	0.996	0.738	0.0
AGAP001993	0.0	0.258	0.032	0.026	0.1	0.872	0.0	0.137	0.125	0.124	0.001	0.007	0.0	0.15	0.003	0.011	0.001	0.449
AGAP010222	0.0	0.0	0.109	0.0	0.027	0.209	0.217	0.175	0.297	0.428	0.004	0.292	0.001	0.127	0.0	0.053	0.088	0.0
AGAP011093	0.0	0.0	0.431	0.235	0.86	0.098	0.085	0.705	0.388	0.539	0.232	0.156	0.044	0.497	0.239	0.485	0.558	0.0
AGAP000040	0.0	0.0	0.0	0.73	0.003	0.675	0.032	0.001	0.0	0.125	0.941	0.376	0.914	0.028	0.265	0.256	0.02	0.0
AGAP010854	0.0	0.0	0.0	0.0	0.411	0.895	0.091	0.0	0.0	0.101	0.0	0.986	0.0	0.738	0.0	0.001	0.49	0.0
AGAP005630	0.0	0.062	0.009	0.055	0.406	0.226	0.037	0.427	0.14	0.276	0.662	0.018	0.151	0.086	0.35	0.027	0.122	0.0
AGAP001004	0.0	0.028	0.0	0.0	0.904	0.537	0.065	0.711	0.62	0.327	0.06	0.114	0.012	0.008	0.001	0.791	0.706	0.0
AGAP002039	0.0	0.016	0.0	0.0	0.18	0.658	0.0	0.002	0.0	0.269	0.005	0.041	0.0	0.027	0.001	0.0	0.041	0.0
AGAP007792	0.0	0.076	0.0	0.001	0.958	0.876	0.962	0.422	0.053	0.774	0.059	0.334	0.288	0.358	0.001	0.293	0.598	0.0
AGAP000121	0.0	0.564	0.007	0.0	0.215	0.439	0.003	0.985	0.857	0.277	0.0	0.984	0.0	0.24	0.0	0.811	0.994	0.065
AGAP003580	0.0	0.785	0.003	0.193	0.925	0.004	0.0	0.0	0.0	0.946	0.371	0.824	0.442	0.836	0.191	0.0	0.722	0.784
AGAP012220	0.0	0.373	0.0	0.132	0.258	0.649	0.0	0.002	0.0	0.024	0.138	0.0	0.007	0.002	0.006	0.005	0.0	0.002
AGAP012030	0.0	0.008	0.001	0.103	0.004	0.105	0.01	0.054	0.039	0.321	0.299	0.465	0.418	0.687	0.626	0.0	0.016	0.046
AGAP001099	0.0	0.162	0.0	0.621	0.012	0.882	0.366	0.712	0.714	0.63	0.364	0.268	0.091	0.049	0.005	0.04	0.004	0.0
AGAP002905	0.0	0.219	0.992	0.0	0.617	0.936	0.417	0.0	0.0	0.86	0.334	0.256	0.047	0.047	0.005	0.0	0.58	0.0
AGAP011251	0.0	0.0	0.052	0.062	0.603	0.387	0.529	0.753	0.26	0.054	0.718	0.049	0.372	0.31	0.231	0.053	0.053	0.0
AGAP011460	0.0	0.0	0.9	0.241	0.0	0.04	0.532	0.062	0.0	0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.001	0.0
AGAP013764	0.0	0.238	0.0	0.902	0.685	0.053	0.275	0.0	0.287	0.922	0.022	0.772	0.249	0.759	0.065	0.559	0.911	0.0
AGAP002550	0.0	0.728	0.003	0.005	0.0	0.66	0.166	0.0	0.0	0.017	0.0	0.298	0.034	0.4	0.036	0.013	0.331	0.0
AGAP000734	0.0	0.045	0.005	0.396	0.213	0.048	0.431	0.592	0.996	0.16	0.136	0.634	0.039	0.598	0.041	0.02	0.005	0.478
AGAP009002	0.0	0.408	0.0	0.0	0.072	0.363	0.724	0.737	0.191	0.26	0.509	0.243	0.555	0.351	0.622	0.726	0.688	0.259
AGAP005108	0.0	0.322	0.005	0.221	0.004	0.063	0.037	0.0	0.0	0.463	0.586	0.987	0.892	0.298	0.259	0.008	0.565	0.332
AGAP007887	0.0	0.06	0.0	0.006	0.861	0.898	0.0	0.003	0.0	0.951	0.001	0.574	0.0	0.075	0.0	0.341	0.902	0.0
AGAP004746	0.0	0.109	0.0	0.079	0.553	0.694	0.665	0.276	0.309	0.762	0.009	0.369	0.0	0.977	0.0	0.0	0.0	0.0
AGAP002371	0.0	0.0	0.386	0.0	0.639	0.203	0.894	0.0	0.0	0.107	0.104	0.007	0.004	0.0	0.0	0.24	0.668	0.611
AGAP002723	0.0	0.0	0.0	0.0	0.369	0.916	0.005	0.024	0.0	0.317	0.179	0.138	0.08	0.029	0.012	0.0	0.208	0.0
AGAP010428	0.0	0.492	0.0	0.666	0.079	0.725	0.0	0.0	0.0	0.81	0.893	0.475	0.498	0.98	0.939	0.936	0.009	0.0
AGAP000768	0.0	0.0	0.003	0.263	0.582	0.961	0.269	0.706	0.569	0.213	0.52	0.862	0.149	0.697	0.34	0.033	0.117	0.0
AGAP000220	0.0	0.362	0.218	0.039	0.912	0.025	0.0	0.0	0.0	0.381	0.891	0.71	0.224	0.727	0.16	0.083	0.243	0.002
AGAP006363	0.0	0.016	0.0	0.002	0.972	0.378	0.0	0.0	0.0	0.012	0.026	0.0	0.0	0.004	0.005	0.001	0.974	0.0
AGAP005504	0.0	0.0	0.0	0.0	0.026	0.02	0.564	0.851	0.97	0.002	0.067	0.014	0.168	0.026	0.245	0.0	0.612	0.0
AGAP005490	0.0	0.175	0.0	0.004	0.41	0.672	0.355	0.148	0.01	0.31	0.036	0.54	0.023	0.54	0.068	0.269	0.911	0.0
AGAP009697	0.0	0.001	0.466	0.829	0.62	0.782	0.281	0.834	0.8	0.276	0.799	0.181	0.763	0.068	0.307	0.399	0.0	0.0
AGAP001212	0.0	0.082	0.018	0.0	0.037	0.83	0.592	0.186	0.021	0.985	0.367	0.282	0.885	0.903	0.153	0.003	0.0	0.014
AGAP006633	0.0	0.0	0.0	0.058	0.833	0.558	0.41	0.699	0.351	0.359	0.797	0.99	0.102	0.74	0.158	0.94	0.257	0.09
AGAP003301	0.0	0.081	0.0	0.0	0.863	0.935	0.01	0.6	0.666	0.281	0.837	0.013	0.156	0.0	0.012	0.1	0.301	0.0
AGAP010110	0.0	0.0	0.032	0.0	0.21	0.013	0.0	0.0	0.0	0.225	0.002	0.169	0.001	0.714	0.028	0.0	0.0	0.001
AGAP000818	0.0	0.0	0.0	0.0	0.0	0.0	0.373	0.549	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016
AGAP004551	0.0	0.714	0.012	0.0	0.0	0.008	0.021	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.121	0.004
AGAP002678	0.0	0.015	0.0	0.003	0.362	0.726	0.439	0.178	0.01	0.924	0.231	0.796	0.324	0.407	0.036	0.946	0.48	0.0
AGAP011872	0.0	0.001	0.043	0.0	0.0	0.316	0.681	0.024	0.0	0.054	0.299	0.056	0.121	0.0	0.047	0.006	0.017	0.0
AGAP000046	0.0	0.007	0.132	0.082	0.36	0.0	0.0	0.0	0.0	0.053	0.353	0.002	0.801	0.044	0.372	0.385	0.0	0.0
AGAP004280	0.0	0.428	0.774	0.116	0.0	0.012	0.181	0.951	0.968	0.141	0.0	0.037	0.0	0.024	0.0	0.045	0.031	0.42
AGAP008202	0.0	0.001	0.0	0.022	0.007	0.751	0.172	0.097	0.005	0.892	0.444	0.262	0.055	0.269	0.086	0.002	0.21	0.0
AGAP005175	0.0	0.189	0.02	0.732	0.631	0.799	0.0	0.0	0.0	0.549	0.525	0.991	0.983	0.221	0.228	0.132	0.887	0.206
AGAP007852	0.0	0.622	0.058	0.056	0.0	0.002	0.006	0.0	0.0	0.629	0.052	0.802	0.431	0.652	0.682	0.763	0.038	0.002
AGAP000930	0.0	0.737	0.351	0.0	0.11	0.067	0.0	0.03	0.07	0.0	0.003	0.0	0.019	0.0	0.006	0.372	0.246	0.011
AGAP013286	0.0	0.736	0.0	0.192	0.0	0.234	0.219	0.0	0.0	0.884	0.913	0.715	0.479	0.449	0.289	0.02	0.047	0.0
AGAP002787	0.0	0.097	0.0	0.004	0.89	0.64	0.001	0.0	0.0	0.39	0.115	0.191	0.046	0.104	0.027	0.041	0.144	0.0
AGAP003007	0.0	0.855	0.02	0.0	0.0	0.352	0.139	0.303	0.503	0.185	0.11	0.791	0.001	0.743	0.001	0.714	0.541	0.0
AGAP029120	0.0	0.0	0.0	0.005	0.051	0.863	0.52	0.098	0.887	0.328	0.798	0.267	0.605	0.068	0.864	0.945	0.001	0.3
AGAP000555	0.0	0.466	0.003	0.004	0.0	0.033	0.0	0.011	0.0	0.246	0.913	0.374	0.888	0.052	0.259	0.01	0.0	0.109
AGAP001175	0.0	0.271	0.022	0.22	0.266	0.546	0.064	0.606	0.292	0.001	0.13	0.037	0.014	0.017	0.206	0.0	0.04	0.001
AGAP005038	0.0	0.426	0.138	0.075	0.0	0.117	0.921	0.141	0.348	0.112	0.807	0.011	0.157	0.017	0.228	0.005	0.0	0.0
AGAP011829	0.0	0.0	0.0	0.04	0.129	0.655	0.341	0.869	0.859	0.32	0.0	0.139	0.0	0.133	0.0	0.094	0.001	0.005
AGAP009783	0.0	0.992	0.004	0.003	0.278	0.898	0.008	0.0	0.001	0.002	0.307	0.055	0.03	0.088	0.071	0.0	0.001	0.673
AGAP008091	0.0	0.001	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.933	0.887	0.051	0.088	0.018	0.034	0.0	0.066	0.0
AGAP007298	0.0	0.03	0.945	0.623	0.001	0.968	0.45	0.893	0.314	0.101	0.591	0.002	0.88	0.0	0.542	0.435	0.085	0.0
AGAP008439	0.0	0.861	0.0	0.0	0.0	0.185	0.001	0.0	0.0	0.021	0.391	0.425	0.39	0.743	0.004	0.095	0.657	0.073
AGAP006702	0.0	0.467	0.0	0.0	0.182	0.979	0.04	0.203	0.309	0.672	0.0	0.042	0.0	0.013	0.0	0.029	0.029	0.226
AGAP001296	0.0	0.045	0.009	0.206	0.383	0.551	0.123	0.745	0.866	0.046	0.032	0.015	0.007	0.006	0.005	0.556	0.925	0.0
AGAP003486	0.0	0.094	0.488	0.0	0.0	0.864	0.281	0.493	0.688	0.0	0.034	0.0	0.015	0.0	0.008	0.018	0.01	0.048
AGAP010740	0.0	0.017	0.0	0.0	0.873	0.607	0.035	0.297	0.047	0.972	0.167	0.594	0.075	0.23	0.014	0.0	0.304	0.0
AGAP008408	0.0	0.0	0.0	0.01	0.317	0.009	0.869	0.903	0.295	0.299	0.235	0.413	0.249	0.805	0.56	0.001	0.921	0.0
AGAP000405	0.0	0.314	0.037	0.001	0.0	0.973	0.094	0.713	0.985	0.528	0.08	0.521	0.033	0.816	0.017	0.036	0.0	0.257
AGAP005713	0.0	0.073	0.0	0.0	0.034	0.734	0.118	0.086	0.004	0.673	0.114	0.601	0.109	0.256	0.043	0.051	0.25	0.0
AGAP002110	0.0	0.0	0.468	0.056	0.0	0.208	0.0	0.779	0.626	0.756	0.31	0.562	0.867	0.369	0.106	0.137	0.455	0.0
AGAP012320	0.0	0.0	0.008	0.949	0.772	0.915	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.837	0.0
AGAP002909	0.0	0.0	0.704	0.167	0.254	0.002	0.145	0.008	0.009	0.434	0.939	0.343	0.971	0.186	0.864	0.133	0.481	0.179
AGAP003303	0.0	0.0	0.005	0.043	0.0	0.274	0.005	0.002	0.002	0.282	0.0	0.438	0.0	0.9	0.003	0.039	0.0	0.0
AGAP011517	0.0	0.242	0.0	0.0	0.096	0.195	0.01	0.018	0.011	0.001	0.112	0.006	0.389	0.001	0.22	0.698	0.455	0.144
AGAP028053	0.0	0.012	0.007	0.271	0.032	0.702	0.338	0.627	0.131	0.168	0.005	0.723	0.0	0.108	0.094	0.82	0.435	0.734
AGAP002610	0.0	0.095	0.0	0.001	0.134	0.64	0.793	0.06	0.294	0.204	0.947	0.492	0.707	0.393	0.972	0.404	0.644	0.0
AGAP011493	0.0	0.138	0.699	0.0	0.0	0.605	0.714	0.874	0.251	0.001	0.307	0.008	0.323	0.033	0.899	0.0	0.0	0.32
AGAP029102	0.0	0.0	0.593	0.0	0.0	0.948	0.956	0.072	0.0	0.486	0.026	0.769	0.038	0.062	0.002	0.153	0.546	0.056
AGAP006421	0.0	0.0	0.0	0.176	0.057	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.035	0.0
AGAP009906	0.0	0.961	0.008	0.917	0.808	0.455	0.813	0.509	0.603	0.053	0.068	0.152	0.191	0.075	0.097	0.843	0.622	0.325
AGAP004943	0.0	0.013	0.0	0.001	0.012	0.551	0.905	0.503	0.099	0.883	0.01	0.95	0.022	0.595	0.01	0.644	0.977	0.0
AGAP003022	0.0	0.0	0.288	0.066	0.001	0.048	0.129	0.418	0.814	0.975	0.781	0.953	0.741	0.133	0.043	0.0	0.0	0.0
AGAP009514	0.0	0.104	0.0	0.0	0.067	0.853	0.002	0.005	0.0	0.654	0.073	0.128	0.003	0.031	0.001	0.103	0.5	0.0
AGAP000321	0.0	0.109	0.091	0.656	0.122	0.952	0.318	0.278	0.448	0.022	0.131	0.013	0.053	0.034	0.008	0.396	0.61	0.974
AGAP000707	0.0	0.138	0.003	0.025	0.263	0.032	0.0	0.162	0.079	0.013	0.023	0.203	0.199	0.001	0.002	0.568	0.057	0.974
AGAP028696	0.0	0.033	0.971	0.739	0.79	0.769	0.388	0.661	0.308	0.061	0.017	0.509	0.179	0.696	0.27	0.0	0.002	0.591
AGAP002006	0.0	0.496	0.0	0.0	0.003	0.502	0.884	0.536	0.097	0.7	0.246	0.95	0.057	0.587	0.055	0.494	0.819	0.055
AGAP013306	0.0	0.869	0.148	0.0	0.878	0.332	0.916	0.832	1.0	0.9	0.009	0.318	0.0	0.507	0.001	0.0	0.0	0.094
AGAP010837	0.0	0.092	0.202	0.557	0.252	0.713	0.038	0.71	0.608	0.141	0.015	0.125	0.008	0.046	0.004	0.059	0.509	0.0
AGAP004675	0.0	0.0	0.0	0.029	0.619	0.104	0.66	0.287	0.021	0.453	0.397	0.397	0.34	0.364	0.318	0.946	0.191	0.0
AGAP009556	0.0	0.846	0.001	0.235	0.0	0.976	0.052	0.0	0.0	0.101	0.946	0.087	0.973	0.088	0.875	0.005	0.136	0.0
AGAP013284	0.0	0.468	0.0	0.019	0.032	0.449	0.001	0.597	0.929	0.0	0.118	0.0	0.009	0.0	0.001	0.0	0.679	0.0
AGAP004882	0.0	0.0	0.115	0.926	0.63	0.71	0.152	0.396	0.131	0.882	0.794	0.213	0.64	0.079	0.353	0.756	0.349	0.0
AGAP002083	0.0	0.041	0.0	0.0	0.016	0.713	0.326	0.123	0.091	0.975	0.589	0.673	0.81	0.504	0.864	0.06	0.021	0.0
AGAP011717	0.0	0.248	0.005	0.19	0.075	0.531	0.028	0.215	0.381	0.0	0.042	0.0	0.082	0.0	0.007	0.945	0.917	0.984
AGAP002325	0.0	0.162	0.0	0.0	0.0	0.427	0.0	0.0	0.0	0.978	0.702	0.619	0.97	0.455	0.636	0.194	0.81	0.069
AGAP000755	0.0	0.0	0.0	0.0	0.004	0.971	0.755	0.006	0.001	0.126	0.0	0.097	0.0	0.346	0.0	0.0	0.0	0.0
AGAP010257	0.0	0.152	0.0	0.048	0.583	0.423	0.173	0.879	0.942	0.582	0.971	0.393	0.802	0.738	0.91	0.039	0.961	0.0
AGAP004591	0.0	0.283	0.527	0.001	0.762	0.0	0.125	0.448	0.85	0.997	0.252	0.109	0.009	0.293	0.023	0.919	0.013	0.784
AGAP004936	0.0	0.446	0.019	0.01	0.0	0.005	0.0	0.0	0.0	0.701	0.367	0.099	0.471	0.506	0.205	0.046	0.74	0.0
AGAP000988	0.0	0.0	0.082	0.138	0.0	0.764	0.106	0.0	0.001	0.39	0.023	0.011	0.0	0.4	0.052	0.789	0.0	0.0
AGAP012280	0.0	0.872	0.0	0.002	0.995	0.49	0.899	0.565	0.416	0.424	0.024	0.078	0.237	0.792	0.032	0.118	0.997	0.998
AGAP009631	0.0	0.152	0.006	0.782	0.277	0.942	0.795	0.146	0.005	0.052	0.158	0.37	0.523	0.645	0.904	0.755	0.988	0.892
AGAP003546	0.0	0.613	0.759	0.019	0.685	0.513	0.895	0.559	0.182	0.0	0.001	0.043	0.058	0.106	0.145	0.097	0.513	0.377
AGAP002971	0.0	0.001	0.0	0.0	0.001	0.493	0.002	0.0	0.0	0.069	0.001	0.003	0.0			0.0	0.001	0.0
