GeneID	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AFUN004471	0.59	0.46	0.14	0.37	0.3
AFUN019231	-1.98	-2.12	-2.71	-1.46	-2.77
AFUN009296	-1.23	-0.76	-1.3	-1.03	-1.21
AFUN009292	0.42	0.31	0.08	0.27	0.09
AFUN005688	-0.74	0.08	-0.67	-0.37	-0.1
AFUN009655	-0.34	-0.23	-0.17	-0.29	-0.19
AFUN007650	0.47	0.52	0.42	0.3	0.44
AFUN001258	-0.43	-0.37	-0.42	-0.42	-0.22
AFUN010270	-0.63	-1.1	-0.54	-0.49	-0.63
AFUN019858	-0.42	-0.24	-0.44	-0.53	-0.63
AFUN009192	0.65	0.38	0.56	0.64	0.87
AFUN011030	0.45	0.47	0.42	0.4	0.41
AFUN015914	0.55	0.11	0.32	0.14	0.25
AFUN002341	-0.37	-0.11	-0.35	-0.3	-0.18
AFUN001717	-0.45	-0.37	-0.2	-0.42	-0.23
AFUN016765	2.25	2.43	2.65	2.62	2.15
AFUN006688	0.57	0.79	0.53	0.58	0.62
AFUN011713	0.5	0.53	0.48	0.79	0.57
AFUN002224	-0.32	-0.22	-0.09	-0.14	-0.17
AFUN016008	1.21	1.52	1.09	1.49	1.69
AFUN005511	-0.37	0.21	-0.47	-0.41	-0.3
AFUN005837	-0.82	-0.49	-0.66	-0.76	-0.99
AFUN005296	0.45	0.65	0.55	0.41	0.45
AFUN010955	0.73	-0.22	0.48	0.61	0.72
AFUN003041	-0.39	-0.29	-0.46	-0.4	-0.36
AFUN020820	-0.55	-0.65	-0.16	-0.05	-0.13
AFUN021787	0.44	0.41	0.42	0.55	0.56
AFUN015783	-1.23	-1.14	-0.88	-0.66	-1.04
AFUN006091	-0.58	-0.2	-0.74	-0.49	-0.75
AFUN003303	-1.45	-1.06	-1.99	-1.96	-2.02
AFUN015286	-2.31	-1.18	-1.7	-1.27	-1.87
AFUN011835	-0.82	-0.66	-0.9	-0.81	-1.24
AFUN020623	-0.43	-0.14	-0.36	-0.39	-0.27
AFUN002790	-0.87	-0.82	-0.62	-0.39	-0.63
AFUN009035	0.69	0.22	0.57	0.46	0.69
AFUN019556	-0.69	-0.73	-0.49	-0.55	-0.49
AFUN008046	-0.81	-0.73	-0.61	-0.61	-0.51
AFUN009879	-0.67	-0.46	-0.33	-0.45	-0.69
AFUN004309	0.47	0.5	0.43	0.55	0.53
AFUN004507	0.83	1.25	0.62	1.17	1.09
AFUN001785	0.67	0.46	0.48	0.39	0.54
AFUN003078	-1.48	-1.17	-1.7	-1.81	-1.95
AFUN003873	0.64	0.91	0.75	0.85	0.76
AFUN006076	-0.65	-0.7	-0.63	-0.61	-0.64
AFUN021783	-0.95	-1.2	-1.4	-1.15	-1.5
AFUN006528	0.26	0.46	0.21	0.19	0.37
AFUN007967	0.63	0.42	0.17	0.31	0.21
AFUN005650	0.62	0.89	0.64	0.68	0.61
AFUN003809	-1.61	-1.13	-2.27	-2.05	-1.97
AFUN009644	0.57	0.54	0.71	0.75	0.75
AFUN010732	-0.37	-0.03	-0.22	-0.25	-0.16
AFUN001657	-0.96	-0.69	-0.65	-0.73	-0.58
AFUN008291	-0.68	-0.65	-0.44	-0.45	-0.83
AFUN002706	-0.46	-0.43	-0.59	-0.65	-0.49
AFUN021996	0.85	0.25	0.29	0.52	0.42
AFUN021054	-0.9	-0.87	-1.26	-1.11	-1.18
AFUN006650	0.48	0.41	0.71	0.51	0.51
AFUN002835	0.51	0.33	0.53	0.28	0.57
AFUN011006	0.57	0.2	0.37	0.26	0.4
AFUN010758	-1.45	-2.63	-1.65	-1.48	-0.66
AFUN001043	-0.78	-1.28	-1.04	-0.65	-0.83
AFUN011756	-0.57	-0.59	-0.47	-0.49	-0.51
AFUN003353	-0.68	-0.92	-1.06	-0.78	-1.15
AFUN000304	-1.09	-1.65	-1.33	-0.81	-1.09
AFUN009977	-1.62	-1.53	-1.12	-1.24	-1.55
AFUN005248	0.33	0.23	0.13	0.28	0.3
AFUN020298	-1.06	-0.69	-0.83	-0.73	-0.49
AFUN008493	0.61	1.01	0.48	0.57	0.51
AFUN018939	1.0	0.64	1.03	0.98	1.44
AFUN019779	0.58	0.25	0.44	0.28	0.29
AFUN008973	-0.51	-0.42	-0.25	-0.21	-0.2
AFUN002675	0.47	0.45	0.37	0.45	0.49
AFUN020658	-0.79	-0.77	-0.56	-0.32	-0.62
AFUN008375	-1.03	-0.58	0.15	0.19	0.07
AFUN008350	1.65	1.38	1.74	1.68	0.77
AFUN002155	-0.63	-0.26	0.2	-0.35	-0.13
AFUN021815	0.85	1.14	0.86	0.86	0.81
AFUN005259	-0.61	-0.23	-0.67	-0.43	-0.65
AFUN011394	0.29	0.23	0.29	0.19	0.24
AFUN020637	0.57	0.06	0.38	0.38	0.48
AFUN003492	0.55	0.45	0.29	0.2	0.1
AFUN018917	0.94	1.39	0.72	0.96	0.93
AFUN016114	0.45	0.71	0.42	0.59	0.43
AFUN016591	1.19	2.87	1.43	1.25	0.92
AFUN010172	0.44	0.34	0.15	0.27	0.2
AFUN021267	0.82	0.54	1.1	1.05	1.04
AFUN002227	0.49	0.46	0.32	0.43	0.39
AFUN020374	-0.72	-0.66	-0.62	-0.64	-0.25
AFUN000111	-0.38	-0.67	-0.37	-0.44	-0.57
AFUN019602	0.86	1.46	0.7	0.77	0.53
AFUN020961	1.26	1.26	1.25	1.17	1.14
AFUN010885	-0.77	-0.46	-0.31	-0.49	-0.47
AFUN004511	0.53	0.71	0.44	0.33	0.54
AFUN007882	-0.3	-0.61	-0.08	-0.03	0.09
AFUN021903	-1.97	-0.99	-1.6	-1.65	-1.55
AFUN011043	0.85	0.33	0.77	0.69	0.59
AFUN006661	-0.64	-0.42	-0.65	-0.67	-0.69
AFUN008985	1.04	0.77	0.56	0.98	0.72
AFUN008128	0.47	0.34	0.27	0.35	0.32
AFUN005612	-0.76	-0.71	-0.58	-0.53	-0.5
AFUN010214	0.36	0.1	-0.05	-0.09	-0.12
AFUN007799	1.06	-2.32	0.48	1.09	0.63
AFUN020539	-0.76	-0.72	-0.62	-0.64	-0.56
AFUN022355	0.39	0.34	0.17	0.13	-0.02
AFUN018483	0.98	1.67	0.72	0.9	0.88
AFUN003287	0.57	0.37	0.18	0.34	0.27
AFUN011503	-0.73	-0.39	-0.85	-0.78	-0.72
AFUN003112	-0.52	-0.37	-0.59	-0.5	-0.61
AFUN020833	-0.5	-0.39	-0.5	-0.49	-0.55
AFUN006100	-4.28	-3.42	-3.56	-2.33	-3.07
AFUN017248	5.14	1.57	4.78	4.2	4.15
AFUN021663	0.64	0.66	0.23	0.5	0.39
AFUN017491	-2.88	-3.25	0.64	0.17	-0.26
AFUN004986	0.97	0.43	1.11	1.02	1.18
AFUN005350	0.52	0.07	0.29	0.11	0.55
AFUN010876	0.82	0.73	1.1	1.22	1.22
AFUN007518	0.81	0.77	0.89	0.81	0.87
AFUN009057	-0.29	-0.23	-0.15	-0.2	-0.12
AFUN002584	0.78	0.63	0.75	0.75	0.86
AFUN016414	-0.61	-0.48	-0.55	-0.49	-0.54
AFUN020169	-0.48	0.01	-0.4	-0.49	-0.3
AFUN008470	-0.47	-0.23	-0.27	-0.38	-0.28
AFUN016249	-1.36	-0.67	-0.8	-0.54	-1.12
AFUN019057	-0.97	-0.56	-0.73	-0.63	-0.79
AFUN012016	5.24	6.76	8.76	6.75	7.48
AFUN020669	-0.71	-0.32	-0.52	-0.48	-0.31
AFUN004617	0.72	0.52	0.97	0.83	0.96
AFUN011678	-0.36	-0.34	-0.08	-0.4	-0.26
AFUN001579	0.78	0.08	0.17	0.61	0.42
AFUN001725	-1.25	-1.15	-0.79	-0.47	-1.19
AFUN020058	0.43	0.24	0.28	0.44	0.25
AFUN006021	-1.97	-3.69	-1.17	-0.89	-0.74
AFUN002231	-0.55	-0.15	-0.32	-0.46	-0.35
AFUN008481	0.66	0.58	0.57	0.4	0.6
AFUN021495	-0.37	0.01	-0.18	-0.16	-0.18
AFUN022286	0.53	0.65	0.49	0.61	0.61
AFUN022193	-0.63	-1.02	-1.21	-0.78	-1.0
AFUN017045	2.17	2.66	3.9	1.84	4.07
AFUN020069	-0.5	-0.23	-0.5	-0.52	-0.26
AFUN016091	-0.73	-0.51	-0.58	-0.51	-0.23
AFUN001709	-0.85	-0.8	-1.14	-1.17	-1.24
AFUN003018	-0.49	-0.77	-0.82	-0.79	-0.75
AFUN019432	0.46	0.25	0.46	0.48	0.34
AFUN002054	-1.16	-1.56	-0.91	-0.55	-0.77
AFUN019536	-1.25	-0.38	-1.46	-1.55	-1.15
AFUN003348	-0.4	-0.3	-0.52	-0.5	-0.51
AFUN004092	0.54	1.1	0.42	0.68	0.21
AFUN009907	0.41	0.52	0.29	0.25	0.33
AFUN017296	4.38	3.95	3.94	4.05	4.04
AFUN003719	-1.39	-0.86	-0.71	-0.34	-1.38
AFUN020405	-0.68	-0.32	-0.46	-0.47	-0.83
AFUN007556	-0.44	-0.69	-0.57	-0.61	-0.63
AFUN000202	-0.63	-0.34	-0.79	-0.22	-0.85
AFUN016450	4.09	4.69	3.69	3.41	3.32
AFUN007080	1.54	0.95	1.18	1.21	1.05
AFUN016462	0.35	0.48	0.23	-0.03	0.11
AFUN009089	-0.91	-0.68	-0.96	-0.83	-0.59
AFUN005530	-1.57	-1.07	-0.62	-0.85	-0.7
AFUN006620	0.89	0.54	0.58	0.21	0.52
AFUN006873	0.96	1.5	0.72	1.05	0.9
AFUN021134	-0.91	-0.81	-0.8	-0.76	-1.15
AFUN018827	-3.03	-0.58	-1.92	-1.09	-2.59
AFUN002550	0.29	0.55	0.32	0.25	0.33
AFUN017077	2.01	2.56	4.0	1.84	2.95
AFUN019937	-0.63	-0.24	-0.5	-0.17	-0.67
AFUN021711	0.62	0.84	0.77	0.52	0.28
AFUN011199	0.76	0.77	0.37	0.04	0.68
AFUN008327	-0.82	-0.93	0.08	-0.26	-0.31
AFUN000007	-0.44	-0.19	-0.4	-0.45	-0.43
AFUN000157	0.4	0.48	0.38	0.18	0.37
AFUN009168	-0.56	-0.24	-0.73	-0.82	-0.76
AFUN007641	0.4	0.29	0.14	0.35	0.27
AFUN010617	0.48	0.48	0.5	0.32	0.46
AFUN005434	-0.65	-0.63	-0.59	-0.75	-0.63
AFUN009211	0.77	0.5	0.32	0.47	0.36
AFUN020557	2.58	1.68	2.84	2.5	1.74
AFUN021225	-0.89	-0.62	-0.64	-0.7	-1.08
AFUN007183	-0.62	-1.0	-1.14	-0.62	-1.16
AFUN008501	0.29	0.25	0.23	0.17	0.27
AFUN011305	0.44	0.43	0.27	0.19	0.33
AFUN007359	-0.64	-0.13	-0.55	-0.37	-0.55
AFUN007035	-0.39	-0.17	-0.31	-0.29	-0.36
AFUN017710	-3.48	-6.86	-1.12	-3.03	-1.9
AFUN018782	0.53	0.35	0.16	0.37	0.38
AFUN019934	-0.57	-0.4	-0.46	-0.45	-0.3
AFUN006928	-1.12	-1.2	-0.83	-0.72	-1.17
AFUN019510	0.96	1.15	0.72	0.68	0.86
AFUN010819	0.46	1.12	0.5	0.5	0.56
AFUN015199	-1.71	-1.93	-1.18	-0.56	-2.11
AFUN010602	0.44	0.49	0.37	0.35	0.38
AFUN000912	0.76	0.89	0.91	0.79	0.87
AFUN018574	-0.67	-0.37	-0.36	-0.69	-0.51
AFUN011418	-0.77	-0.56	-0.72	-0.84	-0.88
AFUN009738	-2.28	-0.62	-2.15	-1.46	-2.24
AFUN003739	0.71	0.6	0.34	0.67	0.51
AFUN009094	1.05	1.36	1.16	1.46	1.34
AFUN020692	0.44	0.33	0.43	0.2	0.56
AFUN019007	1.21	2.22	-0.08	1.2	0.19
AFUN004364	0.27	0.33	0.28	0.27	0.44
AFUN003352	0.51	0.73	0.72	0.55	0.81
AFUN008587	0.76	0.62	0.39	0.66	0.56
AFUN017097	-3.69	-3.93	0.58	-1.55	-0.42
AFUN009536	-0.42	-0.17	-0.31	-0.31	-0.03
AFUN007282	-0.48	-0.3	-0.1	-0.31	-0.19
AFUN000622	1.1	1.98	1.28	1.48	0.81
AFUN003253	-0.44	-0.43	-0.31	-0.52	-0.27
AFUN004586	0.32	-0.17	0.14	0.11	0.28
AFUN019144	-1.96	-2.83	-1.63	-2.16	-1.48
AFUN021972	-0.77	-0.3	-0.54	-0.4	-0.58
AFUN021768	0.76	0.67	0.87	0.98	0.66
AFUN001152	0.42	0.32	0.28	0.37	0.24
AFUN007142	-0.84	-0.79	-0.74	-0.77	-0.99
AFUN009404	-0.79	-0.2	-0.34	-0.37	-0.55
AFUN005513	0.36	0.72	0.5	0.57	0.56
AFUN021859	-0.71	-0.28	-0.81	-0.7	-0.87
AFUN001770	0.47	0.31	0.5	0.59	0.53
AFUN022063	0.42	0.15	0.19	0.31	0.28
AFUN005100	-0.52	-0.29	-0.68	-0.44	-0.63
AFUN004095	-0.56	-0.35	-0.63	-0.78	-0.96
AFUN006221	-0.65	-0.91	-0.77	-0.57	-0.84
AFUN003718	-0.7	-0.59	-0.69	-0.48	-0.58
AFUN011065	-0.56	-0.58	-0.71	-0.29	-0.32
AFUN000507	0.53	0.35	0.0	0.04	0.04
AFUN002209	-0.69	-0.66	-0.51	-0.55	-0.81
AFUN011024	0.49	0.4	0.26	0.24	0.32
AFUN002929	0.41	0.38	0.24	0.39	0.33
AFUN004901	0.41	0.3	0.39	0.3	0.48
AFUN006491	-2.16	-0.9	0.1	-1.0	-1.11
AFUN007090	0.63	0.33	-0.02	0.28	0.37
AFUN007397	-0.72	-0.6	-0.68	-0.57	-0.75
AFUN022244	-0.61	-0.49	-0.1	-0.22	-0.53
AFUN010086	-0.36	-0.12	-0.28	-0.08	-0.11
AFUN011782	-0.57	-0.54	-0.66	-0.4	-0.55
AFUN006925	0.33	0.43	0.02	0.15	0.09
AFUN008339	-0.64	-0.03	-0.57	-0.71	-0.63
AFUN001904	0.63	0.92	0.37	0.69	0.45
AFUN016581	-1.09	-0.71	-1.62	-1.76	-1.76
AFUN011405	-0.79	-0.53	-0.72	-1.03	-1.08
AFUN005370	-0.57	-0.33	-0.64	-0.6	-0.66
AFUN019988	-0.87	-0.61	-0.41	-0.44	-0.34
AFUN001928	4.51	1.37	3.26	1.72	1.98
AFUN016416	-0.93	-1.12	-1.4	-1.17	-1.45
AFUN006430	-0.67	-0.82	-0.69	-0.85	-0.7
AFUN009265	-1.13	-0.6	-0.57	0.04	-0.44
AFUN001218	0.71	0.34	0.59	0.45	0.51
AFUN018941	0.51	0.0	0.23	0.44	0.2
AFUN018826	0.32	0.27	0.32	0.4	0.46
AFUN001186	0.61	0.45	0.7	0.6	0.81
AFUN008209	0.33	0.43	0.32	0.4	0.47
AFUN005802	-0.68	0.4	-0.69	0.31	-0.31
AFUN002773	-0.4	-0.06	-0.35	-0.31	-0.1
AFUN019932	-0.49	0.02	-0.07	-0.06	0.2
AFUN000441	0.49	0.6	0.56	0.43	0.65
AFUN019470	-1.12	-0.23	-0.48	-0.33	-0.49
AFUN007878	-1.15	-1.19	-1.23	-0.97	-1.45
AFUN010882	0.67	0.44	0.51	0.47	0.44
AFUN018919	0.64	1.11	0.47	0.5	0.81
AFUN004120	1.33	0.55	1.16	1.05	0.8
AFUN017708	-4.43	-5.32	-1.86	-3.62	-2.27
AFUN001220	-0.25	-0.16	-0.25	-0.33	-0.3
AFUN016617	0.53	0.33	0.69	0.57	0.6
AFUN005403	-0.37	-0.29	-0.66	-0.69	-0.52
AFUN002768	-0.91	-0.66	-0.71	-0.65	-0.58
AFUN010792	0.35	0.37	-0.04	0.25	0.05
AFUN020457	-0.71	-0.83	-1.2	-0.89	-1.31
AFUN003986	0.44	0.19	0.22	0.38	0.28
AFUN004156	0.33	0.16	0.29	0.26	0.5
AFUN000095	0.5	0.46	0.18	0.21	0.26
AFUN003621	-0.43	-0.23	-0.34	-0.43	-0.43
AFUN002259	-0.8	-0.61	-1.13	-0.75	-0.97
AFUN019885	-0.75	-0.38	-0.5	-0.13	-0.54
AFUN016122	0.57	0.59	0.42	0.5	0.33
AFUN022197	-0.36	-0.3	-0.46	-0.48	-0.37
AFUN001018	-1.38	-0.59	-0.79	-0.76	-0.95
AFUN020514	-0.86	-0.67	-0.56	-0.45	-0.46
AFUN007749	0.25	0.23	0.05	0.14	0.07
AFUN021244	0.54	0.12	0.38	0.13	0.49
AFUN009399	5.06	6.69	6.02	6.06	5.44
AFUN010633	-1.09	-1.09	-1.06	-1.02	-1.31
AFUN008219	-0.54	-0.32	-0.42	-0.42	-0.29
AFUN016520	-0.62	-0.59	-0.2	-0.32	-0.43
AFUN003934	0.64	0.66	0.47	0.41	0.45
AFUN020802	0.32	0.27	0.3	0.41	0.55
AFUN004808	-0.59	-0.42	-0.17	-0.62	-0.36
AFUN003087	0.45	0.44	0.35	0.14	0.34
AFUN009926	-0.72	-0.68	-1.18	-1.0	-1.3
AFUN021106	-0.36	-0.15	-0.2	-0.24	-0.23
AFUN010393	0.58	0.62	0.69	0.67	0.8
AFUN020299	-0.74	-1.08	-0.96	-0.98	-0.9
AFUN016169	-1.39	-0.78	-1.56	-1.77	-1.37
AFUN021358	-0.7	-0.63	-0.72	-0.57	-0.53
AFUN003547	0.53	0.25	0.62	0.31	0.6
AFUN010281	-0.49	-0.49	-0.52	-0.37	-0.52
AFUN022142	0.54	0.29	0.2	0.2	0.28
AFUN018816	1.02	0.49	0.92	0.54	0.99
AFUN000456	0.63	0.54	0.6	0.64	0.55
AFUN019612	0.85	0.99	0.83	0.91	0.97
AFUN005182	0.27	-0.01	0.2	0.22	0.42
AFUN010361	0.69	0.75	0.0	0.83	0.13
AFUN005668	-1.79	-1.88	-2.06	-1.79	-2.02
AFUN010991	0.9	1.22	0.74	0.84	0.67
AFUN003164	0.56	0.27	0.41	0.28	0.5
AFUN021203	-0.98	-0.57	-0.87	-0.75	-1.07
AFUN002812	0.6	0.59	0.2	0.33	0.2
AFUN000514	0.49	0.75	0.42	0.37	0.37
AFUN003196	-0.44	0.0	-0.26	-0.41	-0.25
AFUN007689	-0.49	-0.46	-0.21	-0.36	-0.56
AFUN001644	0.43	0.39	0.11	0.17	0.12
AFUN009359	0.73	1.07	1.22	1.02	1.23
AFUN021211	-0.97	-1.01	-1.54	-0.93	-1.36
AFUN019471	-1.45	-1.05	-0.47	-0.66	-0.52
AFUN004076	0.81	0.81	0.08	0.5	0.16
AFUN015765	0.62	0.55	0.41	0.7	0.49
AFUN006206	0.8	0.88	0.63	0.75	0.83
AFUN004010	0.57	0.95	0.52	0.59	0.63
AFUN020476	-0.83	-0.63	-0.45	-0.47	-0.2
AFUN021283	0.44	0.27	0.21	0.41	0.21
AFUN000669	0.21	0.08	0.18	0.1	0.31
AFUN006379	0.28	0.26	0.14	0.22	0.05
AFUN018622	0.5	0.26	0.74	0.73	1.06
AFUN006330	-1.02	-0.7	-0.82	-1.34	-1.71
AFUN011455	0.4	0.12	0.23	0.32	0.5
AFUN000251	-0.89	-0.67	-0.49	-0.23	-0.34
AFUN020214	-0.37	-0.16	-0.12	-0.08	-0.03
AFUN006306	-1.06	-0.57	-0.69	-0.48	-1.04
AFUN007535	0.51	0.58	0.51	0.51	0.54
AFUN019981	-0.87	-0.63	-0.64	-0.46	-0.47
AFUN011738	0.36	0.53	0.05	0.3	0.08
AFUN001984	0.44	0.67	0.75	0.56	0.68
AFUN001226	0.42	0.42	0.21	0.43	0.34
AFUN009372	1.13	1.57	0.81	1.89	1.49
AFUN004557	0.61	0.53	0.11	0.63	0.3
AFUN021386	-0.61	-0.6	-0.18	-0.48	-0.4
AFUN011662	0.52	0.52	0.69	0.72	0.66
AFUN016020	-0.85	-0.64	-0.53	-0.68	-0.61
AFUN019733	-0.48	-0.61	-0.15	-0.95	-0.46
AFUN004633	-0.4	-0.04	-0.41	-0.42	-0.28
AFUN000725	-0.45	-0.22	-0.27	-0.27	-0.32
AFUN005675	-1.35	-1.13	-1.34	-1.01	-1.81
AFUN019946	0.34	0.15	0.23	0.3	0.28
AFUN021259	0.64	0.31	0.2	0.27	0.34
AFUN002846	-0.68	-0.82	-0.78	-0.72	-0.69
AFUN014894	-1.58	-1.73	-0.76	-1.26	-0.94
AFUN011672	-0.71	-0.54	-0.7	-0.65	-0.51
AFUN017679	-3.83	-4.37	0.64	-3.05	-1.01
AFUN018924	-1.43	-1.2	-1.6	-1.87	-1.36
AFUN022354	0.63	0.6	0.38	0.54	0.53
AFUN004143	0.83	0.83	0.2	0.69	0.42
AFUN006259	0.68	0.43	0.55	0.47	0.56
AFUN010210	0.67	1.13	0.4	0.84	0.47
AFUN005247	0.34	0.6	0.32	0.19	0.32
AFUN016264	2.15	1.84	1.73	0.57	1.81
AFUN020045	-0.73	-0.58	-0.41	-0.37	-0.3
AFUN006496	-0.78	-0.53	-1.27	-1.2	-1.64
AFUN002984	0.64	0.41	0.28	0.43	0.48
AFUN008000	0.81	0.86	0.63	0.56	0.42
AFUN020324	-0.73	-0.62	-0.43	-0.19	-0.51
AFUN020506	-0.84	-0.5	-0.43	-0.1	-0.62
AFUN021634	-0.85	-0.9	-0.74	-0.75	-1.04
AFUN019949	-0.85	-0.5	-0.54	-0.54	-0.55
AFUN020252	-0.44	-0.21	-0.21	-0.21	-0.2
AFUN001215	1.15	0.82	0.88	0.72	0.62
AFUN000190	-0.9	-0.68	-0.89	-1.19	-1.03
AFUN006431	0.46	0.6	0.42	0.56	0.46
AFUN021809	-2.02	-1.16	-1.38	-0.93	-1.83
AFUN019271	-2.35	0.7	-2.68	-0.71	-1.85
AFUN011824	-0.72	-0.29	-0.69	-0.85	-0.74
AFUN001742	-0.71	-0.74	-1.01	-0.87	-1.11
AFUN007621	0.47	0.43	0.32	0.52	0.45
AFUN010626	-0.83	-0.49	-0.43	-0.6	-0.72
AFUN018828	0.67	0.66	0.72	0.5	0.68
AFUN011494	-0.71	-0.71	-0.66	-0.65	-0.76
AFUN001351	-0.63	-0.45	-0.44	-0.51	-0.33
AFUN006500	0.38	0.36	0.2	0.25	0.32
AFUN006954	-0.96	-0.55	-0.63	-0.51	-0.68
AFUN021583	0.49	0.44	0.07	0.11	0.06
AFUN021664	-0.81	-0.89	-0.57	-0.7	-0.72
AFUN010409	-0.81	-0.87	-0.81	-0.66	-0.94
AFUN006190	-0.79	-0.44	-0.4	-0.53	-0.49
AFUN000450	0.36	0.41	0.37	0.47	0.42
AFUN018990	0.62	0.57	0.3	0.47	0.31
AFUN010541	-0.76	-0.77	-0.68	-0.3	-0.78
AFUN022021	-2.12	-0.76	-1.08	-0.5	-1.41
AFUN017593	-3.73	-3.18	-1.92	-2.16	-3.91
AFUN020157	-0.94	-0.62	-0.18	-0.29	-0.32
AFUN017547	-2.66	-2.27	1.02	0.42	0.36
AFUN010077	0.52	0.42	0.49	0.47	0.5
AFUN021626	-1.1	-0.38	-0.86	-0.65	-1.23
AFUN005033	-1.0	0.48	-0.38	-0.15	-0.72
AFUN005504	-0.73	-0.55	-0.68	-0.59	-0.66
AFUN005107	-0.37	-0.34	-0.29	-0.62	-0.34
AFUN011593	-0.44	-0.46	-0.35	-0.42	-0.42
AFUN018812	-1.88	-1.55	-2.25	-1.78	-1.95
AFUN004564	0.31	0.13	0.26	0.09	0.24
AFUN003030	0.27	0.11	0.13	0.02	0.15
AFUN006406	-1.0	-0.74	-0.34	-0.34	-0.54
AFUN006823	0.54	0.65	0.51	0.53	0.5
AFUN020022	0.29	0.34	0.37	0.34	0.5
AFUN003027	-0.77	-0.48	-0.35	-0.25	-0.61
AFUN005522	-1.12	-0.8	-0.99	-1.04	-1.24
AFUN020070	-0.78	-0.89	-0.55	-0.74	-0.45
AFUN020369	-0.31	-0.19	-0.19	-0.12	-0.07
AFUN008534	0.64	0.31	0.69	0.52	0.89
AFUN007104	-0.53	0.43	-0.09	-0.33	-0.27
AFUN006160	1.08	0.64	0.66	0.79	0.72
AFUN019814	0.38	0.39	0.43	0.4	0.44
AFUN002159	-0.34	0.37	-0.02	0.13	0.18
AFUN016517	-0.46	0.07	-0.09	-0.24	-0.09
AFUN006367	-0.66	-0.57	-0.77	-0.52	-0.87
AFUN007677	-0.78	-0.49	-0.74	-0.48	-0.54
AFUN010343	0.49	0.34	0.31	0.06	0.39
AFUN022300	0.65	0.56	0.51	0.68	0.56
AFUN011521	0.73	1.1	0.86	0.81	0.98
AFUN009042	0.64	0.43	0.46	0.35	0.47
AFUN019848	-0.63	-0.54	-0.56	-0.47	-0.4
AFUN021564	-0.73	-0.55	-0.55	-0.52	-0.44
AFUN021263	0.93	1.1	0.52	0.4	0.81
AFUN002849	-0.56	-0.12	-0.58	-0.82	-0.6
AFUN007421	4.52	5.85	4.23	3.91	4.59
AFUN020550	0.42	0.31	0.38	0.3	0.46
AFUN019035	-0.62	0.55	-0.15	-0.3	-0.04
AFUN022350	-0.64	-0.93	-0.64	-0.7	-0.88
AFUN018822	1.28	0.27	1.09	1.9	1.12
AFUN000258	-0.81	-0.65	-0.98	-0.94	-1.06
AFUN011485	-0.88	-0.91	-1.01	-0.53	-0.9
AFUN006150	-0.81	-0.46	-0.75	-1.04	-1.03
AFUN009966	-0.58	-0.31	-0.16	-0.24	-0.23
AFUN006849	0.66	0.15	-0.01	0.56	-0.04
AFUN002047	0.5	0.39	0.27	0.41	0.31
AFUN018912	-0.85	-1.26	-0.53	-0.87	-0.7
AFUN005758	-0.56	-0.34	-0.5	-0.65	-0.35
AFUN007794	0.64	0.93	0.75	0.88	0.63
AFUN009679	0.54	0.41	0.46	0.68	0.5
AFUN003200	0.41	-0.66	0.45	0.3	0.5
AFUN001598	-1.0	-0.72	-0.25	-0.45	-0.55
AFUN009577	-0.47	-0.59	-0.91	-0.62	-0.98
AFUN008088	-0.56	-0.45	-0.36	-0.29	-0.5
AFUN014832	0.96	0.83	0.85	1.1	1.0
AFUN011957	-2.26	-2.47	-2.99	-3.19	-3.11
AFUN019280	0.65	0.66	0.45	0.65	0.58
AFUN003638	0.33	0.4	0.15	0.27	0.2
AFUN003610	-0.29	-0.12	-0.07	-0.27	-0.18
AFUN002285	0.77	0.11	0.83	1.16	0.74
AFUN003583	-0.62	-0.58	-0.71	-0.66	-0.7
AFUN022162	-0.99	-0.92	-1.21	-1.07	-1.54
AFUN007582	0.52	0.06	0.33	0.24	0.23
AFUN001444	4.07	0.87	3.65	1.04	2.13
AFUN009749	0.3	0.25	0.07	0.07	0.15
AFUN021985	0.45	0.47	0.61	0.49	0.64
AFUN018948	-1.42	-1.31	-1.32	-1.53	-1.58
AFUN020860	0.63	0.09	0.45	0.02	0.18
AFUN000233	0.59	0.69	0.2	0.36	0.35
AFUN020776	-0.61	-0.29	-0.62	-0.5	-0.55
AFUN000494	-0.72	-0.52	-0.47	-0.61	-0.52
AFUN007102	-0.4	-0.28	-0.53	-0.41	-0.47
AFUN005628	0.35	0.42	0.03	0.16	0.17
AFUN019961	-0.54	-0.6	-0.7	-0.64	-0.58
AFUN001913	0.46	0.26	0.19	0.22	0.2
AFUN021974	-0.46	-0.28	-0.35	-0.33	-0.35
AFUN020745	-0.42	-0.05	-0.09	-0.09	-0.02
AFUN007952	-0.68	-0.86	-0.74	-0.58	-0.61
AFUN020471	-0.36	-0.38	-0.39	-0.51	-0.33
AFUN006251	0.45	0.46	0.39	0.39	0.41
AFUN000192	-0.65	-0.31	-0.65	-0.4	-0.61
AFUN015837	0.73	0.66	0.82	0.77	0.83
AFUN021806	0.64	0.53	0.44	0.62	0.52
AFUN003110	0.47	0.44	0.52	0.46	0.6
AFUN022076	0.27	0.33	0.27	0.22	0.34
AFUN001971	0.46	0.55	0.3	0.34	0.45
AFUN000701	-0.41	0.02	-0.29	-0.26	-0.03
