GeneID	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AFUN009599	0.26	0.15	0.26	0.09	0.51
AFUN016094	-0.32	-0.1	-0.17	-0.26	-0.43
AFUN001143	-0.51	-0.63	-0.82	-0.41	-0.97
AFUN017845	1.81	1.71	2.1	1.75	2.39
AFUN018569	-0.97	-1.1	-0.45	-0.23	-0.52
AFUN004111	0.18	0.29	0.06	0.3	0.12
AFUN003202	0.69	-2.31	0.61	0.76	0.82
AFUN004437	-0.5	-0.8	-0.28	-0.19	-0.32
AFUN005501	2.21	-0.29	1.13	1.87	0.95
AFUN005592	0.26	0.09	0.39	0.22	0.38
AFUN020712	-0.39	-0.31	-0.41	-0.41	-0.34
AFUN022194	0.98	0.61	0.57	0.71	0.59
AFUN021328	-1.64	-2.21	-0.95	-0.49	-1.6
AFUN008170	0.2	0.04	-0.02	0.24	-0.06
AFUN000794	-1.61	-0.61	-0.34	-0.11	-0.22
AFUN003637	0.28	0.46	0.32	0.27	0.32
AFUN007643	0.24	0.48	0.23	0.14	0.35
AFUN007948	-0.26	-0.01	-0.05	0.02	0.02
AFUN003989	-0.84	-0.66	-0.58	-0.07	-0.56
AFUN009365	0.14	-0.01	-0.07	0.01	0.08
AFUN004376	-0.29	-0.49	-0.5	-0.42	-0.65
AFUN015880	0.35	0.25	0.41	0.34	0.33
AFUN021672	2.15	1.55	3.02	3.13	2.48
AFUN016530	-0.39	-0.42	-0.46	-0.42	-0.37
AFUN004896	0.3	0.45	0.26	0.36	0.33
AFUN018794	0.55	0.15	0.25	-0.09	0.04
AFUN020243	-0.23	0.02	0.01	-0.17	0.05
AFUN003611	0.16	0.13	-0.23	-0.23	-0.16
AFUN019901	-0.34	-0.36	-0.44	-0.5	-0.43
AFUN010347	-0.55	-0.41	-0.69	-0.11	-0.64
AFUN007483	-0.24	0.18	0.03	0.05	0.11
AFUN015015	-0.89	-1.05	-0.47	-0.07	-1.11
AFUN008106	-0.43	-0.45	-0.43	-0.32	-0.5
AFUN011104	0.19	0.28	0.12	0.18	0.41
AFUN018790	0.28	0.29	0.27	0.16	0.26
AFUN007513	0.25	0.12	0.12	0.07	0.17
AFUN018698	0.29	-0.99	-0.01	-0.44	-0.2
AFUN001383	0.48	0.59	1.69	1.74	1.23
AFUN021162	2.11	1.61	2.5	1.74	2.92
AFUN010718	0.33	0.16	0.18	0.37	0.44
AFUN005621	-0.49	-0.54	-0.61	-0.6	-0.94
AFUN022120	0.38	0.82	0.66	0.18	0.32
AFUN019533	-0.46	-0.76	-0.84	-0.51	-0.4
AFUN006326	-0.2	-0.22	-0.43	-0.51	-0.55
AFUN001682	-0.36	-0.31	0.09	-0.22	-0.26
AFUN003697	-1.5	0.71	0.07	0.52	-0.35
AFUN021541	-0.45	-0.55	-0.82	-0.65	-1.08
AFUN007652	0.22	0.44	0.14	0.16	0.32
AFUN020884	-0.4	-0.34	-0.34	-0.23	-0.25
AFUN010096	-0.32	-0.04	-0.03	-0.2	-0.29
AFUN003163	0.5	0.27	0.31	0.54	0.29
AFUN017411	-1.67	-2.25	-0.98	-1.3	-0.42
AFUN006513	0.33	0.32	0.24	0.37	0.24
AFUN020996	-0.3	-0.26	-0.29	-0.09	-0.49
AFUN007625	0.2	0.18	-0.06	0.17	-0.05
AFUN005838	3.12	2.14	3.98	4.31	4.06
AFUN021237	-0.27	0.05	-0.07	-0.27	-0.17
AFUN002147	-0.19	-0.2	-0.26	-0.32	-0.26
AFUN009163	-1.35	-0.92	-0.68	-0.82	-0.41
AFUN019264	-0.71	-0.81	-0.8	-0.87	-0.55
AFUN007912	-0.82	-1.49	-0.6	-0.58	-0.54
AFUN001334	1.44	0.15	1.96	2.33	2.06
AFUN002468	-0.35	-0.42	-0.44	-0.57	-0.57
AFUN016668	-0.3	-0.25	-0.56	-0.48	-0.85
AFUN020656	0.3	0.26	0.26	0.41	0.24
AFUN007189	-0.79	-0.25	-0.49	-0.06	-0.39
AFUN004280	-1.01	-0.86	0.09	0.24	-0.31
AFUN004102	0.21	0.05	0.24	0.11	0.28
AFUN019960	0.27	0.1	-0.17	-0.06	-0.15
AFUN017894	-1.84	-0.82	-1.78	-1.82	-1.17
AFUN020484	-0.33	-0.3	-0.24	-0.31	-0.06
AFUN019723	0.99	0.57	0.82	1.08	0.65
AFUN019345	-0.34	-0.4	-0.51	-0.61	-0.65
AFUN008204	-1.09	-0.76	0.0	-0.15	-0.19
AFUN021856	0.31	0.26	0.26	0.39	0.24
AFUN008902	0.29	0.16	0.08	0.33	0.12
AFUN000931	1.19	0.99	1.58	1.09	1.23
AFUN005346	1.31	1.5	2.46	2.56	2.07
AFUN004100	-0.52	-0.6	-0.08	0.12	-0.13
AFUN017698	-1.79	-0.71	2.57	-1.33	0.39
AFUN019971	-0.42	-0.39	-0.46	-0.43	-0.31
AFUN009415	-0.46	-0.26	-0.71	-0.71	-1.0
AFUN011992	2.1	0.26	2.63	1.94	2.31
AFUN001706	-0.24	-0.21	-0.28	-0.31	-0.19
AFUN006480	0.24	0.39	0.06	0.13	0.12
AFUN009790	1.15	0.05	2.09	0.85	1.63
AFUN018621	0.52	0.23	0.53	0.25	0.39
AFUN018999	0.28	0.31	0.1	0.16	0.19
AFUN010701	0.27	0.43	0.47	0.42	0.3
AFUN016316	0.36	0.09	0.25	0.26	0.33
AFUN021655	-0.62	-0.73	-0.26	-0.22	-0.51
AFUN010620	0.26	0.17	0.32	0.11	0.22
AFUN006056	-0.37	-0.28	-0.71	-0.56	-0.69
AFUN011567	-0.45	-0.62	-0.41	-0.56	-0.76
AFUN016125	-1.52	-2.06	-0.41	-0.15	-0.77
AFUN007176	-0.3	-0.07	-0.48	-0.18	-0.52
AFUN015897	-0.31	-0.19	-0.37	-0.22	-0.46
AFUN020755	-0.19	-0.11	-0.19	-0.25	-0.19
AFUN008890	0.27	0.69	0.34	0.24	0.33
AFUN008676	-0.49	-0.47	0.03	-0.68	-0.61
AFUN021278	-1.29	-1.09	0.35	0.86	-0.08
AFUN021923	-0.6	-0.7	-0.52	-0.31	-0.77
AFUN004417	0.27	-0.1	0.03	0.15	-0.04
AFUN010577	1.09	0.73	1.43	1.75	1.08
AFUN010965	1.94	2.53	2.65	3.58	2.36
AFUN006907	-1.08	-0.86	-0.2	0.26	-0.76
AFUN004857	0.25	-0.31	-0.03	0.11	0.14
AFUN008881	-0.46	-0.37	-0.35	-0.3	-0.59
AFUN017649	-3.73	-6.81	-3.54	-5.66	-4.95
AFUN021281	-1.01	0.38	-0.95	0.42	-0.34
AFUN010000	3.26	4.06	4.77	5.02	3.54
AFUN002050	0.17	0.09	-0.35	-0.09	-0.34
AFUN017476	-5.81	-6.42	-5.25	-5.02	-5.84
AFUN018397	2.95	1.34	3.61	3.35	2.71
AFUN009619	2.87	3.56	4.25	4.38	3.24
AFUN020847	-0.37	-0.39	-0.2	-0.25	0.01
AFUN005886	0.23	0.21	0.12	0.3	0.07
AFUN001000	0.31	0.09	0.27	0.09	0.17
AFUN007081	-0.4	0.11	0.46	-0.41	0.23
AFUN003685	1.2	1.15	1.71	1.97	1.54
AFUN020667	-0.36	-0.41	-0.44	-0.61	-0.29
AFUN016446	-0.76	-0.75	-0.86	-0.02	-0.54
AFUN009162	0.98	-0.33	0.33	0.61	0.43
AFUN004799	-0.23	-0.21	0.1	-0.19	-0.05
AFUN009236	0.19	0.28	0.22	0.23	0.43
AFUN019455	-2.15	-1.66	-1.39	-1.6	-1.87
AFUN006294	-0.47	-0.07	-0.2	-0.36	-0.15
AFUN009766	-0.33	-0.33	-0.57	-0.55	-0.45
AFUN004443	0.31	0.41	0.35	0.06	0.12
AFUN002133	-0.17	-0.22	0.1	-0.08	0.16
AFUN008822	-0.14	-0.1	-0.1	-0.15	-0.16
AFUN017723	-1.51	-2.1	-0.49	-1.78	0.13
AFUN019060	0.65	0.56	0.18	0.89	0.33
AFUN009763	-0.63	-1.0	-0.6	-0.86	-0.87
AFUN000728	1.84	0.94	2.2	1.69	1.93
AFUN000220	-0.44	-0.24	-0.22	-0.28	-0.35
AFUN002823	0.58	0.12	0.2	0.23	0.31
AFUN020171	-0.26	-0.25	-0.47	-0.54	-0.42
AFUN016511	-0.59	-0.84	-1.04	-0.94	-1.45
AFUN014745	0.37	0.54	0.73	0.67	0.83
AFUN000639	-0.97	-0.59	-0.2	-0.02	-0.4
AFUN003921	-0.24	-0.19	-0.02	-0.04	0.16
AFUN019997	0.25	0.0	-0.08	-0.13	-0.04
AFUN021009	0.31	0.31	0.33	0.5	0.39
AFUN001499	-0.3	-0.82	-0.46	-0.52	-0.73
AFUN008620	-0.35	-1.51	-0.35	-0.11	-0.2
AFUN007935	0.25	0.31	0.1	0.21	0.21
AFUN007970	-0.27	-0.02	-0.49	-0.29	-0.53
AFUN011244	-0.39	-0.7	-0.52	-0.48	-0.61
AFUN010750	0.17	0.06	0.11	0.08	0.25
AFUN001092	-0.93	-0.47	0.57	0.91	-0.41
AFUN020803	-0.27	-0.01	0.04	0.27	0.28
AFUN016476	3.33	3.58	4.07	4.82	3.42
AFUN020328	0.15	0.37	0.32	0.15	0.39
AFUN019977	-0.39	-0.39	-0.34	-0.24	-0.25
AFUN003398	0.18	0.13	0.0	0.04	-0.03
AFUN006249	0.5	0.51	0.04	0.07	-0.07
AFUN010587	0.21	0.25	0.2	0.29	0.25
AFUN001664	0.78	0.69	1.11	1.42	0.93
AFUN009100	0.68	0.45	-0.03	-0.03	0.15
AFUN001808	-0.45	-0.32	-0.14	-0.17	-0.07
AFUN006725	0.37	0.64	0.45	0.36	0.75
AFUN021410	0.33	0.48	0.42	0.34	-0.14
AFUN010886	-0.38	-0.85	-0.34	-0.34	-0.41
AFUN020332	-0.19	-0.17	-0.09	0.04	-0.1
AFUN011620	1.45	2.83	1.75	1.25	2.73
AFUN014126	-1.73	-1.86	-0.6	0.32	-0.86
AFUN000080	0.12	0.12	0.06	0.03	0.07
AFUN014466	-1.1	-1.3	-0.82	-0.49	-0.69
AFUN022296	-0.27	-0.45	-0.44	-0.34	-0.36
AFUN006378	-0.43	-0.51	-0.05	-0.14	-0.1
AFUN010363	-0.26	-0.44	-0.43	-0.34	-0.4
AFUN020950	0.28	0.41	0.47	0.13	0.44
AFUN008512	-0.41	-0.34	-0.54	-0.46	-0.43
AFUN021459	0.25	0.51	0.4	0.28	0.37
AFUN004903	0.17	0.52	0.09	0.26	0.22
AFUN003864	-0.54	-0.42	-0.35	-0.6	-0.72
AFUN005478	0.18	0.19	0.08	0.06	0.08
AFUN019746	-0.41	0.11	-0.54	-0.59	-0.2
AFUN007018	-2.34	-1.71	-1.22	-1.09	-0.95
AFUN000262	0.3	0.15	0.28	0.02	0.21
AFUN000866	-0.25	-0.19	-0.4	-0.28	-0.28
AFUN006882	-0.24	-0.37	-0.29	-0.42	-0.18
AFUN017674	-1.94	-5.16	-0.56	-4.75	-0.09
AFUN006481	0.26	0.13	0.11	0.11	0.12
AFUN020378	-0.47	-0.6	-0.33	-0.28	-0.4
AFUN009127	-0.25	-0.09	-0.37	-0.31	-0.27
AFUN002753	-0.22	0.04	-0.18	-0.14	-0.01
AFUN003850	-0.48	-0.31	-0.96	-0.86	-1.07
AFUN005144	-0.46	-0.56	-0.61	-0.46	-0.85
AFUN020790	-0.3	-0.57	-0.26	-0.17	-0.17
AFUN008158	0.42	-0.1	-0.12	0.13	0.18
AFUN021682	-1.63	-0.61	-1.13	0.13	-1.02
AFUN003422	0.37	0.57	0.48	0.43	0.63
AFUN007439	0.24	0.33	0.34	0.31	0.49
AFUN017610	-2.72	-5.92	-2.59	-4.39	-3.79
AFUN011752	-0.51	-0.73	-0.85	-0.64	-0.76
AFUN011580	-0.23	0.23	-0.11	0.03	0.09
AFUN002154	0.58	1.44	0.97	0.72	0.64
AFUN008818	-0.39	0.18	0.03	0.13	-0.58
AFUN007568	-0.97	-0.83	-0.27	-0.13	-0.5
AFUN011091	-0.77	-0.64	-1.33	-0.7	-1.61
AFUN001394	-0.43	-0.63	-0.53	-0.54	-0.4
AFUN019051	-0.57	-1.32	-0.37	-1.07	-0.36
AFUN002306	0.45	0.41	0.39	0.42	0.28
AFUN004737	0.38	0.39	-0.02	0.04	0.07
AFUN021325	-0.4	-0.87	-0.93	-0.46	-1.02
AFUN017785	-0.93	-1.25	-0.72	-0.65	-0.23
AFUN015802	0.42	0.72	0.64	0.63	0.31
AFUN021406	0.29	0.62	0.33	0.49	0.41
AFUN020980	0.18	0.09	0.05	0.12	0.1
AFUN008694	-0.74	-0.58	-0.39	-0.62	-0.12
AFUN021599	0.15	0.27	0.1	0.23	0.14
AFUN008418	0.57	0.04	0.84	0.53	0.37
AFUN017352	-2.6	-4.21	-1.49	-3.25	-2.28
AFUN005288	0.42	0.42	0.47	0.25	0.38
AFUN002738	-0.32	-0.09	-0.27	-0.18	-0.18
AFUN019884	-0.3	-0.59	-0.37	-0.31	-0.38
AFUN021093	0.27	0.36	0.28	0.17	0.41
AFUN020551	-0.5	-0.4	-0.42	-0.31	-0.36
AFUN019383	-0.44	0.0	-0.48	-0.73	-0.44
AFUN009641	-0.44	-0.69	-0.39	-0.4	-0.38
AFUN022088	-1.66	-0.39	-0.16	0.11	-0.85
AFUN009085	-0.29	-0.04	-0.07	-0.14	-0.28
AFUN006119	0.17	0.21	-0.03	0.08	0.08
AFUN007175	0.35	0.78	0.23	0.31	0.25
AFUN020351	-0.24	-0.34	-0.06	-0.25	-0.09
AFUN011843	0.6	-1.0	0.83	0.21	0.51
AFUN008669	0.15	0.26	-0.02	0.01	0.06
AFUN005889	0.16	0.27	-0.15	0.07	-0.08
AFUN000467	-0.49	-0.22	0.23	0.53	0.1
AFUN000408	0.54	0.61	0.48	0.57	0.45
AFUN007121	-0.26	-0.02	0.08	-0.09	0.04
AFUN011010	-0.18	0.02	0.0	0.11	0.02
AFUN004048	0.29	0.0	0.19	0.19	0.2
AFUN020632	-0.17	-0.16	-0.07	-0.15	-0.04
AFUN011335	0.52	0.88	0.69	0.98	0.54
AFUN004071	0.44	0.45	0.46	0.65	0.45
AFUN008702	-0.28	-0.37	0.02	-0.02	0.01
AFUN004690	1.55	0.92	1.33	1.5	1.17
AFUN000093	-0.33	-0.38	-0.24	-0.42	-0.39
AFUN003120	-0.15	-0.16	-0.1	-0.2	-0.19
AFUN002145	-0.65	-0.38	-0.25	-0.63	-0.34
AFUN007288	0.18	-0.07	0.06	0.09	0.07
AFUN002482	-0.36	0.14	0.07	0.01	-0.16
AFUN005375	-0.24	0.1	-0.33	0.04	-0.24
AFUN006107	-0.95	-0.43	-0.68	0.12	-1.18
AFUN000379	0.19	0.31	0.17	0.22	0.29
AFUN014111	2.78	1.68	3.09	3.77	2.36
AFUN017332	-3.67	-3.77	0.35	-2.96	-1.91
AFUN021651	-2.46	-1.89	-0.45	-0.09	-0.35
AFUN008136	-0.42	-0.56	-0.57	-0.32	-0.53
AFUN009480	0.4	0.43	0.29	0.28	0.45
AFUN007245	-1.04	-0.79	0.13	-0.27	-0.48
AFUN017614	-2.09	-4.49	-0.8	-0.66	-1.38
AFUN003564	-0.62	-1.17	-1.39	-1.12	-1.59
AFUN007783	-0.29	0.28	-0.07	0.25	-0.05
AFUN017768	-4.14	-5.07	-4.2	-3.91	-4.5
AFUN010797	-0.63	-0.6	-0.34	-0.01	-0.99
AFUN019247	0.35	0.58	0.36	0.47	0.41
AFUN002595	-0.27	0.06	-0.18	-0.29	-0.19
AFUN009783	-0.33	-0.39	-0.01	-0.25	-0.39
AFUN020137	-0.39	-0.61	-0.38	-0.62	-0.42
AFUN004615	0.3	0.7	0.61	0.34	0.52
AFUN005887	0.19	0.03	0.14	0.04	-0.01
AFUN020749	-0.23	0.0	-0.06	-0.13	0.16
AFUN002391	0.19	0.31	0.33	0.4	0.41
AFUN017279	-3.11	-5.35	-2.09	-3.67	-3.1
AFUN006695	0.34	0.5	0.12	0.56	0.16
AFUN000043	-1.49	-1.21	-0.08	-0.08	-0.39
AFUN018530	0.32	0.21	-0.09	-0.18	0.1
AFUN004433	1.87	3.39	3.03	3.39	1.3
AFUN017652	-2.04	-2.55	-0.41	-2.96	-1.04
AFUN003767	-0.32	-0.27	-0.09	-0.09	-0.13
AFUN007403	0.21	0.5	0.28	0.56	0.52
AFUN003259	-0.14	0.01	-0.16	-0.22	-0.11
AFUN015122	-0.42	-0.47	-0.21	-0.1	-0.17
AFUN008586	-1.48	-1.75	-1.42	-1.74	-2.49
AFUN003317	0.34	0.31	0.42	0.15	0.25
AFUN019655	-3.35	-1.84	-3.79	-0.53	-1.77
AFUN015755	-1.14	-0.73	0.45	-0.42	-0.98
AFUN016218	-0.46	0.1	-0.36	-0.27	-0.71
AFUN022104	2.5	2.77	3.96	4.51	3.58
AFUN009268	0.55	0.54	0.96	1.28	0.66
AFUN021159	0.65	-0.6	0.41	0.04	0.2
AFUN014092	-1.7	-1.04	-1.36	-0.07	-0.77
AFUN015895	-0.56	0.6	0.11	0.69	0.16
AFUN009146	0.43	0.31	0.58	0.67	0.08
AFUN009143	-0.25	-0.1	-0.35	-0.21	-0.21
AFUN020554	0.19	0.16	0.11	0.17	0.31
AFUN021963	-1.24	0.65	-1.27	-2.19	-1.81
AFUN007038	0.29	0.29	0.09	0.22	0.23
AFUN000510	-0.49	-0.36	-0.55	0.27	0.41
AFUN008738	-0.2	0.03	-0.08	0.05	0.11
AFUN021323	0.18	0.46	0.0	0.08	0.21
AFUN003436	0.18	0.16	0.2	0.28	0.49
AFUN018774	-3.73	-6.8	-5.18	-5.27	-6.24
AFUN002416	0.24	-0.3	0.11	-0.16	0.01
AFUN017740	-2.14	-3.76	-1.86	-3.59	-2.27
AFUN021061	0.21	-0.02	0.0	0.13	0.05
AFUN020563	0.24	-0.03	-0.02	-0.02	0.17
AFUN014941	-1.15	-1.56	-0.3	0.55	-0.62
AFUN003602	-0.27	0.43	-0.32	-0.78	-0.34
AFUN002896	-0.97	-0.64	0.54	0.91	-0.23
AFUN020390	0.21	0.41	0.12	0.08	0.2
AFUN009637	-0.16	0.01	0.05	0.11	0.05
AFUN020977	1.1	0.66	1.64	2.0	1.44
AFUN004194	-0.84	-0.23	0.36	0.12	0.42
AFUN004779	-0.2	-0.22	-0.09	-0.27	-0.17
AFUN016138	0.36	0.59	0.54	0.63	0.39
AFUN001677	1.13	0.26	0.8	1.2	1.15
AFUN001017	-0.19	-0.14	-0.19	-0.12	-0.29
AFUN007573	0.16	0.17	0.13	-0.08	0.14
AFUN006807	1.03	1.05	1.85	2.13	1.52
AFUN010271	-0.91	-0.66	-0.3	-0.18	-0.41
AFUN010402	0.4	-0.07	0.84	0.96	0.58
AFUN020327	0.19	-0.21	-0.12	0.03	-0.05
AFUN002344	0.37	0.2	0.13	0.31	0.19
AFUN019931	0.51	-0.33	0.41	0.65	0.23
AFUN020236	-0.46	-0.5	-0.2	-0.19	-0.56
AFUN010564	-0.39	-0.55	-0.21	-0.52	-0.4
AFUN020411	-0.48	-0.52	-0.44	-0.5	-0.25
AFUN000235	0.36	0.57	0.41	0.54	0.39
AFUN007382	0.39	0.46	0.2	0.3	0.18
AFUN020339	0.14	0.05	-0.08	-0.01	-0.03
AFUN001708	0.26	0.44	0.44	0.26	0.42
AFUN020025	0.25	0.19	0.16	0.19	0.15
AFUN009652	0.27	0.35	0.21	0.32	0.31
AFUN011734	0.26	0.28	0.13	-0.03	0.18
AFUN020882	0.24	0.25	0.32	0.41	0.5
AFUN004474	0.21	0.19	0.12	0.09	0.06
AFUN017550	-2.11	-3.58	-0.86	-2.79	-1.29
AFUN000421	1.13	0.87	1.57	2.33	1.33
AFUN008331	-0.15	0.07	-0.11	-0.12	0.02
AFUN008845	-1.76	-1.94	-0.08	-0.41	-0.53
AFUN008461	-0.49	-1.28	-1.08	-0.99	-1.03
AFUN000548	0.2	0.21	0.05	0.18	0.26
AFUN003731	0.52	0.85	0.56	0.56	0.57
AFUN007290	-0.2	-0.03	-0.39	-0.41	-0.55
AFUN000913	-0.16	0.1	-0.06	-0.01	-0.1
AFUN016036	-0.53	-0.33	-0.36	-0.15	-0.07
AFUN016253	1.65	3.96	2.59	2.25	2.69
AFUN011469	-1.8	-1.59	-0.99	0.09	-0.96
AFUN021041	-0.39	-0.4	-0.07	-0.3	-0.26
AFUN011857	-0.16	-0.16	-0.33	-0.28	-0.34
AFUN003738	0.26	0.31	0.06	0.26	0.16
AFUN002691	0.21	0.08	0.12	0.07	0.2
AFUN005159	0.4	0.03	0.32	0.35	0.43
AFUN004527	-1.1	-1.86	-1.69	-0.85	-1.24
AFUN011341	1.09	2.88	1.95	2.27	2.44
AFUN006090	0.18	0.03	0.0	-0.1	-0.14
AFUN007955	0.22	0.23	0.23	0.17	0.21
AFUN002545	-1.09	-0.83	0.22	0.7	-0.52
AFUN002062	0.2	0.08	0.16	0.23	0.23
AFUN018516	-0.94	-0.96	-0.47	0.12	-0.72
AFUN008666	-1.42	-0.66	-0.04	-0.1	-0.56
AFUN001806	1.03	0.78	1.71	2.27	1.49
AFUN004139	0.21	0.59	0.45	0.3	0.37
AFUN016220	0.27	0.23	0.62	0.22	0.4
AFUN019459	-1.49	-0.88	-0.93	-0.93	-1.32
AFUN003771	-0.25	-0.44	-0.26	-0.43	-0.14
AFUN020323	-0.34	-0.32	-0.51	-0.53	-0.58
AFUN007298	0.25	0.19	-0.05	0.05	0.13
AFUN019721	-0.56	-0.14	-0.66	-0.49	-0.91
AFUN016648	0.22	-0.12	-0.03	-0.1	0.12
AFUN018487	0.13	0.1	0.01	0.04	0.05
AFUN008610	0.29	-0.1	0.17	0.05	0.02
AFUN011386	-0.2	-0.06	0.06	0.0	0.01
AFUN017784	0.56	1.0	1.81	0.88	1.24
AFUN021902	-0.91	-0.6	-0.21	-0.12	-1.6
AFUN006616	0.87	0.44	0.54	0.48	0.72
AFUN015821	0.25	0.19	0.14	0.19	0.33
AFUN011609	-0.2	-0.32	-0.19	-0.32	-0.32
AFUN021090	-0.27	0.22	0.01	-0.06	-0.01
AFUN022309	-0.28	-0.85	-0.73	-0.56	-0.61
AFUN003618	0.42	0.26	0.33	0.3	0.35
AFUN010391	-0.48	-0.18	-0.19	-0.75	-0.9
AFUN000436	0.15	0.38	0.13	0.19	0.15
AFUN016230	-0.32	-0.48	-0.19	-0.14	-0.39
AFUN021180	-0.33	-0.1	0.41	0.39	0.72
AFUN021578	0.29	0.42	0.45	0.21	0.29
AFUN006445	0.39	0.37	0.36	0.62	0.31
AFUN010774	-0.28	-0.14	0.05	0.01	0.08
AFUN016664	-0.28	-0.15	-0.12	-0.32	-0.25
AFUN001919	-0.28	-0.37	-0.05	-0.23	-0.13
AFUN020730	-1.4	-0.23	-0.1	0.41	-0.47
AFUN015763	0.18	0.13	-0.06	0.11	-0.01
AFUN021043	0.19	0.18	0.06	0.16	0.02
AFUN020211	-0.28	-0.4	-0.32	-0.56	-0.52
AFUN010835	-2.74	-1.91	-1.43	-3.73	-2.1
AFUN008427	0.71	-0.09	0.15	0.04	-0.16
AFUN021834	0.25	0.36	0.18	0.27	0.19
AFUN007056	-0.29	0.1	-0.1	-0.09	0.0
AFUN015841	-0.97	0.31	0.9	0.99	-0.46
AFUN010704	-0.34	-0.01	-0.11	-0.01	0.04
AFUN014666	0.36	0.28	0.4	0.52	0.38
AFUN009936	-1.52	-2.76	-0.71	0.02	-1.17
AFUN002902	-0.61	-0.52	-1.23	-0.92	-1.34
AFUN020832	0.51	0.05	0.05	-0.25	-0.02
AFUN017654	-1.46	-0.8	2.15	-1.24	0.26
AFUN016466	-0.43	-0.42	-1.06	-0.62	-0.87
AFUN019003	-0.65	-2.27	-0.99	-0.77	-1.14
AFUN017338	-2.91	-5.39	-1.39	-1.75	-1.87
AFUN002934	0.26	0.51	0.25	0.4	0.34
AFUN014871	-1.15	-2.0	-1.16	-0.98	-0.76
AFUN000110	0.22	0.3	0.2	0.29	0.19
AFUN002641	0.6	0.8	0.43	0.3	0.26
AFUN007094	0.33	0.62	0.29	0.49	0.14
AFUN020325	-0.38	-0.34	-0.52	-0.23	-0.68
AFUN021551	0.2	0.39	0.22	0.06	0.23
AFUN006204	0.19	0.25	0.2	0.06	0.28
AFUN021810	-0.95	-0.02	-0.02	-0.09	-0.66
AFUN010783	-1.49	-1.3	-0.59	-0.17	-0.88
AFUN021955	-0.22	-0.37	-0.21	-0.47	-0.53
AFUN008828	0.27	0.15	0.24	0.24	0.34
AFUN017537	-2.07	-4.38	-1.15	-2.31	-1.71
AFUN020606	-0.18	-0.11	-0.2	-0.19	-0.21
AFUN018601	2.48	2.01	3.55	3.54	2.77
AFUN017656	-1.59	-2.28	1.48	-0.19	1.98
AFUN021070	-0.3	-0.38	-0.41	-0.63	-0.38
AFUN007398	-0.45	-0.1	-0.24	-0.33	-0.35
AFUN011952	1.34	1.53	1.59	1.66	1.09
AFUN018604	0.3	-1.83	0.1	0.05	0.1
AFUN002187	0.48	-0.04	-0.82	-0.08	-0.53
AFUN020876	-0.21	-0.15	-0.4	-0.25	-0.4
AFUN005974	-0.22	-0.37	-0.33	-0.39	-0.48
AFUN006836	-0.3	-0.17	-0.17	-0.07	-0.09
AFUN002576	0.36	0.38	0.5	0.43	0.26
AFUN010423	-0.4	-0.48	-0.43	-0.41	-0.3
AFUN006355	0.28	-0.23	-0.12	-0.17	0.15
AFUN003384	0.33	-0.07	0.04	0.1	0.18
AFUN005700	-0.75	-0.21	-0.1	0.11	-0.19
AFUN000857	0.35	0.27	0.26	0.5	0.26
AFUN009636	-0.25	-0.14	0.33	0.18	0.26
AFUN019149	0.63	0.03	1.04	0.64	0.94
AFUN018616	0.71	-0.23	0.81	0.44	0.35
AFUN008447	-0.74	-0.86	-0.76	-0.6	-1.14
AFUN000448	-0.14	-0.06	-0.29	-0.16	-0.17
AFUN008713	0.3	0.15	0.18	0.2	0.05
AFUN011598	0.16	0.25	0.4	0.34	0.58
AFUN011092	2.48	2.21	3.08	4.0	2.5
AFUN019621	0.48	0.6	0.54	0.56	0.62
AFUN002779	0.42	0.72	0.77	0.52	0.62
AFUN016339	-0.53	-0.56	-0.43	-0.49	-0.02
AFUN018927	-1.39	0.11	0.08	0.77	-0.53
AFUN017668	-2.54	-3.92	-0.97	-2.29	-1.9
AFUN019852	-0.28	-0.48	-0.49	-0.41	-0.63
AFUN007114	-0.25	-0.28	-0.15	-0.23	-0.25
AFUN021115	-0.51	0.43	-0.49	-0.17	-1.18
AFUN020866	-0.54	-0.36	-0.29	-0.32	-0.2
AFUN001817	-1.53	-0.72	-0.36	-0.25	-1.55
AFUN000603	0.52	1.28	0.16	1.21	0.33
AFUN009170	0.33	0.65	0.34	0.39	0.41
AFUN020054	0.23	-0.16	0.21	-0.06	0.14
AFUN002115	-0.28	-0.17	-0.04	0.07	0.01
AFUN011126	0.15	0.13	0.11	0.09	0.11
AFUN021002	0.34	0.3	0.35	0.42	0.31
AFUN011200	3.02	3.51	3.53	2.39	2.65
AFUN020440	0.21	0.34	0.14	-0.05	0.07
AFUN019195	1.0	0.31	1.2	0.76	0.34
AFUN000127	1.22	0.96	1.46	1.78	1.37
AFUN001150	0.18	-0.04	-0.14	-0.06	-0.15
AFUN003380	0.16	-0.05	0.08	0.05	-0.02
AFUN018528	1.14	-0.99	1.58	1.38	1.76
AFUN020060	-0.94	-0.39	-0.4	0.03	-0.39
AFUN017292	-0.66	-0.38	-0.51	-0.39	-0.33
AFUN019089	-1.46	-0.52	-0.68	-0.16	-0.73
AFUN006295	-0.34	-0.34	-0.45	-0.22	-0.56
AFUN020170	-0.35	-0.42	-0.32	-0.55	-0.46
AFUN008546	-0.36	0.1	-0.08	-0.17	-0.13
