GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP007726	-0.14	0.07	0.22	-0.11	-0.11	0.26	0.29	0.02	-0.07	-0.12	0.07	-0.16	0.02	-0.21	-0.02	-0.17	0.01	0.14	0.53	0.3	0.51	-0.23	-0.03
AGAP011079	-0.14	-0.36	0.04	0.03	-0.12	-0.41	-0.1	0.13	-0.18	0.21	0.47	0.08	0.34	0.22	0.49	-0.19	-0.01	0.39	0.14	0.32	-0.06	0.3	0.1
AGAP000949	0.18	-0.01	0.0	0.01	0.02	0.04	-0.3	0.24	0.29	0.04	-0.32	0.17	-0.21	0.35	-0.01	0.12	0.05	0.07	0.28	-0.04	0.03	0.27	-0.24
AGAP001371	0.26	0.29	-0.23	0.47	0.09	0.21	-0.18	-0.05	-0.02	0.36	-0.82	0.18	-1.02	0.27	-0.91	0.7	-0.18	0.0	-0.2	0.21	-0.3	-0.13	0.21
AGAP010087	0.12	0.31	-0.11	0.13	0.05	-0.06	-0.02	-0.35	-0.4	-0.2	-0.08	-0.26	-0.15	-0.22	-0.1	0.01	-0.11	-0.22	-0.01	-0.08	-0.03	-0.36	-0.11
AGAP028094	-0.58	-1.03	-1.01	-1.09	-0.37	1.02	-0.13	0.32	0.34	-1.04	0.59	-1.13	0.47	-1.81	-0.18	-0.04	-0.31	1.05	0.77	-0.28	0.64	-0.21	0.48
AGAP008465	-2.25	-2.22	-0.07	-1.51	-1.36	-5.78	-3.32	-5.12	-4.92	-1.23	0.61	-0.84	0.98	-1.26		-1.34	-3.0	-1.74	5.28	3.37	6.84		-0.82
AGAP001531	0.66	-0.83	-0.35	1.99	1.65	0.18	0.38	0.35	-0.06	3.33	2.08	3.45	2.19	3.6	2.36	0.93	1.97	3.04	-1.52	-1.33	-1.56	-0.95	-1.2
AGAP012693	-0.92	-2.17	-1.34	1.39	0.13	-0.2	-0.04	0.49	0.51	-0.83	0.51	-0.63	0.69	-0.64	0.7	1.35	-0.19	3.58	1.02	0.44	0.97	0.3	0.79
AGAP010196	0.53	-0.77	-0.41	0.95	-1.26	-0.47	0.28	1.13	1.58	0.0	-0.58	1.35	0.77	1.01	0.44	0.24	0.14	-1.76	-0.13	-0.18	0.13	0.61	-0.43
AGAP007621	0.13	0.48	0.63	0.46	0.36	-0.87	-0.56	-0.16	-0.23	0.8	1.4	1.05	1.64	0.97	1.58	0.12	0.44	-0.26	0.61	0.57	0.85	1.66	-0.22
AGAP006021	0.21	-0.81	-1.14	-0.39	-0.85	-0.02	-0.68	-0.64	-1.22	-0.21	0.39	-0.24	0.35	0.09	0.69	0.52	0.09	-1.32	-1.25	-0.98	-1.01	0.36	-0.17
AGAP004337	-0.26	-0.07	0.07	-0.05	-0.43	-0.14	-0.21	-0.34	-0.15	0.05	-0.94	0.07	-0.93	0.02	-0.96	-0.43	-0.22	-0.07	-0.79	-0.38	-0.63	-0.31	0.08
AGAP000983	-0.22	-0.2	-0.22	0.15	0.02	0.1	0.15	0.02	-0.05	-0.44	0.09	-0.34	0.18	-0.27	0.26	-0.01	0.37	0.3	0.86	0.35	0.29	-0.34	0.55
AGAP004643	-0.47	-0.77	0.45	0.48	-0.41	0.26	1.08	2.59	2.23	0.27	1.7	1.24	2.66	1.68	3.12	-0.21	0.37	-3.3	0.51	1.68	0.64	-0.44	1.2
AGAP012088	-0.19	0.15	-0.05	-0.69	-0.53	-0.21	0.1	-0.23	-0.4	-0.22	-0.31	-0.27	-0.37	-0.26	-0.34	-0.14	-0.07	-0.04	0.73	0.36	0.38	-0.33	0.1
AGAP000453	0.16	-0.08	0.0	-0.17	-0.21	0.28	1.09	0.29	0.24	-1.14	-0.41	-0.97	-0.25	-1.19	-0.46	-0.27	0.01	0.03	-0.39	-0.89	-0.79	0.23	0.45
AGAP011496	-0.27	-0.39	0.31	-0.34	-0.89	0.24	0.35	-0.29	0.2	-0.01	-1.47	-0.31	-1.78	-0.96	-2.43	-0.2	-0.26	-0.47	0.21	0.61	0.03	-1.21	-0.01
AGAP001726	0.26	-0.44	-0.71	0.16	0.31	0.27	-0.08	-0.22	-0.19	-0.3	0.26	-0.18	0.37	-0.25	0.32	-0.07	-0.09	-1.09	-0.32	-0.36	-0.3	-0.45	0.55
AGAP011680	-0.33	0.16	-1.19	0.86	1.84	0.05	-0.55	-0.1	0.0	-0.1	0.57	0.56	1.21	0.58	1.25	0.86	1.05	-1.23	1.74	1.61	1.73	-0.22	0.3
AGAP013012	0.39	0.19	-1.3	0.99	0.52	-0.19	-0.7	-0.52	-0.62	0.09	0.38	0.3	0.58	0.61	0.91	0.22	-0.18	-0.68	-0.07	-0.1	0.08	0.21	0.42
AGAP007826	0.26	-0.07	-0.13	-0.44	0.0	-0.3	-0.38	-0.72	-0.62	-0.49	0.23	-0.51	0.18	-0.52	0.2	0.12	0.1	-0.14	0.34	0.22	0.27	-0.18	0.56
AGAP006175	0.34	0.2	0.28	-0.47	0.06	0.31	0.16	0.31	0.15	0.27	-0.66	0.24	-0.7	0.35	-0.57	0.19	0.38	0.54	-0.67	-0.43	-0.9	0.14	-0.71
AGAP008194	0.24	-0.2	0.01	-0.2	-0.15	0.19	0.03	-0.11	-0.06	0.17	-0.66	0.1	-0.74	0.13	-0.69	-0.04	-0.16	0.43	-0.67	-0.4	-0.71	-0.74	0.02
AGAP011952	0.3	-0.14	0.71	-0.06	-1.01	-1.48	-1.64	-1.21	-1.48	2.64	-0.13	1.88	-0.91	2.39	-0.38	-0.08	0.82	0.15	1.37	-0.74	-0.98	-0.23	-1.34
AGAP010159	-0.38	-0.12	0.45	-0.91	-0.47	-0.6	-0.72	-0.95	-0.87	0.59	-1.41	0.42	-1.6	0.58	-1.42	-0.81	-0.87	0.0	0.68	0.54	1.08	-0.91	0.14
AGAP005457	-1.22	0.15	1.74	-3.21	-1.57	0.79	-0.76	-1.16	-0.9	-2.46	-0.97	-1.42	0.03	-1.61	-0.14	0.08	5.04	1.48	3.25	2.04	4.09	-0.38	-3.27
AGAP007645	0.58	-0.31	-0.59	0.72	-0.8	0.12	0.65	1.83	2.24	0.13	-1.53	0.43	-1.24	0.88	-0.78	-0.01	-1.5	-1.6	0.53	-1.14	0.77	0.5	1.0
AGAP011146	0.3	2.5	0.88	-0.08	-1.37	-0.39	-1.05	-0.22	-0.73	0.36	0.67	0.38	0.67	0.53	0.84	0.81	1.49	0.81	-0.15	-0.35	-0.04	0.87	-0.59
AGAP012005	0.15	-0.11	0.1	-0.13	0.09	0.05	-0.1	0.09	0.06	0.61	-0.02	0.56	-0.08	0.39	-0.24	0.3	-0.05	0.29	-0.31	-0.33	-0.43	0.0	0.07
AGAP001749	0.18	0.48	0.12	-0.06	0.15	0.08	0.0	0.23	0.36	-0.44	-0.43	-0.35	-0.36	-0.22	-0.22	0.11	-0.22	0.29	0.22	-0.45	-0.26	0.94	-0.18
AGAP007392	0.27	0.16	0.04	-0.21	-0.14	0.34	0.21	0.16	0.18	0.37	-0.45	0.41	-0.42	0.5	-0.32	-0.04	-0.37	0.6	-0.18	-0.15	-0.32	-0.4	-0.66
AGAP006795	-0.56	-1.13	0.47	-1.14	-0.3	-1.55	-1.8	-1.51	-1.19	0.61	-0.21	-0.01	-0.84	0.27	-0.54	-0.76	-1.15	-1.06	-0.3	-0.79	-0.88	0.53	-0.43
AGAP002263	-0.15	-0.33	0.2	0.13	0.19	-0.34	-0.01	0.31	0.33	0.37	1.03	0.08	0.73	0.12	0.78	-0.36	0.13	0.41	0.76	0.59	0.46	0.37	0.56
AGAP004961	-0.93	0.62	0.67	-0.63	0.16	1.67	1.45	1.04	1.67	-0.58	2.07	-1.36	1.27	-0.62	2.02	0.43	-0.18	-1.08	-1.14	-0.76	-1.53	-0.46	0.0
AGAP006780	-0.2	-0.27	0.2	-0.13	-0.15	-0.87	0.06	-0.29	-0.51	0.79	0.53	0.72	0.44	0.64	0.37	-0.75	-0.37	0.06	0.13	0.3	0.32	-0.17	-0.09
AGAP002175	-0.16	-0.1	-0.07	-0.15	-0.2	-0.21	-0.39	-0.22	-0.07	-0.02	-0.31	-0.03	-0.33	-0.06	-0.35	-0.06	-0.33	0.51	0.01	-0.05	-0.03	0.1	-0.35
AGAP004829	0.59	0.67	-0.5	0.55	0.8	0.61	0.12	-0.63	-1.35	1.09	0.73	1.3	0.93	1.4	1.04	0.83	0.33	-0.42	-0.57	-0.86	-0.88	-0.47	-0.42
AGAP004690	-0.86	3.87	2.82	0.9	-0.62	0.56	2.48	2.85	2.18	-2.96	1.4	-4.11	0.2	-3.03	1.32	-1.19	2.11	-4.63	3.61	1.92	4.54	-0.64	1.36
AGAP028689	-0.3	0.22	0.6	0.17	-0.02	0.02	-0.17	-0.29	-0.3	-0.19	-0.97	-0.29	-1.08	-0.01	-0.79	-0.15	-0.67	0.38	-0.19	0.08	-0.14	-0.62	-0.58
AGAP000192	0.53	-1.34	0.17	-0.4	-3.33	-0.66	-0.22	-0.62	-0.68	2.39	-3.92	3.13	-3.19	1.4	-4.9	-1.39	-0.89	-1.91	-2.72	-0.49	-1.14	-0.38	0.2
AGAP013139	0.21	-0.11	-0.07	-0.13	0.14	0.56	0.61	0.58	0.28	0.13	0.32	0.49	0.67	0.16	0.36	0.56	0.55	0.29	-0.64	-0.43	-0.25	0.51	0.6
AGAP001741	2.78	0.17	-2.38	1.2	1.09	-1.23	-1.5	-0.68	-2.0	0.41	1.54	0.57	1.69	-0.26	0.87	0.77	-0.33	-1.7	-1.91	-0.55	-0.05	-0.4	0.31
AGAP001660	1.13	-0.65	-1.45	0.45	0.44	-1.77	-2.53	-0.27	0.05	0.01	0.84	-0.49	0.32	0.17	1.02	1.34	0.5	-0.93	-0.44	-0.95	0.44	-0.65	-0.03
AGAP007278	0.34	0.02	-0.53	-0.09	-0.61	0.2	1.51	1.93	1.87	-0.05	0.16	0.58	0.78	0.55	0.77	0.07	-0.2	-2.44	1.22	0.32	1.65	2.0	0.33
AGAP013125	0.65	0.0	0.0	0.04	0.12	0.24	-0.09	0.47	0.0	-0.62	-0.03	-0.1	0.47	-0.21	0.38	0.53	0.19	0.3	0.08	0.04	-0.18	-0.45	0.35
AGAP002488	0.14	0.01	0.23	-0.06	0.17	0.14	0.13	-0.04	-0.11	0.01	-1.12	-0.18	-1.32	-0.36	-1.48	-0.04	-0.3	0.29	0.12	0.17	0.0	0.14	-0.05
AGAP005614	-1.18	-1.01	-1.31	0.17	-1.3	-0.24	0.16	0.13	0.97	2.21	0.55	3.25	1.56	3.0	1.33	1.16	-2.69	-0.78	1.87	1.13	2.15	-2.36	-0.06
AGAP004438	-0.17	-0.03	0.02	0.1	-0.02	0.38	0.41	0.15	0.18	-0.36	-0.19	-0.25	-0.11	-0.39	-0.23	0.0	-0.05	0.06	-0.48	-0.37	-0.33	0.01	0.02
AGAP000014	0.58	0.19	1.22	-0.26	0.22	0.57	0.52	0.63	0.31	-0.4	0.58	-0.25	0.71	-0.28	0.71	-0.19	1.3	-0.99	2.19	0.89	1.31	-0.07	-1.0
AGAP007146	-0.18	-0.4	0.27	0.5	0.04	-0.53	-0.48	-0.19	-0.21	0.0	0.44	0.22	0.65	0.17	0.61	0.09	-0.12	0.51	0.19	-0.05	0.26	0.64	-0.29
AGAP000857	0.19	-0.05	0.15	0.09	0.2	0.13	0.46	0.1	0.27	-0.02	0.04	-0.17	-0.13	-0.14	-0.09	0.05	-0.03	0.32	-0.1	-0.3	-0.06	-0.23	-0.47
AGAP004269	-0.23	-0.27	0.28	0.27	0.14	0.14	0.08	0.09	0.16	0.2	-0.39	0.09	-0.51	0.08	-0.51	0.26	-0.52	0.51	-0.58	-0.08	-0.34	-0.51	-0.23
AGAP003029	-0.22	-0.09	0.25	0.07	0.04	-0.06	-0.19	-0.28	-0.36	0.19	-0.64	0.09	-0.75	0.0	-0.83	0.0	-0.55	0.86	-0.05	0.31	-0.03	-0.26	-0.4
AGAP003294	-0.26	-0.32	0.11	-0.32	0.2	0.06	0.03	-0.17	0.05	0.75	8.74	0.36	8.33	0.23	8.22	-0.13	-0.12	0.16	-0.12	0.03	-0.32	0.15	-0.38
AGAP028524	-0.31	-0.27	0.11	-0.05	-0.1	0.44	-0.02	-0.06	0.08	-0.17	0.07	-0.26	-0.03	-0.07	0.17	0.18	-0.23	0.12	0.04	-0.02	-0.13	-0.37	0.08
AGAP007911	-0.25	-0.11	-0.1	0.12	0.3	-0.11	-0.29	-0.11	-0.15	0.25	0.43	0.43	0.59	0.28	0.46	0.19	-0.02	0.41	-0.46	-0.14	-0.38	0.96	-0.2
AGAP008415	0.52	0.26	0.07	0.21	0.14	0.42	0.16	0.39	0.34	0.02	0.87	-0.23	0.61	0.18	1.04	0.65	0.32	0.34	-0.6	-0.09	-0.36	0.45	-0.12
AGAP004683	0.17	0.07	-0.11	0.33	0.16	0.34	0.02	-0.04	-0.03	-0.17	0.46	-0.16	0.46	-0.16	0.47	0.25	0.1	0.25	-0.08	0.18	0.22	0.27	-0.15
AGAP009295	0.23	0.39	0.04	-0.55	-0.29	-0.19	-0.61	-0.98	-1.19	-0.14	-0.57	0.3	-0.15	0.13	-0.29	-0.16	-0.49	-0.68	-0.84	-0.73	-0.73	-1.31	-0.07
AGAP002684	-0.26	-0.15	0.18	-0.05	-0.16	-0.32	-0.51	-0.78	-0.53	0.34	-0.48	0.01	-0.82	-0.16	-0.98	-0.09	-0.39	0.29	0.19	0.38	-0.11	-0.01	-0.23
AGAP009318	1.25	-0.53	-2.0	0.41	-0.5	-2.27	-1.49	0.19	-0.3	0.48	1.05	0.52	1.1	0.37	0.97	0.41	-1.15	-1.06	0.0	-1.7	0.2	2.12	0.15
AGAP010214	-0.14	-0.11	-0.06	0.11	-0.08	-0.1	0.04	0.52	0.48	0.45	0.0	0.39	-0.07	0.48	0.04	0.03	-0.05	-0.15	0.21	0.13	0.07	-0.04	-0.3
AGAP002718	-0.2	-0.04	0.2	-0.12	0.08	0.53	0.92	0.38	0.13	-0.04	0.26	0.18	0.47	-0.19	0.11	0.25	0.35	0.13	-0.1	0.13	0.09	-0.31	-0.37
AGAP005600	-0.49	-0.63	-0.95	1.53	0.34	0.02	-0.36	-0.65	-0.4	1.16	0.98	1.67	1.48	1.45	1.27	1.33	0.8	0.36	-0.94	-0.97	-0.55	0.39	0.52
AGAP001044	0.97	0.64	-0.79	0.19	0.04	0.64	-0.02	0.25	-0.17	0.3	1.64	0.74	2.07	1.28	2.62	-0.69	1.73	-1.32	-0.18	-0.06	-0.01	-0.01	-0.64
AGAP000832	-0.15	0.16	0.0	-0.16	-0.26	-0.21	-0.38	0.0	0.09	0.35	-0.3	0.29	-0.38	0.39	-0.27	-0.03	-0.25	-0.01	-0.25	-0.29	-0.44	-0.01	-0.34
AGAP010211	-0.2	-0.14	0.32	0.15	0.11	-0.08	-0.19	-0.01	0.02	0.34	-0.52	0.3	-0.57	0.37	-0.49	-0.12	-0.15	0.63	0.76	0.48	0.91	-0.88	-0.45
AGAP003177	-0.15	-0.13	-0.15	0.36	0.09	-0.02	0.04	0.16	0.27	0.09	0.59	0.04	0.53	0.09	0.6	-0.04	-0.09	0.03	-0.02	0.09	0.05	0.43	0.0
AGAP002715	-0.19	-0.44	0.02	0.07	0.11	0.36	0.75	0.39	0.26	-1.07	-0.61	-1.19	-0.75	-1.4	-0.93	-0.11	-0.01	0.6	-0.84	-0.77	-0.74	0.08	0.52
AGAP013545	2.89	-1.91	-0.14	-0.06	0.44	-0.57	-0.47	-0.58	0.55	-1.5	-0.51	-1.53	-0.55	-0.69	0.3	0.6	-0.68	-0.99	-2.26	-0.43	-0.83	-0.21	1.54
AGAP004149	1.15	-0.8	-0.99	0.41	0.79	-0.02	0.05	1.37	0.78	-1.66	-0.26	-0.64	0.73	0.52	1.92	2.14	-0.94	-1.79	-1.25	-0.83	-0.3	0.14	1.26
AGAP009874	-1.2	0.02	-0.47	-0.38	-0.73	0.69	2.23	2.55	2.72	0.12	2.18	0.5	2.55	0.46	2.53	-0.54	-1.64	0.09	2.31	1.16	2.75	1.99	2.71
AGAP001706	-0.29	-1.11	-0.78	0.57	-0.07	0.4	0.46	1.58	1.28	-0.11	0.15	0.13	0.38	0.15	0.42	-0.43	0.44	0.31	0.27	0.39	0.19	0.47	0.11
AGAP005660	0.53	0.08	-0.24	0.22	0.76	0.45	-0.54	-0.05	-0.33	0.17	0.33	0.48	0.63	0.47	0.64	1.2	0.22	0.32	0.37	-0.27	0.37	-0.04	-0.21
AGAP009175	-0.2	-0.18	0.06	-0.04	-0.21	0.09	0.08	-0.05	0.01	-0.17	-0.58	-0.1	-0.53	-0.05	-0.46	0.02	-0.19	0.4	-0.6	-0.47	-0.72	0.22	-0.16
AGAP005326	0.48	-0.03	1.0	1.79	1.52	-0.44	-0.72	-0.3	-0.24	0.04	-0.47	-0.06	-0.58	0.56	0.06	0.37	1.78	0.66	2.4	0.6	1.84	0.38	-0.47
AGAP000765	0.2	-0.23	-0.19	-0.02	-0.32	0.45	1.26	0.59	0.68	-0.86	-0.71	-0.88	-0.74	-0.78	-0.63	-0.34	-0.14	0.87	-0.09	-0.14	-0.02	0.12	0.13
AGAP004267	0.29	-0.1	0.04	-0.11	-0.2	0.26	-0.05	0.04	0.02	-0.09	-1.24	-0.06	-1.22	0.05	-1.1	-0.11	-0.28	0.07	-0.22	-0.16	-0.11	-0.88	-0.37
AGAP008352	0.16	-0.13	-0.03	0.07	0.24	0.01	-0.26	-0.53	-0.2	0.07	-0.36	-0.26	-0.7	-0.15	-0.57	0.24	-0.25	0.31	0.29	0.58	0.15	-0.72	-0.36
AGAP000387	-0.26	0.23	0.04	0.38	0.2	0.75	1.08	0.62	0.59	-0.69	-0.67	-0.65	-0.63	-0.46	-0.44	0.34	0.06	-0.21	0.06	0.03	0.22	0.24	0.35
AGAP003853	0.16	0.24	-0.2	-0.2	-0.05	0.22	0.19	0.06	-0.01	-0.07	0.08	0.13	0.27	-0.02	0.13	-0.15	0.19	-0.32	-0.35	-0.08	-0.19	0.11	0.01
AGAP009788	-0.15	-0.18	-0.27	-0.09	0.24	-0.01	-0.24	-0.18	-0.22	-0.85	0.02	-0.98	-0.12	-0.97	-0.09	-0.48	0.3	0.6	0.19	0.43	0.23	0.04	0.68
AGAP010978	-0.19	0.12	0.04	-0.23	0.25	-0.01	-0.06	-0.04	0.19	0.48	0.48	0.47	0.46	0.59	0.59	0.33	0.26	0.23	-0.23	0.06	-0.35	-0.03	-0.78
AGAP010253	-0.24	0.14	0.17	-0.08	-0.14	-0.08	0.2	0.24	0.54	0.04	0.22	0.01	0.18	0.07	0.26	-0.25	-0.16	-0.01	0.58	0.27	0.73	-0.29	0.29
AGAP000147	-0.16	-0.38	0.04	-0.07	-0.37	0.25	0.69	-0.31	-0.07	-0.4	-0.48	-0.53	-0.62	-0.83	-0.9	0.02	-0.33	-0.38	0.86	0.64	0.84	-0.9	0.37
AGAP004107	-0.31	-0.98	-1.02	2.0	1.42	-0.04	-0.1	0.34	0.31	0.01	0.45	0.36	0.79	0.06	0.51	0.17	0.86	1.16	-0.8	-0.51	-0.78	0.89	-0.46
AGAP007805	-0.2	-0.3	0.01	-0.4	-0.43	0.33	-0.24	-0.11	0.14	0.22	0.08	0.19	0.04	0.03	-0.11	0.16	0.27	-0.09	-0.27	-0.14	-0.14	0.19	-0.46
AGAP007247	0.17	-0.04	-0.19	-0.12	-0.28	0.26	0.3	0.51	0.24	-0.39	-0.46	-0.49	-0.58	-0.82	-0.89	-0.41	-0.69	0.09	0.12	0.33	0.12	0.5	-0.04
AGAP008405	-0.16	-0.24	0.2	-0.08	0.18	-0.11	-0.18	-0.04	0.2	0.46	0.22	0.43	0.18	0.43	0.19	-0.3	-0.17	-0.17	0.15	-0.01	0.41	0.05	-0.44
AGAP028525	0.27	0.4	0.39	-0.19	0.07	0.6	-0.16	0.29	0.09	-0.32	0.01	-0.47	-0.17	-0.18	0.15	-1.15	-0.25	-0.18	1.78	0.63	1.35	-0.24	0.67
AGAP004741	2.02	-1.12	-0.75	1.03	0.68	-0.6	1.12	1.45	1.54	0.91	0.93	1.56	1.57	1.14	1.16	1.97	2.85	-0.36	0.07	0.74	0.23	-2.21	3.58
AGAP009458	0.34	0.42	0.33	0.12	0.7	0.63	0.46	0.17	0.23	0.32	-1.09	-0.12	-1.55	0.2	-1.21	-0.05	-0.09	-0.07	-0.25	0.39	-0.25	0.4	-0.75
AGAP008287	-0.16	0.11	0.18	0.36	0.27	-0.37	-0.6	-0.64	-0.87	0.4	0.35	0.22	0.16	0.45	0.41	0.04	0.23	-0.2	0.61	0.25	0.06	-0.24	0.17
AGAP006740	-0.18	-0.05	-0.05	0.18	0.47	0.23	0.04	0.12	0.12	0.21	-0.23	0.15	-0.3	0.18	-0.26	0.24	0.31	-0.85	-0.49	-0.29	0.21	0.68	-0.14
AGAP003522	0.25	0.02	-0.06	0.09	0.08	-0.16	-0.55	-0.57	-0.39	-0.02	-0.02	0.02	0.01	0.08	0.08	0.63	-0.12	0.07	-0.19	-0.1	-0.12	-0.97	0.11
AGAP007124	0.61	-0.15	-0.88	-0.38	-0.44	-0.26	-0.93	-1.28	-1.16	0.87	0.46	0.83	0.4	1.06	0.66	-1.23	-0.21	-1.68	-0.16	-0.44	-0.39	0.24	-0.33
AGAP010988	1.59	-0.37	-0.21	0.81	-0.51	-1.11	-0.49	1.77	2.24			1.26	1.26	0.85	0.87	0.49	0.55	-2.3	-1.65	-1.13	-1.12	-0.48	4.2
AGAP005415	-0.39	-0.39	0.1	0.69	0.23	0.06	-0.11	0.03	-0.08	0.26	-0.22	0.51	0.02	0.54	0.06	-0.16	-0.27	0.26	-0.12	0.17	-0.08	-0.26	0.37
AGAP004613	0.22	0.28	-0.81	0.54	0.1	0.75	0.36	0.55	0.38	0.15	0.23	0.52	0.58	0.77	0.85	0.48	0.11	-1.14	-0.12	0.23	0.13	-0.29	-0.19
AGAP010494	-0.17	0.05	0.29	0.15	0.1	0.27	0.31	0.1	0.1	-0.31	-0.67	-0.38	-0.75	-0.49	-0.85	-0.32	-0.27	0.15	1.12	0.36	0.49	0.04	-0.18
AGAP001252	0.84	-0.31	-1.01	-0.49	-1.79	-1.18	-1.21	-0.08	-0.89	1.97	1.63	2.42	2.07	2.25	1.92	0.13	0.65	-1.77	-0.55	-0.86	-1.17	0.87	-1.74
AGAP002538	0.23	0.1	-0.27	-0.23	-0.03	-0.03	-0.45	-0.22	-0.13	0.1	-0.02	0.0	-0.13	0.27	0.16	-0.01	0.13	-0.24	-0.05	-0.16	-0.42	-0.22	-0.07
AGAP012031	0.35	0.32	-0.36	0.34	0.47	0.0	0.12	0.18	0.01	-0.15	0.96	0.0	1.1	0.02	1.13	0.72	0.15	-0.9	1.24	0.11	0.77	0.43	0.49
AGAP001595	0.14	0.29	0.13	-0.26	-0.1	0.16	-0.36	0.3	0.37	0.49	-0.08	0.62	0.04	0.69	0.12	0.02	0.17	0.07	-0.43	-0.34	-0.36	0.16	-0.57
AGAP007380	0.15	0.4	0.56	-0.03	-0.06	-0.18	-0.17	0.08	-0.01	0.66	1.39	0.79	1.51	0.64	1.38	0.13	0.55	-0.4	0.13	0.01	0.36	1.1	-0.14
AGAP008514	-3.03	-2.12	-2.35	0.88	0.19	-0.96	-1.4	0.61	1.27	0.41	0.19	2.22	1.99	2.78	2.56	0.36	-0.96	-2.54	-1.53	-1.12	-4.59	-0.95	0.84
AGAP010497	-0.36	-0.02	0.0	0.01	0.1	0.15	0.03	0.23	0.34	0.33	0.48	0.15	0.29	0.33	0.48	0.11	-0.04	0.07	-0.52	-0.17	-0.17	0.43	-0.43
AGAP011495	0.23	-0.07	0.44	-0.46	-0.07	0.2	0.55	0.0	-0.04	-0.39	-0.87	-0.55	-1.04	-0.75	-1.23	-0.21	-0.06	0.17	-0.1	0.23	0.21	-0.14	-0.27
AGAP001671	-0.29	-0.58	-0.39	-0.52	0.05	0.12	0.7	0.15	0.03	-1.2	-0.61	-1.01	-0.43	-1.36	-0.77	-0.28	0.14	0.65	-0.41	-0.52	-0.68	0.95	0.65
AGAP000786	-1.63	0.92	1.52	-0.07	1.39	-0.3	-0.24	-0.17	-0.2	-0.67	1.01	-0.56	1.11	-0.36	1.33	-0.17	0.06	-1.46	0.1	0.0	-0.07	0.09	0.47
AGAP013347	3.22	3.7	-0.42	-2.09	-0.3		0.42	1.4		-6.91	-0.78	-3.95	2.18	-6.39	-0.26	0.5	-2.35	-0.24	-0.69	1.41	0.2	0.26	1.34
AGAP000942	0.25	0.04	-0.27	-0.14	0.08	0.12	-0.12	-0.22	-0.1	0.32	0.07	0.66	0.4	0.65	0.4	0.19	0.28	-0.52	0.15	-0.19	0.57	-0.33	0.03
AGAP009106	-0.5	-0.66	-0.13	0.87	-0.37	-0.43	0.8	2.24	2.86	1.28	0.48	1.33	0.52	1.73	0.94	-0.58	0.27	-0.53	1.1	0.03	0.74	0.15	0.61
AGAP000238	-0.21	-0.56	0.13	0.56	-0.02	0.84	1.97	1.91	1.58	-0.32	0.35	-0.16	0.5	-0.12	0.55	-0.07	0.28	0.02	0.53	0.47	0.52	0.86	0.65
AGAP008876	-0.27	-0.43	0.21	-0.18	0.03	0.07	-0.1	0.17	0.17	0.25	-0.77	0.46	-0.57	0.57	-0.45	-0.01	-0.24	0.62	0.2	0.2	0.3	-0.53	-0.21
AGAP011695	-0.39	0.4	-0.37	0.18	-0.48	-0.3	-0.54	-0.72	-0.76	0.33	1.08	0.41	1.15	0.54	1.3	-0.43	0.12	-0.5	0.19	0.31	0.05	-0.62	-0.37
AGAP007056	-0.32	-0.3	-1.05	-0.36	-0.76	-0.99	-2.33	-1.88	-2.04	0.08	0.09	0.48	0.48	1.05	1.07	0.44	0.19	-0.56	-0.95	-1.04	-1.07	-0.47	-0.78
AGAP007721	-0.15	0.19	0.17	-0.04	0.16	-0.13	-0.11	0.11	0.07	0.2	0.26	0.29	0.34	0.09	0.15	0.12	0.32	0.08	0.84	0.18	0.88	0.13	-0.18
AGAP012385	0.56	0.41	-0.03	-0.01	-0.78	0.42	1.21	1.63	1.23	-0.6	0.69	-0.29	0.99	0.35	1.64	0.57	-0.12	-1.27	-0.36	-0.27	-0.17	-0.02	0.69
AGAP009081	0.19	0.19	0.02	-0.03	0.08	0.03	-0.04	0.02	0.09	0.11	-0.41	0.08	-0.45	0.16	-0.35	-0.14	-0.06	-0.51	0.35	0.04	0.22	0.37	0.13
AGAP004118	-0.47	-0.54	-1.03	-0.59	-0.21	-1.06	-0.26	-0.33	-0.69	2.76	0.78	2.68	0.69	2.74	0.77	-0.16	-0.56	0.51	-0.15	0.09	0.17	-0.37	-0.02
AGAP000011	0.2	-0.14	0.03	0.5	0.49	-0.4	-0.48	-0.11	-0.41	-0.01	1.73	-0.06	1.66	-0.21	1.53	-1.2	-0.66	0.42	0.19	0.08	0.01	0.17	0.28
AGAP008379	0.16	0.03	-0.16	0.16	0.11	0.28	0.24	-0.17	-0.35	-0.59	-0.6	-0.55	-0.56	-0.78	-0.78	0.06	0.31	0.0	0.03	0.03	-0.07	-0.05	0.15
