GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu
AGAP003167	-0.47	-0.58	0.05	0.04	0.19	0.05	0.74	0.66	0.5	-0.1	-0.25	0.29	0.12	-0.16	-0.31	-0.02	-0.15	0.45
AGAP005693	-2.39	-0.07	0.65	0.29	-0.42	0.52	1.85	2.31	2.77	-0.56	-0.41	-0.15	-0.02	-0.53	-0.38	-0.52	0.57	2.55
AGAP001392	0.62	0.4	-0.43	-0.58	-0.62	0.36	-0.14	0.03	0.26	-0.36	0.1	0.03	0.47	-0.31	0.15	0.43	0.77	0.0
AGAP007585	0.52	0.11	-0.52	-0.24	-0.16	0.1	-0.11	-0.75	-0.95	-0.6	-0.82	-0.5	-0.73	-0.91	-1.13	-0.04	-0.04	-0.85
AGAP008347	0.98	0.23	-0.61	0.09	-0.07	0.49	0.52	-0.32	0.33	-1.01	0.08	-0.87	0.2	-1.0	0.09	0.58	0.3	-0.87
AGAP001909	0.63	0.3	0.03	0.04	-0.1	0.07	-0.29	-0.17	-0.02	0.34	-0.08	0.34	-0.08	0.45	0.04	0.38	0.11	-0.27
AGAP000550	-0.69	-0.09	0.13	-0.49	0.87	0.01	-0.18	-1.17	-0.99	-1.61	-0.98	-1.77	-1.16	-2.43	-1.8	-0.36	0.97	0.12
AGAP005847	-0.53	-0.63	0.16	-0.57	-0.75	-0.47	0.01	-0.1	0.01	-0.1	-0.09	-0.1	-0.09	0.03	0.05	-0.32	-0.29	0.19
AGAP008903	0.48	-0.05	-0.72	-0.02	-0.13	0.64	0.56	-0.15	-0.25	-0.67	-0.27	-0.37	0.02	-0.81	-0.41	-0.09	-0.01	0.08
AGAP010160	-0.58	0.12	0.41	-0.09	0.59	-0.14	-0.24	-0.24	-0.57	-1.34	-1.03	-1.21	-0.91	-2.13	-1.82	0.04	0.84	0.01
AGAP011218	0.8	0.22	-1.11	0.42	0.25	-0.21	-0.69	-1.04	-1.27	-0.34	0.58	-0.26	0.65	0.0	0.93	0.38	0.13	-0.68
AGAP009060	-0.97	-1.4	-0.04	-0.89	-1.07	0.08	0.31	-0.79	-0.24	-0.87	-0.57	-1.03	-0.73	-1.42	-1.12	-0.47	-0.18	0.44
AGAP002109	-0.59	-0.52	-0.13	0.27	0.38	0.07	0.76	0.77	0.82	-1.1	-0.47	-0.96	-0.34	-1.0	-0.37	-0.52	-0.22	0.9
AGAP004711	-0.7	0.2	0.06	-0.36	-0.48	-0.48	-0.73	-0.69	-0.58	0.07	-0.31	0.02	-0.37	-0.04	-0.42	-0.55	-0.81	-0.43
AGAP006909	-0.77	-0.44	0.31	-0.18	0.46	-0.39	-0.63	-0.49	-0.25	0.05	1.01	-0.43	0.52	-0.64	0.31	-0.49	0.03	0.17
AGAP006709	1.83	0.75	-0.77	-0.96	-0.44	3.07	4.17	6.06	5.58	0.45	-3.38	1.57	-2.3	1.54	-2.3	0.5	-1.45	2.31
AGAP013176	0.77	0.66	-0.52	-0.36	0.3	0.45	-0.92	0.85	0.59	0.6	0.6	0.97	0.96			0.42	-0.27	0.19
AGAP007209	-0.51	-0.18	0.17	0.1	0.26	-0.08	-0.22	-0.07	-0.15	-0.04	0.3	-0.13	0.2	-0.02	0.32	-0.19	0.07	0.32
AGAP002586	-0.57	-0.36	0.65	-0.43	-0.39	-0.3	0.17	0.87	0.69	0.18	1.34	0.01	1.16	-0.08	1.08	-0.52	0.01	0.23
AGAP003095	-1.67	0.3	0.51	0.23	-0.16	0.36	1.84	1.48	2.92	-0.59	0.8	-0.64	0.73	-0.61	0.77	-0.86	-0.07	1.19
AGAP028628	-0.64	-0.21	0.07	-0.25	-0.44	-0.06	-0.17	-0.45	-0.29	0.02	-0.28	-0.01	-0.33	0.0	-0.3	-0.04	-0.14	0.14
AGAP010669	1.4	1.76	0.28	-1.57	-1.97	0.32	0.47	-0.49	-0.26	-2.0	1.62	-0.78	2.83	-2.34	1.26	2.08	0.63	-0.36
AGAP000749	0.41	0.95	-0.42	0.25	0.05	-0.28	-0.24	-0.34	-0.17	0.47	0.65	0.69	0.86	0.65	0.83	0.38	0.02	-1.32
AGAP012132	5.76	3.13	0.15	2.76	-1.02	2.55	-0.91	1.06	2.33	0.14	3.34	-1.17	2.05	-3.07	0.17	3.45	2.1	3.49
AGAP002875	-0.63	-0.44	0.12	-0.51	-0.54	-0.43	-0.51	-0.76	-0.86	-0.31	-0.65	-0.38	-0.74	-0.5	-0.84	-0.26	-0.33	-0.55
AGAP010557	-0.42	-0.08	0.03	0.19	0.12	-0.13	0.07	0.41	0.22	-0.19	-0.16	-0.23	-0.21	0.07	0.1	-0.16	-0.19	0.55
AGAP003023	0.43	0.33	-0.59	0.34	0.35	-0.08	-0.21	-0.44	-0.56	-0.42	0.33	-0.42	0.32	-0.32	0.44	0.14	0.15	-0.47
AGAP007679	0.78	0.64	-0.1	-0.24	0.67	0.06	-0.19	-0.43	-0.26	0.11	0.13	-0.35	-0.34	-0.38	-0.35	0.02	0.44	-0.11
AGAP011935	1.18	0.71	-1.01	0.44	0.3	0.38	-0.2	0.06	-0.78	-1.07	-0.42	-0.21	0.43	-0.43	0.22	0.67	0.25	-1.03
AGAP012140	-0.36	-0.32	0.18	-0.11	-0.02	-0.2	-0.15	-0.08	-0.01	-0.19	0.07	-0.49	-0.24	-0.72	-0.46	0.05	-0.42	0.65
AGAP010030	-1.32	-1.1	1.68	0.29	0.34	0.01	-0.03	-0.14	-0.15	-0.93	0.03	-1.58	-0.63	-1.68	-0.71	-0.75	0.21	1.58
AGAP002063	-0.62	0.3	0.64	-0.14	-0.1	-0.42	-0.32	-0.54	-0.42	0.19	0.07	-0.05	-0.19	-0.17	-0.3	-0.33	-0.27	0.11
AGAP003893	-0.47	-0.28	0.06	0.08	0.05	-0.04	0.12	0.01	-0.16	-0.17	-0.55	-0.12	-0.5	-0.21	-0.59	-0.44	-0.49	0.29
AGAP006446	-0.78	-0.71	0.19	-0.36	-0.52	-0.33	-0.37	-0.47	-0.39	-0.02	-0.71	-0.36	-1.06	-0.09	-0.77	-0.07	-0.25	0.09
AGAP001096	0.66	0.66	-0.77	0.29	0.21	0.3	-0.3	-0.38	-0.58	-0.25	1.64	-0.38	1.5	0.42	2.31	1.01	0.86	-0.66
AGAP028076	-0.57	-0.19	0.14	-0.73	0.19	0.15	0.2	0.25	0.34	-0.51	-0.31	-0.47	-0.28	-0.67	-0.47	-0.3	0.13	0.54
AGAP003572	0.82	0.95	-0.95	0.29	0.17	0.13	0.07	-0.56	-0.49	-0.13	0.57	0.01	0.69	0.06	0.77	0.65	0.08	-1.05
AGAP005152	-0.66	-0.43	0.51	-0.54	-0.56	-0.37	-0.42	-0.47	-0.56	-0.1	-0.36	-0.13	-0.4	0.06	-0.2	-0.85	-0.95	-0.52
AGAP006762	-0.6	-0.39	0.38	-0.27	-0.49	-0.2	0.25	-0.93	-0.55	-0.57	-2.06	-0.8	-2.3	-1.24	-2.73	-0.68	-0.86	0.04
AGAP006254	-0.45	-0.29	-0.34	0.03	0.15	0.07	-0.07	-0.05	-0.53	-0.17	0.34	-0.09	0.41	-0.15	0.36	0.11	0.54	-0.45
AGAP001377	-0.69	-0.12	0.66	-0.43	-0.15	0.27	0.97	1.53	1.79	-0.6	-0.42	-0.6	-0.45	-0.53	-0.36	-0.72	-0.67	1.32
AGAP006819	-0.63	-1.26	-0.56	-0.22	0.11	0.33	0.01	0.38	-0.07	0.08	0.37	0.12	0.4	-0.62	-0.32	0.78	1.35	0.2
AGAP000415	-0.74	-1.54	-0.84	0.28	-0.48	0.27	0.34	0.32	0.25	0.56	0.19	0.86	0.47	0.95	0.57	-0.36	0.9	-0.07
AGAP008358	1.71	0.54	-0.09	3.88	2.46	2.07	2.17	1.46	3.14	4.81	3.8	5.39	4.37	4.71	3.71	2.3	2.7	0.45
AGAP002831	0.48	0.35	0.55	0.26	0.29	-0.2	-0.21	-0.03	0.09	0.57	0.69	0.63	0.74	0.67	0.79	0.47	0.52	-0.63
AGAP012145	0.47	0.22	0.21	0.17	0.22	-0.08	-0.15	0.22	0.34	0.27	0.59	0.29	0.6	0.41	0.73	-0.18	0.08	0.11
AGAP012773	-1.33	-1.24	0.24	0.76	0.35	-0.8	-0.24	-0.3	-0.74	-0.15	0.13	-0.54	-0.27	-0.21	0.09	0.28	-0.66	-3.65
AGAP006080	-4.33	-1.14	-0.18	-1.54	-0.22	-0.79	-0.39	0.84	0.89	0.75	0.83	1.28	1.34	2.2	2.28	-0.89	1.37	-3.93
AGAP009531	0.64	0.18	-0.94	0.18	-0.6	-0.25	-0.63	-0.6	-0.99	0.44	0.54	0.46	0.55	0.99	1.1	0.53	-0.27	-0.83
AGAP003675	1.49	0.48	-0.96	1.9	-0.26	-1.21	-0.53	-0.92	-1.13	0.19	0.87	0.76	1.43	1.42	2.08	1.02	0.5	-1.2
AGAP010973	0.76	-0.13	-0.22	-0.4	-0.53	-0.37	-1.21	-0.93	-1.09	0.42	0.32	-0.12	-0.22	-0.74	-0.83	0.58	0.58	-0.96
AGAP006792	2.36	2.72	1.22	-0.96	0.29	-0.68	-0.84	-1.27	-1.17	0.05	5.29	-1.61	3.64	-1.61	3.64	0.58	1.69	0.78
AGAP007000	-0.57	-0.36	0.31	-0.22	-0.19	-0.15	-0.44	0.15	0.08	0.66	-0.23	0.83	-0.07	0.99	0.1	0.1	-0.12	0.23
AGAP006037	-0.37	-0.18	0.24	-0.24	-0.2	0.23	0.46	0.21	0.27	0.18	0.18	0.12	0.11	-0.01	-0.02	-0.17	0.13	0.23
AGAP006602	0.73	0.23	-0.63	0.21	-0.11	-0.01	-1.07	-0.54	-0.84	0.63	0.93	0.72	1.01	1.13	1.44	0.15	0.25	-0.58
AGAP003914	-0.54	-0.29	0.48	-0.31	-0.56	0.34	0.77	-0.24	-0.13	-0.61	-1.69	-1.22	-2.32	-1.7	-2.78	-0.5	-0.4	0.43
AGAP001154	-0.63	-0.13	0.32	0.02	-0.08	-0.36	-0.45	-0.2	-0.26	0.32	-0.39	0.18	-0.54	0.37	-0.33	0.0	-0.45	0.63
AGAP007686	0.9	0.56	-0.94	0.22	-0.17	-0.15	-0.57	-0.58	-0.51	0.27	0.78	0.59	1.09	1.03	1.54	0.5	0.37	-0.77
AGAP000773	0.69	0.15	-0.77	0.16	0.1	-0.18	-0.2	-1.09	-1.03	0.24	1.2	0.46	1.42	0.16	1.13	0.52	0.29	-1.06
AGAP009205	0.6	0.45	-0.21	-0.21	-0.22	-0.16	-0.54	-0.48	-0.59	0.29	0.19	0.49	0.38	0.66	0.57	0.67	0.09	-0.94
AGAP002846	0.61	0.35	0.43	-0.19	0.35	1.0	0.72	-0.27	0.11	0.09	-1.82	-0.63	-2.54	-1.08	-2.99	0.08	-0.44	-0.3
AGAP008167	0.55	0.02	0.28	-0.34	-0.74	-0.28	-0.52	0.57	-0.08	0.24	0.03	0.31	0.09	0.68	0.48	-0.69	0.43	0.12
AGAP006678	-0.44	-0.73	-0.09	-0.73	-0.38	0.14	0.56	0.07	-0.09	-0.72	-0.34	-0.77	-0.41	-0.92	-0.54	-0.3	-0.14	0.16
AGAP009672	-0.42	-0.11	-0.22	0.29	-0.09	0.75	1.36	1.27	1.21	-0.33	0.07	-0.26	0.13	-0.2	0.2	-0.26	-0.07	0.65
AGAP010256	-2.41	0.93	0.63	-2.58	-3.66	-3.29	-1.79	-3.36	-2.71	0.28	0.79	0.29	0.77	-0.81	-0.31	-2.72	-2.06	-1.58
AGAP003207	0.49	0.47	0.1	0.0	-0.21	0.21	0.15	0.22	0.11	-0.17	-0.14	-0.02	0.0	0.09	0.12	0.2	0.1	-0.36
AGAP004801	0.4	0.24	0.21	-0.02	0.39	-0.15	-0.42	-0.65	-0.84	-0.18	0.36	-0.21	0.32	-0.04	0.5	0.18	0.51	-0.16
AGAP028537	3.02	-0.1	0.04	0.15	2.23	3.62	1.69	2.53	2.19	2.63	4.02	-0.15	1.23	0.96	2.35	0.64	0.98	-2.38
AGAP005960	-0.34	-0.09	0.11	-0.21	-0.23	-0.05	-0.31	-0.14	-0.01	0.12	-0.05	0.16	-0.02	0.03	-0.14	0.06	0.08	0.22
AGAP011275	0.47	0.13	-0.09	-0.16	-0.1	0.52	0.81	0.43	0.25	-0.56	-0.47	-0.32	-0.24	-0.44	-0.35	-0.29	-0.05	-0.17
AGAP002178	0.58	0.1	-0.57	0.59	0.53	0.54	0.13	0.14	0.02	-1.13	0.37	-1.23	0.24	-1.31	0.18	0.22	0.29	0.2
AGAP001421	-0.6	-0.56	-0.08	0.04	-0.21	-0.06	0.03	0.18	0.04	-0.12	-0.8	-0.41	-1.09	-0.28	-0.96	-0.03	-0.47	0.62
AGAP005207	1.05	0.1	-1.58	0.7	0.77	0.67	0.28	0.05	-0.1	-1.31	-0.76	-0.85	-0.31	-0.84	-0.29	0.13	-0.62	-0.06
AGAP007180	0.52	-0.1	-0.83	0.56	0.55	0.17	0.24	-0.22	-0.36	-1.01	-0.18	-0.97	-0.16	-1.12	-0.29	0.44	-0.19	0.02
AGAP000699	0.54	0.17	-0.11	-0.27	0.32	0.55	0.45	-0.01	0.08	0.36	0.04	0.36	0.03	0.43	0.11	0.2	0.31	-0.36
AGAP010163	-0.33	-0.18	0.02	-0.03	-0.1	0.01	-0.29	-0.03	0.06	0.33	-0.1	0.3	-0.14	0.21	-0.21	0.04	0.14	0.23
AGAP006778	-0.63	-0.71	0.12	-0.48	0.05	-0.53	-0.02	-0.3	-0.1	0.04	-0.33	0.18	-0.2	0.0	-0.36	-0.16	0.06	-0.26
AGAP008873	-0.43	-0.51	0.17	0.15	0.44	0.57	0.88	0.99	0.52	-0.22	0.12	-0.51	-0.18	-0.57	-0.23	0.14	0.62	0.85
AGAP028697	6.29	1.81	-0.55	-3.23	1.61	-0.49	0.11	1.09	-1.89	-3.15	-4.04	-0.93	-1.82	-0.5	-1.37	-1.27	-1.94	-2.18
AGAP009711	0.82	0.32	-0.91	0.03	-0.17	-0.14	-0.87	-1.07	-1.45	-1.27	-0.32	-1.15	-0.21	-1.28	-0.34	0.99	-0.14	-1.48
AGAP012751	0.81	-0.59	-0.48	1.46	1.0	-0.82	-0.15	-0.21	-0.53							4.76	1.91	3.55
AGAP001100	0.61	0.48	-1.01	0.27	-0.29	-0.21	-0.7	-0.76	-1.11	0.78	1.03	0.86	1.09	1.02	1.26	0.61	0.21	-1.1
AGAP001930	0.44	0.25	0.25	-0.14	0.05	0.33	1.03	0.11	0.2	-0.62	-0.76	-0.91	-1.05	-1.12	-1.26	-0.19	-0.09	0.18
AGAP013091	0.62	0.43	0.13	-0.01	-0.24	-0.13	0.0	-0.15	0.17	-1.45	-0.64	-1.96	-1.15	-1.78	-0.97	-0.27	-0.01	-0.1
AGAP002195	1.16	0.28	-0.33	0.13	0.68	0.07	0.01	0.48	0.37	0.21	1.37	0.86	2.02	1.05	2.22	0.8	0.04	-2.44
AGAP012106	0.44	0.52	0.59	-0.55	-0.05	-0.53	1.26	0.73	0.96	0.74	1.87	0.69	1.81	0.54	1.67	-0.27	0.42	-0.83
AGAP003545	0.46	0.46	0.5	-1.03	-0.1	1.51	1.5	-0.15	-0.41	0.14	-0.99	-0.91	-2.05	-1.26	-2.39	-0.29	-0.17	-0.77
AGAP011781	-0.76	-0.46	0.14	-0.06	0.19	-0.15	0.39	0.47	1.54	-1.3	-1.06	-1.35	-1.12	-1.05	-0.8	-0.34	-0.1	1.19
AGAP000785	-1.02	-0.32	-0.11	0.7	1.8	-0.79	-1.33	-2.32	-2.87	1.5	1.01	0.7	0.2	0.63	0.14	-1.55	1.63	-0.88
AGAP005545	-0.44	-0.46	-0.05	0.16	0.01	0.0	0.23	0.02	-0.11	-0.48	-0.16	-0.45	-0.14	-0.38	-0.06	-0.31	-0.21	0.62
AGAP004747	-0.5	-0.24	0.32	-0.17	-0.27	-0.35	-0.11	-0.26	-0.18	0.2	-0.34	0.04	-0.51	0.1	-0.43	-0.46	-0.6	0.51
AGAP029118	0.51	0.38	-0.39	0.38	0.25	0.01	0.19	0.24	-0.07	0.07	0.86	0.15	0.93	0.11	0.91	0.42	0.27	-1.11
AGAP000237	0.5	0.31	-0.02	-0.03	-0.15	0.36	0.68	0.5	0.34	-0.47	0.02	-0.73	-0.25	-0.69	-0.2	-0.24	0.1	-0.26
AGAP006606	-0.73	-0.47	0.31	-0.81	-0.58	0.27	0.34	-0.21	-0.38	0.06	-0.6	0.06	-0.61	0.52	-0.14	-0.24	-0.54	-0.4
AGAP007259	0.43	0.42	-0.03	-0.15	-0.03	0.02	-0.16	0.15	0.25	0.23	0.36	0.29	0.41	0.43	0.57	0.12	0.08	-0.3
AGAP000446	0.65	0.55	-1.17	0.33	0.05	0.16	-0.3	-0.93	-1.21	-0.64	0.16	-0.67	0.11	-0.69	0.1	0.52	-0.69	-1.14
AGAP009610	0.48	-0.06	0.12	-0.25	-0.27	-0.24	0.35	0.02	-0.22	0.38	0.23	0.23	0.06	0.29	0.13	-0.14	-0.09	-0.39
AGAP008859	0.52	-0.06	-0.37	0.18	0.58	0.79	0.96	0.29	0.13	-1.5	-0.42	-1.63	-0.56	-1.9	-0.82	0.27	0.86	0.31
AGAP012179	0.63	0.37	-1.35	0.14	0.07	-0.12	-0.5	-0.7	-1.09	-0.1	0.29	0.04	0.41	0.01	0.4	0.11	-0.14	-0.64
AGAP002536	0.52	0.05	-0.38	-0.11	-0.26	0.06	-0.69	-0.26	-0.74	0.26	0.94	0.47	1.14	0.51	1.2	-0.05	0.0	-0.06
AGAP006126	0.56	0.92	-0.77	-0.08	-0.61	0.27	-0.79	-0.43	-0.63	-0.33	2.5	-0.76	2.06	0.2	3.03	0.31	1.41	-1.2
AGAP007684	-0.6	0.84	-0.1	-0.44	-0.67	-0.83	-0.2	0.08	-0.37	0.39	1.14	0.47	1.21	0.39	1.13	-0.38	-0.29	-0.53
AGAP010265	-0.59	-0.15	0.4	0.01	-0.26	-0.43	0.14	-0.55	-0.46	-0.57	-1.28	-0.81	-1.53	-1.01	-1.72	-0.24	-0.46	0.39
AGAP009947	0.9	0.55	-1.03	-0.05	-0.13	0.2	-0.59	-0.95	-1.2	0.38	0.36	0.09	0.06	0.54	0.53	0.18	0.33	-1.06
AGAP028184	0.75	0.02	-0.55	0.05	0.41	0.23	0.13	0.16	-0.18	0.69	1.04	0.5	0.85	0.34	0.7	-0.34	0.14	-0.74
AGAP008467	0.86	0.08	-1.45	0.65	1.2	-0.07	-0.53	-0.37	-0.33	1.2	0.84	1.55	1.18	1.21	0.86	0.76	0.54	-0.24
AGAP007288	0.93	0.67	-0.96	0.66	0.07	0.36	-0.67	-0.36	-0.36	0.09	0.92	0.35	1.18	0.72	1.56	0.64	0.59	-0.56
AGAP009774	-0.52	-0.32	0.13	-0.41	-0.37	-0.05	0.17	-0.13	-0.16	-0.4	-0.81	-0.47	-0.89	-0.52	-0.92	-0.48	-0.3	0.16
AGAP001597	0.66	0.13	-1.06	0.05	-0.58	0.07	-0.27	-0.34	-0.5	-0.21	0.14	0.02	0.36	0.28	0.63	0.38	0.09	-1.41
AGAP003062	-0.73	-0.43	0.15	-0.05	0.14	-0.05	-0.14	-0.12	-0.18	-0.24	-0.79	-0.14	-0.7	-0.36	-0.91	-0.29	-0.68	0.78
AGAP028590	1.25	0.78	-0.05	-0.38	0.16	-0.06	0.13	0.71	0.42	0.34	0.42	0.88	0.96	0.96	1.05	0.21	0.43	-0.09
AGAP006083	-0.56	-0.64	-0.2	-0.5	-0.29	-0.05	0.23	-0.09	-0.27	-0.77	-0.87	-0.61	-0.71	-1.01	-1.1	0.03	-0.01	-0.14
AGAP006939	-0.43	-0.36	0.08	-0.18	-0.21	0.28	-0.09	-0.42	-0.43	-0.11	0.11	-0.19	0.02	-0.27	-0.05	-0.09	0.11	0.2
AGAP006911	-0.53	-0.11	0.22	0.03	0.15	0.09	0.69	1.21	1.66	-1.01	-0.39	-0.88	-0.27	-0.77	-0.15	-0.42	-0.31	1.0
AGAP001107	-0.47	-0.17	-0.26	0.36	0.09	0.23	0.27	0.06	0.07	0.72	0.21	0.73	0.22	0.7	0.2	-0.06	-0.29	0.52
AGAP003621	0.52	0.09	0.12	0.0	0.03	0.0	-0.35	-0.07	0.16	0.36	-0.88	0.21	-1.04	0.28	-0.96	0.19	0.06	-0.34
AGAP009961	0.41	0.43	-0.31	0.04	0.1	0.01	-0.18	-0.4	-0.55	-0.07	0.77	-0.23	0.6	0.09	0.94	0.12	0.42	-0.75
AGAP007385	-1.0	-0.19	0.22	-0.62	-0.81	0.78	1.35	2.44	2.43	-0.05	0.81	-0.07	0.77	0.05	0.91	-0.53	0.15	1.76
AGAP003712	0.68	0.13	-1.22	0.28	-0.25	-0.12	-0.93	-0.82	-0.86	0.22	0.53	0.44	0.73	0.66	0.97	0.2	0.11	-0.28
AGAP004349	-0.36	-0.4	-0.01	0.09	-0.04	0.27	0.7	0.15	0.09	0.01	-0.02	-0.22	-0.27	-0.27	-0.3	0.03	0.2	0.38
AGAP010242	0.92	0.25	-1.61	-0.37	-0.53	0.19	-0.4	-0.5	-0.94	-0.28	0.04	-0.12	0.19	-0.26	0.06	-0.95	-0.1	-0.95
AGAP001447	-0.61	0.13	-0.03	-0.03	0.17	-0.3	-0.66	-0.51	0.01	-0.19	-0.26	-0.29	-0.37	-0.25	-0.32	0.33	-0.17	0.76
AGAP013742	-0.35	-0.34	0.1	-0.35	-0.16	-0.14	-0.24	0.08	0.07	0.18	0.18	0.16	0.14	0.02	0.02	-0.08	-0.09	0.25
AGAP006127	-0.77	-0.41	0.11	0.12	0.14	-0.1	0.12	-0.3	-0.24	-0.23	-0.44	-0.4	-0.63	-0.45	-0.66	-0.48	-0.53	0.7
AGAP006781	-1.25	-0.45	0.18	-1.77	-0.71	0.45	-0.29	-0.68	-0.68	0.16	-0.61	0.23	-0.56	-0.3	-1.08	-0.62	-0.22	0.15
AGAP001911	-0.33	-0.12	0.23	-0.16	-0.09	-0.25	-0.37	-0.07	0.08	-0.09	0.17	-0.16	0.09	-0.33	-0.08	-0.18	0.03	0.21
AGAP006348	-2.64	0.31	0.52	-1.55	-0.56	-0.09	1.65	2.12	2.54	-1.27	-0.69	-1.3	-0.74	-1.07	-0.49	-1.2	-0.86	2.55
AGAP003595	-0.65	-0.04	0.4	-0.94	-0.12	-0.28	-0.26	-0.52	-0.42	0.35	-0.81	0.21	-0.96	-0.1	-1.25	-0.56	-0.27	0.24
AGAP003877	1.04	0.2	-0.99	0.64	0.08	-0.66	-1.5	-1.35	-1.5	0.32	0.62	0.35	0.64	0.86	1.14	0.99	-0.4	-0.73
AGAP004816	1.17	1.51	1.05	2.37	2.38	0.64	0.1	0.58	0.77	0.31	0.47	0.37	0.53	0.54	0.72	0.57	0.36	0.18
AGAP009258	0.45	0.31	0.0	-0.36	0.02	-0.21	-0.05	-0.25	-0.22	0.03	-1.12	-0.22	-1.38	-0.18	-1.33	-0.21	-0.11	-0.32
AGAP011762	0.42	0.22	0.26	-0.35	-0.26	-0.13	-0.04	0.68	0.38	-0.06	0.12	-0.14	0.03	0.15	0.34	-0.71	0.32	-0.22
AGAP004485	-0.62	-0.23	0.1	-0.31	-0.52	-0.17	-0.05	-0.44	-0.58	-0.53	-0.8	-0.45	-0.74	-0.42	-0.69	-0.39	-0.44	0.36
AGAP006746	-1.09	-0.27	-0.62	-0.12	-0.42	-0.1	-0.16	-0.48	-0.78	0.62	0.93	0.55	0.86	0.15	0.47	0.57	0.4	-1.86
AGAP008938	0.82	0.25	-1.02	0.16	-0.12	-0.05	-0.5	-0.21	-0.49	0.28	0.33	0.55	0.59	0.33	0.39	0.48	0.05	-0.86
AGAP012168	0.38	0.01	0.06	-0.14	0.11	0.12	0.01	-0.09	-0.09	-0.04	-0.66	-0.43	-1.06	-0.41	-1.03	0.08	-0.09	0.23
AGAP006413	-0.53	-0.21	0.15	-0.42	-0.21	-0.54	-0.52	-0.14	-0.46	-0.3	2.88	-0.25	2.92	-0.28	2.9	-0.13	0.32	-0.11
AGAP029196	0.72	0.39	-0.2	0.1	0.18	-0.29	-0.69	-0.17	-1.02	0.17	0.92	0.59	1.33	0.6	1.35	-0.01	0.82	-1.31
AGAP013061	0.78	-0.39	-0.05	-1.05	-1.25	0.12	1.65	4.24	3.39	-0.15	0.29	0.25	0.68	0.74	1.18	-0.84	-1.47	-0.49
AGAP028045	-0.68	-0.55	0.42	-0.24	-0.21	0.26	0.37	0.3	-0.02	-0.77	-0.68	-0.95	-0.87	-0.94	-0.85	-0.67	0.29	0.58
AGAP009050	0.7	0.24	-1.05	0.31	-0.05	0.29	0.27	-0.05	-0.25	-0.64	0.12	-0.37	0.37	-0.94	-0.18	0.79	0.11	-1.03
AGAP006184	-0.53	0.16	-0.26	0.31	-0.17	-0.59	-0.02	0.21	-0.17	-0.02	0.66	0.29	0.96	0.21	0.89	0.22	-0.01	-0.18
AGAP006141	-0.44	-0.28	0.25	-0.71	-0.17	-0.23	-0.19	-0.07	-0.11	-0.1	-0.13	-0.27	-0.31	-0.31	-0.34	-0.11	0.0	-0.11
AGAP010397	0.66	0.49	0.01	-0.38	-0.34	0.04	-0.14	0.1	0.19	0.25	0.01	-0.12	-0.37	0.33	0.08	-0.05	0.36	-0.63
AGAP009251	-1.26	-1.18	0.09	-0.59	-0.27	0.62	0.55	0.74	0.63					0.86	0.86	0.37	0.53	-0.64
AGAP007847	0.72	0.55	-0.02	-0.29	0.34	0.53	-0.96	-1.04	-0.96	0.06	1.43	-0.54	0.83	-0.09	1.29	-0.2	1.67	-1.64
AGAP010918	-0.78	0.06	0.55	-0.02	-0.07	-0.57	-0.29	-0.27	0.0	-0.1	-0.94	-0.23	-1.08	0.1	-0.74	-0.26	-1.08	0.88
AGAP006444	0.72	-0.17	-1.61	0.32	0.02	0.02	-0.46	-0.95	-1.26	-0.46	-0.01	-0.27	0.18	-0.27	0.19	0.23	-0.45	-1.05
AGAP007938	-0.49	0.39	0.43	0.09	-0.05	-0.1	0.26	0.44	0.81	-0.32	-0.29	-0.32	-0.29	-0.17	-0.13	-0.36	-0.75	0.28
AGAP011306	0.73	0.63	-1.18	0.3	0.01	0.01	-0.5	-1.1	-1.25	-0.24	0.41	-0.02	0.61	0.2	0.84	0.69	0.22	-1.15
AGAP005897	-0.5	-0.72	0.09	-0.28	-0.04	-0.02	0.05	-0.16	-0.34	0.19	-0.6	0.03	-0.77	0.21	-0.58	-0.05	-0.08	-0.26
AGAP012166	1.17	0.51	0.33	-0.32	-0.9	-0.45	-0.67	0.32	-0.49	1.05	2.4	0.38	1.72	0.69	2.04	-0.07	0.34	-0.73
AGAP002238	-0.67	-0.13	0.16	-0.05	0.57	0.64	1.25	1.7	1.04	-0.7	-0.7	-0.28	-0.3	-0.8	-0.8	0.08	0.44	1.03
AGAP003133	-0.48	-0.49	0.19	-0.23	-0.07	-0.29	0.28	-0.19	-0.42	-0.5	-0.14	-0.64	-0.29	-0.9	-0.54	-0.46	0.09	0.53
AGAP000146	-0.73	-0.61	-0.21	-0.22	-0.32	0.58	0.64	-0.21	-0.16	-0.82	-0.31	-1.3	-0.8	-1.34	-0.82	-0.52	-0.13	-0.34
AGAP008973	-0.84	-0.19	0.03	-0.04	-0.32	0.04	0.15	-0.13	0.07	0.49	0.24	0.35	0.09	0.42	0.18	-0.06	-0.32	0.6
