GeneID	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AFUN008219	0.0	0.342	0.038	0.256	0.512
AFUN016520	0.0	0.005	0.286	0.285	0.052
AFUN003934	0.0	0.017	0.022	0.12	0.213
AFUN020802	0.0	0.245	0.013	0.123	0.025
AFUN004808	0.0	0.177	0.406	0.023	0.405
AFUN003087	0.0	0.182	0.077	0.676	0.036
AFUN009926	0.0	0.112	0.0	0.0	0.0
AFUN021106	0.0	0.513	0.08	0.112	0.032
AFUN010393	0.0	0.003	0.003	0.002	0.151
AFUN020299	0.0	0.0	0.0	0.0	0.0
AFUN016169	0.0	0.065	0.001	0.002	0.0
AFUN021358	0.0	0.084	0.0	0.093	0.116
AFUN003547	0.0	0.271	0.0	0.154	0.001
AFUN010281	0.0	0.001	0.0	0.022	0.039
AFUN022142	0.0	0.256	0.34	0.558	0.186
AFUN018816	0.0	0.44	0.006	0.146	0.0
AFUN000456	0.0	0.051	0.0	0.009	0.011
AFUN019612	0.0	0.017	0.007	0.018	0.0
AFUN005182	0.0	0.975	0.301	0.342	0.087
AFUN010361	0.0	0.126	0.995	0.041	0.826
AFUN005668	0.0	0.006	0.0	0.0	0.0
AFUN010991	0.0	0.0	0.0	0.018	0.001
AFUN003164	0.0	0.455	0.04	0.26	0.003
AFUN021203	0.0	0.414	0.033	0.026	0.044
AFUN002812	0.0	0.023	0.117	0.047	0.218
AFUN000514	0.0	0.026	0.005	0.041	0.028
AFUN003196	0.0	0.992	0.349	0.122	0.516
AFUN007689	0.0	0.22	0.198	0.096	0.001
AFUN001644	0.0	0.037	0.437	0.374	0.496
AFUN009359	0.0	0.001	0.0	0.0	0.0
AFUN021211	0.0	0.006	0.0	0.021	0.01
AFUN019471	0.0	0.102	0.503	0.381	0.418
AFUN004076	0.0	0.036	0.88	0.038	0.743
AFUN015765	0.0	0.172	0.049	0.0	0.018
AFUN006206	0.0	0.01	0.003	0.003	0.001
AFUN004010	0.0	0.012	0.002	0.005	0.001
AFUN020476	0.0	0.134	0.08	0.276	0.739
AFUN021283	0.0	0.339	0.118	0.013	0.111
AFUN000669	0.0	0.44	0.157	0.759	0.199
AFUN006379	0.0	0.051	0.201	0.021	0.805
AFUN018622	0.0	0.315	0.0	0.009	0.0
AFUN006330	0.0	0.37	0.001	0.0	0.0
AFUN011455	0.0	0.669	0.382	0.382	0.374
AFUN000251	0.0	0.068	0.354	0.782	0.547
AFUN020214	0.0	0.418	0.458	0.702	0.942
AFUN006306	0.0	0.189	0.333	0.602	0.007
AFUN007535	0.0	0.147	0.002	0.004	0.009
AFUN019981	0.0	0.155	0.208	0.347	0.126
AFUN011738	0.0	0.005	0.736	0.115	0.764
AFUN001984	0.0	0.051	0.0	0.009	0.002
AFUN001226	0.0	0.107	0.274	0.008	0.018
AFUN009372	0.0	0.005	0.06	0.0	0.0
AFUN004557	0.0	0.102	0.721	0.005	0.577
AFUN021386	0.0	0.016	0.523	0.028	0.093
AFUN011662	0.0	0.066	0.001	0.0	0.029
AFUN016020	0.0	0.194	0.025	0.061	0.184
AFUN019733	0.0	0.0	0.536	0.0	0.062
AFUN004633	0.0	0.87	0.002	0.179	0.429
AFUN000725	0.0	0.318	0.062	0.239	0.006
AFUN005675	0.0	0.212	0.01	0.103	0.008
AFUN019946	0.0	0.599	0.058	0.061	0.104
AFUN021259	0.0	0.387	0.526	0.375	0.153
AFUN002846	0.0	0.017	0.0	0.016	0.001
AFUN014894	0.0	0.01	0.235	0.112	0.262
AFUN011672	0.0	0.1	0.002	0.034	0.076
AFUN017679	0.0	0.007	0.783	0.002	0.481
AFUN018924	0.0	0.091	0.002	0.001	0.002
AFUN022354	0.0	0.195	0.017	0.039	0.008
AFUN004143	0.0	0.002	0.522	0.001	0.196
AFUN006259	0.0	0.197	0.005	0.055	0.008
AFUN010210	0.0	0.002	0.195	0.001	0.141
AFUN005247	0.0	0.0	0.003	0.239	0.001
AFUN016264	0.0	0.105	0.014	0.665	0.009
AFUN020045	0.0	0.069	0.124	0.369	0.406
AFUN006496	0.0	0.477	0.0	0.0	0.01
AFUN002984	0.0	0.353	0.223	0.049	0.047
AFUN008000	0.0	0.138	0.009	0.197	0.136
AFUN020324	0.0	0.048	0.272	0.769	0.01
AFUN020506	0.0	0.37	0.551	0.908	0.027
AFUN021634	0.0	0.135	0.005	0.008	0.0
AFUN019949	0.0	0.152	0.08	0.202	0.119
AFUN020252	0.0	0.199	0.246	0.304	0.483
AFUN001215	0.0	0.154	0.092	0.128	0.372
AFUN000190	0.0	0.175	0.001	0.0	0.0
AFUN006431	0.0	0.025	0.001	0.0	0.0
AFUN021809	0.0	0.045	0.023	0.239	0.0
AFUN019271	0.0	0.433	0.009	0.439	0.026
AFUN011824	0.0	0.547	0.0	0.0	0.001
AFUN001742	0.0	0.041	0.0	0.01	0.0
AFUN007621	0.0	0.199	0.142	0.006	0.042
AFUN010626	0.0	0.433	0.153	0.07	0.08
AFUN018828	0.0	0.107	0.0	0.043	0.007
AFUN011494	0.0	0.191	0.0	0.043	0.008
AFUN001351	0.0	0.098	0.02	0.087	0.409
AFUN006500	0.0	0.149	0.349	0.542	0.023
AFUN006954	0.0	0.402	0.142	0.207	0.033
AFUN021583	0.0	0.321	0.827	0.676	0.868
AFUN021664	0.0	0.038	0.03	0.01	0.088
AFUN010409	0.0	0.084	0.004	0.026	0.001
AFUN006190	0.0	0.31	0.125	0.099	0.08
AFUN000450	0.0	0.048	0.001	0.0	0.0
AFUN018990	0.0	0.147	0.153	0.101	0.213
AFUN010541	0.0	0.039	0.07	0.214	0.002
AFUN022021	0.0	0.378	0.224	0.733	0.027
AFUN017593	0.0	0.002	0.063	0.013	0.0
AFUN020157	0.0	0.206	0.756	0.665	0.334
AFUN017547	0.0	0.004	0.303	0.83	0.758
AFUN010077	0.0	0.197	0.001	0.024	0.01
AFUN021626	0.0	0.649	0.076	0.241	0.0
AFUN005033	0.0		0.588	0.895	0.159
AFUN005504	0.0	0.143	0.043	0.143	0.07
AFUN005107	0.0	0.145	0.004	0.0	0.106
AFUN011593	0.0	0.033	0.017	0.03	0.002
AFUN018812	0.0	0.047	0.001	0.003	0.016
AFUN004564	0.0	0.331	0.05	0.677	0.168
AFUN003030	0.001	0.607	0.508	0.949	0.681
AFUN006406	0.001	0.233	0.401	0.461	0.488
AFUN006823	0.001	0.146	0.004	0.008	0.008
AFUN020022	0.001	0.075	0.008	0.161	0.064
AFUN003027	0.001	0.41	0.349	0.437	0.208
AFUN005522	0.001	0.207	0.008	0.014	0.054
AFUN020070	0.001	0.037	0.095	0.064	0.302
AFUN020369	0.001	0.161	0.058	0.619	0.715
AFUN008534	0.001	0.332	0.014	0.057	0.047
AFUN007104	0.001	0.244	0.71	0.087	0.188
AFUN006160	0.001	0.186	0.116	0.072	0.047
AFUN019814	0.001	0.07	0.0	0.051	0.001
AFUN002159	0.001	0.089	0.92	0.682	0.598
AFUN016517	0.001	0.797	0.705	0.487	0.821
AFUN006367	0.001	0.087	0.002	0.019	0.0
AFUN007677	0.001	0.168	0.0	0.159	0.093
AFUN010343	0.001	0.267	0.268	0.873	0.469
AFUN022300	0.001	0.118	0.009	0.015	0.01
AFUN011521	0.001	0.031	0.0	0.001	0.0
AFUN009042	0.001	0.351	0.065	0.248	0.044
AFUN019848	0.001	0.21	0.014	0.203	0.217
AFUN021564	0.001	0.087	0.037	0.16	0.144
AFUN021263	0.001	0.072	0.162	0.343	0.008
AFUN002849	0.001	0.704	0.001	0.001	0.0
AFUN007421	0.001	0.003	0.0	0.0	0.0
AFUN020550	0.001	0.333	0.117	0.191	0.294
AFUN019035	0.001	0.127	0.536	0.33	0.908
AFUN022350	0.001	0.086	0.0	0.0	0.0
AFUN018822	0.001	0.695	0.006	0.0	0.051
AFUN000258	0.001	0.282	0.003	0.007	0.032
AFUN011485	0.001	0.183	0.147	0.487	0.001
AFUN006150	0.001	0.546	0.001	0.0	0.0
AFUN009966	0.001	0.431	0.52	0.335	0.425
AFUN006849	0.001	0.68	0.976	0.261	0.961
AFUN002047	0.001	0.187	0.183	0.013	0.076
AFUN018912	0.001	0.033	0.012	0.062	0.029
AFUN005758	0.001	0.31	0.015	0.002	0.083
AFUN007794	0.001	0.014	0.0	0.001	0.0
AFUN009679	0.001	0.092	0.009	0.001	0.028
AFUN003200	0.001	0.164	0.0	0.183	0.0
AFUN001598	0.001	0.051	0.546	0.331	0.009
AFUN009577	0.001	0.013	0.008	0.003	0.074
AFUN008088	0.001	0.091	0.382	0.58	0.012
AFUN014832	0.001	0.086	0.006	0.005	0.0
AFUN011957	0.001	0.001	0.0	0.002	0.0
AFUN019280	0.001	0.08	0.04	0.001	0.01
AFUN003638	0.001	0.144	0.194	0.11	0.147
AFUN003610	0.001	0.41	0.588	0.289	0.208
AFUN002285	0.001	0.697	0.001	0.0	0.0
AFUN003583	0.001	0.11	0.0	0.016	0.039
AFUN022162	0.001	0.112	0.007	0.005	0.048
AFUN007582	0.001	0.859	0.179	0.503	0.408
AFUN001444	0.001	0.626		0.505	0.098
AFUN009749	0.001	0.152	0.598	0.818	0.539
AFUN021985	0.001	0.29	0.0	0.049	0.0
AFUN018948	0.001	0.006	0.0	0.006	0.0
AFUN020860	0.001	0.884	0.178	0.951	0.541
AFUN000233	0.001	0.041	0.346	0.11	0.102
AFUN020776	0.001	0.299	0.0	0.043	0.022
AFUN000494	0.001	0.249	0.005	0.04	0.131
AFUN007102	0.001	0.417	0.0	0.009	0.0
AFUN005628	0.001	0.086	0.865	0.612	0.229
AFUN019961	0.001	0.04	0.0	0.042	0.242
AFUN001913	0.001	0.215	0.398	0.304	0.437
AFUN021974	0.001	0.088	0.025	0.136	0.195
AFUN020745	0.001	0.814	0.615	0.71	0.963
AFUN007952	0.001	0.088	0.0	0.088	0.133
AFUN020471	0.001	0.159	0.007	0.042	0.301
AFUN006251	0.001	0.041	0.005	0.004	0.0
AFUN000192	0.001	0.494	0.001	0.268	0.012
AFUN015837	0.001	0.046	0.0	0.002	0.0
AFUN021806	0.001	0.127	0.04	0.002	0.016
AFUN003110	0.001	0.111	0.0	0.027	0.002
AFUN022076	0.001	0.059	0.0	0.351	0.0
AFUN001971	0.001	0.174	0.036	0.089	0.05
AFUN000701	0.001	0.959	0.133	0.545	0.966
AFUN020263	0.001	0.087	0.021	0.191	0.51
AFUN001465	0.001	0.002	0.0	0.007	0.0
AFUN002664	0.001	0.098	0.018	0.181	0.283
AFUN007349	0.001	0.023	0.005	0.009	0.015
AFUN020215	0.001	0.101	0.0	0.009	0.053
AFUN005196	0.001	0.069	0.002	0.01	0.229
AFUN008482	0.001	0.263	0.116	0.024	0.023
AFUN008393	0.001	0.11	0.108	0.54	0.02
AFUN019888	0.001	0.16	0.048	0.228	0.675
AFUN007217	0.001	0.137	0.012	0.05	0.119
AFUN010580	0.001	0.013	0.003	0.001	0.0
AFUN015751	0.001	0.417	0.076	0.113	0.005
AFUN007386	0.001	0.096	0.003	0.114	0.044
AFUN006305	0.001	0.135	0.0	0.006	0.0
AFUN002251	0.001	0.808	0.029	0.114	0.035
AFUN002780	0.001	0.029	0.546	0.256	0.59
AFUN000878	0.001	0.007	0.063	0.295	0.0
AFUN009332	0.001	0.103	0.0	0.025	0.022
AFUN014814	0.001	0.038	0.006	0.01	0.081
AFUN020858	0.001	0.233	0.331	0.545	0.004
AFUN009646	0.001	0.03	0.001	0.017	0.009
AFUN017697	0.001	0.0	0.386	0.173	0.751
AFUN006372	0.001	0.08	0.0	0.004	0.0
AFUN019401	0.001	0.051	0.011	0.0	0.14
AFUN016385	0.001	0.018	0.173	0.176	0.094
AFUN020511	0.001	0.637	0.077	0.417	0.764
AFUN020423	0.001	0.243	0.152	0.623	0.108
AFUN021022	0.001	0.024	0.227	0.048	0.055
AFUN003316	0.001	0.182	0.09	0.119	0.363
AFUN002373	0.001	0.082	0.159	0.708	0.212
AFUN018714	0.001	0.439	0.093	0.654	0.351
AFUN006113	0.001	0.569	0.0	0.262	0.039
AFUN021769	0.001	0.425	0.172	0.028	0.024
AFUN020399	0.001	0.069	0.028	0.143	0.508
AFUN006696	0.001	0.308	0.143	0.321	0.19
AFUN001247	0.001	0.138	0.341	0.065	0.195
AFUN005576	0.001	0.068	0.0	0.092	0.065
AFUN006248	0.001	0.027	0.049	0.642	0.123
AFUN003628	0.001	0.078	0.003	0.001	0.002
AFUN020419	0.001	0.056	0.002	0.002	0.008
AFUN011463	0.001	0.463	0.001	0.318	0.018
AFUN021759	0.001	0.464	0.257	0.391	0.068
AFUN002639	0.001	0.024	0.068	0.169	0.136
AFUN020957	0.001	0.0	0.0	0.822	0.011
AFUN020426	0.001	0.129	0.01	0.247	0.554
AFUN016019	0.001	0.498	0.001	0.0	0.0
AFUN002435	0.001	0.083	0.0	0.008	0.008
AFUN000775	0.001	0.038	0.038	0.252	0.006
AFUN015936	0.001	0.0	0.759	0.783	0.823
AFUN008757	0.001	0.0	0.037	0.625	0.097
AFUN020540	0.001	0.069	0.0	0.093	0.055
AFUN000624	0.001	0.386	0.712	0.393	0.426
AFUN017399	0.001	0.0	0.34	0.005	0.102
AFUN020932	0.001	0.041	0.061	0.0	0.011
AFUN014066	0.001	0.008	0.036	0.014	0.072
AFUN019279	0.001	0.242	0.002	0.499	0.0
AFUN005127	0.001	0.382	0.0	0.002	0.0
AFUN000217	0.001	0.036	0.183	0.638	0.278
AFUN000058	0.001	0.212	0.002	0.014	0.0
AFUN008239	0.001	0.038	0.0	0.0	0.1
AFUN006187	0.001	0.394	0.029	0.04	0.046
AFUN008255	0.001	0.552	0.239	0.545	0.001
AFUN017487	0.001	0.0	0.686	0.248	0.121
AFUN004990	0.001	0.006	0.0	0.001	0.0
AFUN006505	0.001	0.199	0.929	0.907	0.383
AFUN001932	0.001	0.135	0.109	0.12	0.538
AFUN021592	0.001	0.051	0.818	0.657	0.028
AFUN007890	0.001	0.257	0.01	0.157	0.295
AFUN004075	0.001	0.215	0.049	0.067	0.02
AFUN022045	0.001	0.056	0.112	0.29	0.013
AFUN016146	0.001	0.164	0.417	0.543	0.016
AFUN019415	0.001	0.027	0.0	0.06	0.059
AFUN008948	0.001	0.128	0.0	0.0	0.001
AFUN007640	0.001	0.471	0.042	0.129	0.25
AFUN002504	0.001	0.735	0.015	0.044	0.006
AFUN022047	0.001	0.002	0.007	0.013	0.008
AFUN006809	0.001	0.029	0.009	0.002	0.154
AFUN019168	0.001	0.296	0.122	0.105	0.15
AFUN020524	0.001	0.433	0.045	0.001	0.024
AFUN010536	0.001	0.05	0.0	0.008	0.019
AFUN010768	0.001	0.291	0.0	0.013	0.002
AFUN003959	0.001	0.611	0.129	0.37	0.006
AFUN021988	0.001	0.221	0.118	0.361	0.042
AFUN007100	0.001	0.001	0.889	0.221	0.525
AFUN018801	0.001	0.013	0.003	0.111	0.005
AFUN003595	0.001	0.123	0.002	0.028	0.239
AFUN017342	0.001	0.0	0.04	0.202	0.0
AFUN011768	0.001	0.22	0.072	0.72	0.037
AFUN017566	0.001	0.0	0.728	0.297	0.693
AFUN008185	0.001	0.294	0.048	0.053	0.017
AFUN000746	0.001	0.104	0.008	0.062	0.005
AFUN018733	0.001	0.0	0.001	0.0	0.0
AFUN005652	0.001	0.006	0.028	0.137	0.132
AFUN020546	0.001	0.265	0.161	0.303	0.645
AFUN020675	0.001	0.278	0.198	0.137	0.435
AFUN018958	0.001	0.076	0.001	0.081	0.0
AFUN008306	0.001	0.308	0.005	0.58	0.361
AFUN016103	0.001	0.583	0.393	0.858	0.007
AFUN020577	0.001	0.248	0.192	0.213	0.713
AFUN019780	0.001	0.111	0.004	0.167	0.407
AFUN008538	0.001	0.98	0.236	0.324	0.993
AFUN020409	0.001	0.223	0.104	0.087	0.473
AFUN009126	0.001	0.408	0.001	0.027	0.09
AFUN021504	0.001	0.042	0.774	0.847	0.512
AFUN019084	0.001	0.119	0.0	0.009	0.004
AFUN022282	0.001	0.113	0.001	0.009	0.012
AFUN020080	0.001	0.101	0.355	0.118	0.104
AFUN003835	0.001	0.121	0.025	0.197	0.605
AFUN020691	0.001	0.026	0.203	0.153	0.11
AFUN018805	0.001	0.782	0.018	0.04	0.045
AFUN014389	0.001	0.248	0.016	0.038	0.032
AFUN007604	0.001	0.139	0.088	0.649	0.802
AFUN003744	0.001	0.257	0.02	0.7	0.394
AFUN018769	0.001	0.152	0.56	0.214	0.001
AFUN011301	0.001	0.001	0.918	0.004	0.033
AFUN004704	0.001	0.027	0.151	0.028	0.082
AFUN020212	0.001	0.337	0.038	0.048	0.059
AFUN011546	0.001	0.01	0.186	0.006	0.194
AFUN007606	0.001	0.001	0.03	0.002	0.034
AFUN019433	0.001	0.917	0.027	0.011	0.009
AFUN018725	0.001	0.3	0.093	0.342	0.785
AFUN019565	0.001	0.275	0.0	0.003	0.001
AFUN007441	0.001	0.317	0.054	0.09	0.135
AFUN001438	0.001	0.151	0.055	0.017	0.001
AFUN008904	0.001	0.552	0.44	0.901	0.425
AFUN001560	0.001	0.038	0.0	0.001	0.001
AFUN020261	0.001	0.073	0.198	0.247	0.444
AFUN006052	0.001	0.405	0.396	0.073	0.377
AFUN019830	0.001	0.222	0.462	0.306	0.851
AFUN005846	0.001	0.002	0.154	0.036	0.817
AFUN020225	0.001	0.04	0.124	0.03	0.017
AFUN003954	0.001	0.414	0.0	0.022	0.003
AFUN011292	0.001	0.008	0.0	0.001	0.0
AFUN003343	0.001	0.861	0.003	0.149	0.328
AFUN010019	0.001	0.08	0.978	0.95	0.96
AFUN002414	0.001	0.149	0.061	0.114	0.001
AFUN016457	0.001	0.516	0.003	0.608	0.989
AFUN016318	0.001	0.042	0.636	0.083	0.955
AFUN004992	0.001	0.154	0.001	0.012	0.02
AFUN010589	0.001	0.173	0.061	0.217	0.539
AFUN010485	0.001	0.179	0.006	0.045	0.013
AFUN020167	0.001	0.452	0.0	0.379	0.091
AFUN001601	0.001	0.318	0.335	0.266	0.297
AFUN000613	0.001	0.438	0.309	0.315	0.178
AFUN020454	0.001	0.992	0.181	0.036	0.076
AFUN009622	0.001	0.033	0.014	0.042	0.017
AFUN002804	0.001	0.014	0.029	0.407	0.07
AFUN019825	0.001	0.056	0.276	0.003	0.02
AFUN020678	0.001	0.245	0.001	0.182	0.006
AFUN017257	0.001	0.003	0.0	0.008	0.0
AFUN007321	0.001	0.174	0.123	0.003	0.047
AFUN020247	0.001	0.45	0.273	0.713	0.504
AFUN017408	0.001	0.445	0.0	0.0	0.0
AFUN007200	0.001	0.225	0.888	0.888	0.386
AFUN002933	0.001	0.709	0.139	0.353	0.423
AFUN010421	0.001	0.356	0.653	0.929	0.62
AFUN006053	0.001	0.035	0.1	0.162	0.364
AFUN011339	0.001	0.111	0.002	0.019	0.011
AFUN008602	0.001	0.101	0.03	0.051	0.078
AFUN004996	0.001	0.435	0.034	0.774	0.042
AFUN020827	0.001	0.915	0.33	0.513	0.979
AFUN022004	0.001	0.201	0.04	0.0	0.002
AFUN009854	0.001	0.052	0.0	0.0	0.001
AFUN014684	0.001	0.005	0.0	0.001	0.0
AFUN020355	0.001	0.245	0.01	0.219	0.528
AFUN015869	0.001	0.79	0.328	0.353	0.68
AFUN019362	0.001	0.004	0.182	0.702	0.161
AFUN020313	0.001	0.18	0.017	0.093	0.165
AFUN011195	0.001	0.0	0.0	0.002	0.0
AFUN010838	0.001	0.112	0.211	0.166	0.054
AFUN020281	0.001	0.22	0.022	0.089	0.435
AFUN022040	0.001	0.216	0.002	0.0	0.017
AFUN008982	0.001	0.069	0.013	0.069	0.07
AFUN004905	0.001	0.952	0.24	0.903	0.425
AFUN020158	0.001	0.302	0.0	0.002	0.0
AFUN010092	0.001	0.96	0.007	0.067	0.327
AFUN004539	0.001	0.754	0.281	0.099	0.255
AFUN010514	0.001	0.034	0.903	0.221	0.377
AFUN011676	0.001	0.072	0.659	0.053	0.286
AFUN018871	0.001	0.835	0.541	0.847	0.01
AFUN001269	0.001	0.14	0.0	0.107	0.001
AFUN008558	0.001	0.002	0.012	0.14	0.001
AFUN020282	0.001	0.187	0.49	0.343	0.117
AFUN003375	0.001	0.536	0.01	0.002	0.0
AFUN003777	0.001	0.111	0.325	0.198	0.068
AFUN001649	0.001	0.249	0.249	0.337	0.302
AFUN007895	0.001	0.133	0.001	0.121	0.061
AFUN003538	0.001	0.124	0.0	0.034	0.0
AFUN016035	0.001	0.182	0.004	0.058	0.231
AFUN004594	0.001	0.066	0.031	0.0	0.005
AFUN020192	0.001	0.285	0.0	0.066	0.058
AFUN006737	0.001	0.121	0.0	0.081	0.012
AFUN002591	0.001	0.286	0.012	0.27	0.003
AFUN003643	0.001	0.041	0.0	0.011	0.026
AFUN010089	0.001	0.057	0.0	0.0	0.0
AFUN007433	0.001	0.594	0.577	0.922	0.61
AFUN004241	0.001	0.024	0.002		0.001
AFUN005570	0.001	0.531	0.032	0.047	0.014
AFUN010978	0.001	0.112	0.0	0.003	0.001
AFUN009598	0.001	0.637	0.002	0.017	0.145
AFUN005405	0.001	0.003	0.155	0.0	0.031
AFUN019108	0.001	0.111	0.004	0.046	0.461
AFUN003150	0.001	0.223	0.003	0.152	0.125
AFUN016586	0.001	0.015	0.001	0.003	0.0
AFUN017778	0.001	0.027	0.99	0.111	0.103
AFUN004475	0.001	0.006	0.459	0.165	0.303
AFUN021854	0.001	0.087	0.0	0.042	0.0
AFUN002307	0.001	0.219	0.012	0.002	0.002
AFUN011345	0.001	0.296	0.215	0.009	0.231
AFUN004584	0.001	0.664	0.063	0.571	0.769
AFUN006267	0.001	0.007	0.001	0.001	0.001
AFUN019747	0.001	0.321	0.001	0.026	0.004
AFUN008612	0.001	0.547	0.003	0.149	0.648
AFUN004782	0.001	0.525	0.001	0.054	0.037
AFUN005901	0.001	0.102	0.671	0.794	0.105
AFUN009005	0.001	0.211	0.845	0.654	0.742
AFUN005950	0.001	0.132	0.001	0.002	0.045
AFUN021239	0.001	0.0	0.016	0.0	0.132
AFUN008895	0.001	0.011	0.022	0.034	0.019
AFUN019098	0.001	0.146	0.003	0.074	0.007
AFUN009822	0.001	0.629	0.051	0.007	0.051
AFUN021729	0.001	0.16	0.187	0.748	0.068
AFUN021598	0.001	0.185	0.001	0.014	0.002
AFUN019376	0.001	0.028	0.0	0.0	0.005
AFUN002240	0.001	0.702	0.028	0.005	0.008
AFUN005116	0.001	0.4	0.043	0.058	0.134
AFUN001886	0.001	0.004	0.042	0.012	0.043
AFUN020999	0.001	0.58	0.0	0.005	0.004
AFUN010945	0.001	0.081	0.006	0.002	0.107
AFUN020141	0.001	0.099	0.114	0.067	0.459
AFUN009136	0.001	0.354	0.013	0.011	0.04
AFUN005488	0.001	0.436	0.037	0.186	0.207
AFUN016071	0.001	0.247	0.374	0.106	0.08
AFUN006817	0.001	0.099	0.002	0.217	0.005
AFUN022299	0.001	0.0	0.004	0.0	0.016
AFUN019339	0.001	0.026	0.008	0.198	0.057
AFUN009107	0.001	0.005	0.019	0.016	0.051
AFUN008479	0.001	0.308	0.005	0.234	0.029
AFUN002506	0.001		0.482	0.0	0.151
AFUN002868	0.001	0.8	0.006	0.136	0.119
AFUN021458	0.001	0.155	0.036	0.025	0.06
AFUN008939	0.001	0.328	0.779	0.419	0.932
AFUN009017	0.001	0.137	0.001	0.009	0.007
AFUN006033	0.001	0.025	0.149	0.713	0.297
AFUN022097	0.001	0.027	0.003	0.013	0.01
AFUN005519	0.001	0.207	0.053	0.145	0.083
AFUN001951	0.001	0.077	0.011	0.042	0.019
AFUN018633	0.001		0.0	0.055	0.0
AFUN006624	0.001	0.494	0.024	0.322	0.033
AFUN001659	0.001	0.521	0.277	0.328	0.087
AFUN006047	0.001	0.833	0.0	0.002	0.003
AFUN001822	0.001		0.21	0.996	0.444
AFUN005201	0.001	0.0	0.0	0.001	0.0
AFUN005922	0.001	0.187	0.676	0.505	0.062
AFUN003413	0.001	0.042	0.024	0.0	0.005
AFUN003341	0.001	0.594	0.004	0.073	0.093
AFUN004428	0.001	0.034	0.003	0.011	0.0
AFUN022053	0.001	0.522	0.01	0.243	0.061
AFUN005791	0.001	0.33	0.099	0.017	0.182
AFUN019584	0.001	0.112	0.004	0.005	0.045
AFUN007143	0.001	0.004	0.373	0.893	0.751
AFUN003558	0.001	0.287	0.037	0.345	0.11
AFUN002401	0.001	0.387	0.065	0.189	0.384
AFUN017728	0.001	0.0	0.01	0.0	0.0
AFUN019824	0.001	0.119	0.01	0.137	0.312
AFUN009271	0.001	0.069	0.004	0.008	0.306
AFUN020118	0.001	0.194	0.045	0.289	0.649
AFUN004295	0.001	0.181	0.188	0.01	0.116
AFUN008064	0.001	0.904	0.368	0.292	0.545
AFUN021252	0.001	0.054	0.0	0.0	0.0
AFUN005524	0.001	0.098	0.025	0.253	0.114
AFUN003387	0.001	0.245	0.0	0.063	0.101
AFUN021569	0.001	0.001	0.008	0.0	0.0
AFUN019694	0.001	0.226	0.0	0.867	0.0
AFUN008437	0.001	0.19	0.122	0.167	0.367
AFUN004157	0.001	0.09	0.079	0.232	0.536
AFUN001056	0.001	0.005	0.001	0.0	0.041
AFUN009303	0.001	0.024	0.003	0.266	0.333
AFUN021855	0.001	0.03	0.393	0.926	0.677
AFUN006177	0.001	0.01	0.003	0.0	0.098
AFUN009589	0.001	0.595	0.0	0.149	0.0
AFUN005726	0.001	0.43	0.037	0.067	0.007
AFUN019106	0.001	0.166	0.001	0.027	0.002
AFUN000676	0.001	0.735	0.996	0.981	0.724
AFUN020439	0.001	0.81	0.159	0.274	0.334
AFUN000621	0.001	0.939	0.443	0.977	0.577
AFUN007253	0.001	0.51	0.0	0.0	0.0
AFUN003403	0.001	0.012	0.059	0.013	0.712
AFUN018632	0.001	0.97	0.058	0.27	0.014
AFUN020516	0.001	0.103	0.664	0.301	0.402
AFUN019682	0.001	0.004	0.0	0.022	0.0
AFUN019488	0.001	0.042	0.0	0.006	0.011
AFUN001958	0.001	0.404	0.0	0.003	0.009
AFUN019058	0.001	0.499	0.013	0.027	0.037
AFUN006724	0.001	0.265	0.0	0.0	0.0
AFUN007560	0.001	0.038	0.267	0.229	0.134
AFUN010407	0.001	0.15	0.632	0.904	0.026
AFUN017691	0.001	0.05	0.474	0.03	0.229
AFUN021484	0.001	0.073	0.001	0.036	0.229
AFUN009012	0.001	0.122	0.002	0.024	0.012
AFUN020032	0.001	0.32	0.365	0.424	0.279
AFUN021889	0.001	0.069	0.446	0.0	0.286
AFUN022077	0.001	0.016	0.0	0.015	0.049
AFUN010200	0.001	0.608	0.498	0.585	0.558
AFUN007821	0.001	0.023	0.37	0.427	0.223
AFUN020217	0.001	0.226	0.001	0.946	0.06
AFUN007375	0.001	0.028	0.021	0.0	0.221
AFUN006478	0.001	0.232	0.057	0.004	0.006
AFUN006933	0.001	0.549	0.056	0.002	0.001
AFUN005141	0.001	0.123	0.161	0.148	0.192
AFUN011204	0.001	0.152	0.014	0.009	0.0
AFUN019087	0.001	0.069	0.007	0.001	0.013
AFUN017669	0.001	0.005	0.861	0.019	0.323
AFUN011300	0.001	0.021	0.594	0.0	0.049
AFUN010841	0.001	0.329	0.318	0.336	0.195
AFUN021169	0.001	0.018	0.122	0.492	0.244
AFUN003786	0.001	0.08	0.0	0.001	0.0
AFUN000616	0.001	0.318	0.545	0.664	0.056
AFUN019189	0.001	0.354	0.0	0.081	0.027
AFUN009360	0.001	0.137	0.198	0.978	0.055
AFUN020784	0.001	0.567	0.0	0.067	0.0
AFUN006656	0.001	0.03	0.0	0.012	0.041
AFUN005418	0.001	0.107	0.221	0.419	0.223
AFUN004753	0.001	0.011	0.0	0.075	0.0
AFUN019519	0.001	0.894	0.251	0.87	0.2
